省份,年份,月份,年月,供应链环节,抽检总批次数,合格批次数,不合格批次数,AFB1相关记录数,AFB1相关不合格批次数,浓度可用记录数,不合格率,AFB1相关不合格率,数据完整性标记
广东,2023,1,2023-01,餐饮,21,20,1,0,0,0,0.047619047619047616,,基本完整
广东,2023,2,2023-02,流通,251,250,1,0,0,0,0.00398406374501992,,基本完整
广东,2023,2,2023-02,生产,24,24,0,0,0,0,0.0,,基本完整
广东,2023,2,2023-02,餐饮,87,87,0,0,0,0,0.0,,基本完整
广东,2023,3,2023-03,流通,79,76,3,1,1,1,0.0379746835443038,1.0,基本完整
广东,2023,3,2023-03,生产,10,9,1,1,1,1,0.1,1.0,基本完整
广东,2023,3,2023-03,餐饮,5,5,0,0,0,0,0.0,,基本完整
广东,2023,4,2023-04,流通,214,208,6,0,0,0,0.028037383177570093,,基本完整
广东,2023,4,2023-04,生产,75,75,0,0,0,0,0.0,,基本完整
广东,2023,4,2023-04,餐饮,40,40,0,0,0,0,0.0,,基本完整
广东,2023,5,2023-05,流通,268,267,1,0,0,0,0.0037313432835820895,,基本完整
广东,2023,5,2023-05,生产,158,155,3,0,0,0,0.0189873417721519,,基本完整
广东,2023,5,2023-05,餐饮,40,40,0,0,0,0,0.0,,基本完整
广东,2023,6,2023-06,流通,416,416,0,16,0,0,0.0,0.0,基本完整
广东,2023,6,2023-06,生产,122,122,0,0,0,0,0.0,,基本完整
广东,2023,6,2023-06,餐饮,89,89,0,10,0,0,0.0,0.0,基本完整
广东,2023,7,2023-07,流通,215,214,1,5,0,0,0.004651162790697674,0.0,基本完整
广东,2023,7,2023-07,生产,201,194,7,18,3,3,0.03482587064676617,0.16666666666666666,基本完整
广东,2023,7,2023-07,餐饮,33,33,0,2,0,0,0.0,0.0,基本完整
广东,2023,8,2023-08,流通,339,335,4,9,1,1,0.011799410029498525,0.1111111111111111,基本完整
广东,2023,8,2023-08,生产,228,223,5,101,1,1,0.021929824561403508,0.009900990099009901,基本完整
广东,2023,8,2023-08,餐饮,199,198,1,7,0,0,0.005025125628140704,0.0,基本完整
广东,2023,9,2023-09,流通,348,344,4,2,0,0,0.011494252873563218,0.0,基本完整
广东,2023,9,2023-09,生产,369,367,2,6,0,0,0.005420054200542005,0.0,基本完整
广东,2023,9,2023-09,餐饮,37,37,0,7,0,0,0.0,0.0,基本完整
广东,2023,10,2023-10,流通,145,142,3,13,0,0,0.020689655172413793,0.0,基本完整
广东,2023,10,2023-10,生产,134,133,1,68,1,0,0.007462686567164179,0.014705882352941176,基本完整
广东,2023,10,2023-10,餐饮,14,14,0,3,0,0,0.0,0.0,基本完整
广东,2023,11,2023-11,流通,304,296,8,8,2,1,0.02631578947368421,0.25,基本完整
广东,2023,11,2023-11,生产,144,143,1,14,1,1,0.006944444444444444,0.07142857142857142,基本完整
广东,2023,11,2023-11,餐饮,53,52,1,2,0,0,0.018867924528301886,0.0,基本完整
广东,2023,12,2023-12,流通,597,583,14,22,3,3,0.023450586264656615,0.13636363636363635,基本完整
广东,2023,12,2023-12,生产,464,459,5,23,3,0,0.010775862068965518,0.13043478260869565,基本完整
广东,2023,12,2023-12,餐饮,76,75,1,0,0,0,0.013157894736842105,,基本完整
广东,2024,1,2024-01,流通,376,373,3,0,0,0,0.007978723404255319,,基本完整
广东,2024,1,2024-01,生产,232,229,3,1,1,1,0.01293103448275862,1.0,基本完整
广东,2024,1,2024-01,餐饮,50,48,2,1,1,1,0.04,1.0,基本完整
广东,2024,2,2024-02,流通,135,134,1,23,0,0,0.007407407407407408,0.0,基本完整
广东,2024,2,2024-02,生产,172,168,4,3,2,2,0.023255813953488372,0.6666666666666666,基本完整
广东,2024,2,2024-02,餐饮,9,9,0,0,0,0,0.0,,基本完整
广东,2024,3,2024-03,流通,88,88,0,0,0,0,0.0,,基本完整
广东,2024,3,2024-03,生产,36,36,0,0,0,0,0.0,,基本完整
广东,2024,3,2024-03,餐饮,26,26,0,0,0,0,0.0,,基本完整
广东,2024,4,2024-04,流通,287,287,0,0,0,0,0.0,,基本完整
广东,2024,4,2024-04,生产,42,41,1,1,1,1,0.023809523809523808,1.0,基本完整
广东,2024,4,2024-04,餐饮,24,24,0,0,0,0,0.0,,基本完整
广东,2024,5,2024-05,流通,245,242,3,0,0,0,0.012244897959183673,,基本完整
广东,2024,5,2024-05,生产,56,56,0,0,0,0,0.0,,基本完整
广东,2024,5,2024-05,餐饮,57,56,1,1,1,1,0.017543859649122806,1.0,基本完整
广东,2024,6,2024-06,流通,197,196,1,4,0,0,0.005076142131979695,0.0,基本完整
广东,2024,6,2024-06,生产,218,216,2,7,1,0,0.009174311926605505,0.14285714285714285,基本完整
广东,2024,6,2024-06,餐饮,80,79,1,4,1,1,0.0125,0.25,基本完整
广东,2024,7,2024-07,流通,362,355,7,8,0,0,0.019337016574585635,0.0,基本完整
广东,2024,7,2024-07,生产,128,127,1,3,1,1,0.0078125,0.3333333333333333,基本完整
广东,2024,7,2024-07,餐饮,70,70,0,8,0,0,0.0,0.0,基本完整
广东,2024,8,2024-08,流通,236,231,5,5,0,0,0.0211864406779661,0.0,基本完整
广东,2024,8,2024-08,生产,236,229,7,6,4,4,0.029661016949152543,0.6666666666666666,基本完整
广东,2024,8,2024-08,餐饮,60,60,0,0,0,0,0.0,,基本完整
广东,2024,9,2024-09,流通,537,534,3,6,0,0,0.00558659217877095,0.0,基本完整
广东,2024,9,2024-09,生产,250,248,2,20,1,1,0.008,0.05,基本完整
广东,2024,9,2024-09,餐饮,83,82,1,5,0,0,0.012048192771084338,0.0,基本完整
广东,2024,10,2024-10,流通,233,233,0,15,0,0,0.0,0.0,基本完整
广东,2024,10,2024-10,生产,238,233,5,1,1,1,0.02100840336134454,1.0,基本完整
广东,2024,10,2024-10,餐饮,45,44,1,3,1,1,0.022222222222222223,0.3333333333333333,基本完整
广东,2024,11,2024-11,流通,232,230,2,4,0,0,0.008620689655172414,0.0,基本完整
广东,2024,11,2024-11,生产,166,162,4,24,1,0,0.024096385542168676,0.041666666666666664,基本完整
广东,2024,11,2024-11,餐饮,59,59,0,1,0,0,0.0,0.0,基本完整
广东,2024,12,2024-12,流通,280,280,0,16,0,0,0.0,0.0,基本完整
广东,2024,12,2024-12,生产,316,313,3,29,1,1,0.00949367088607595,0.034482758620689655,基本完整
广东,2024,12,2024-12,餐饮,75,73,2,7,0,0,0.02666666666666667,0.0,基本完整
广西,2023,1,2023-01,流通,24,24,0,2,0,0,0.0,0.0,基本完整
广西,2023,1,2023-01,生产,5,5,0,0,0,0,0.0,,基本完整
广西,2023,1,2023-01,餐饮,5,5,0,0,0,0,0.0,,基本完整
广西,2023,2,2023-02,流通,26,26,0,0,0,0,0.0,,基本完整
广西,2023,2,2023-02,生产,18,18,0,0,0,0,0.0,,基本完整
广西,2023,2,2023-02,餐饮,4,4,0,0,0,0,0.0,,基本完整
广西,2023,3,2023-03,流通,15,15,0,0,0,0,0.0,,基本完整
广西,2023,3,2023-03,生产,51,46,5,5,5,5,0.09803921568627451,1.0,基本完整
广西,2023,3,2023-03,餐饮,1,1,0,0,0,0,0.0,,基本完整
广西,2023,4,2023-04,流通,25,25,0,0,0,0,0.0,,基本完整
广西,2023,4,2023-04,生产,358,349,9,5,5,5,0.025139664804469275,1.0,基本完整
广西,2023,4,2023-04,餐饮,12,12,0,0,0,0,0.0,,基本完整
广西,2023,5,2023-05,流通,133,133,0,0,0,0,0.0,,基本完整
广西,2023,5,2023-05,生产,287,275,12,3,3,3,0.041811846689895474,1.0,基本完整
广西,2023,5,2023-05,餐饮,14,13,1,0,0,0,0.07142857142857142,,基本完整
广西,2023,6,2023-06,流通,68,68,0,1,0,0,0.0,0.0,基本完整
广西,2023,6,2023-06,生产,283,269,14,1,1,1,0.04946996466431095,1.0,基本完整
广西,2023,6,2023-06,餐饮,13,13,0,0,0,0,0.0,,基本完整
广西,2023,7,2023-07,流通,88,88,0,0,0,0,0.0,,基本完整
广西,2023,7,2023-07,生产,197,189,8,3,3,3,0.04060913705583756,1.0,基本完整
广西,2023,8,2023-08,流通,58,57,1,1,1,1,0.017241379310344827,1.0,基本完整
广西,2023,8,2023-08,生产,466,453,13,4,4,4,0.027896995708154508,1.0,基本完整
广西,2023,8,2023-08,餐饮,43,43,0,0,0,0,0.0,,基本完整
广西,2023,9,2023-09,流通,62,45,17,5,5,5,0.27419354838709675,1.0,基本完整
广西,2023,9,2023-09,生产,529,527,2,1,1,1,0.003780718336483932,1.0,基本完整
广西,2023,9,2023-09,餐饮,1,1,0,0,0,0,0.0,,基本完整
广西,2023,10,2023-10,流通,136,126,10,5,5,5,0.07352941176470588,1.0,基本完整
广西,2023,10,2023-10,生产,668,656,12,4,4,4,0.017964071856287425,1.0,基本完整
广西,2023,10,2023-10,餐饮,11,11,0,0,0,0,0.0,,基本完整
广西,2023,11,2023-11,流通,76,75,1,1,0,0,0.013157894736842105,0.0,基本完整
广西,2023,11,2023-11,生产,403,376,27,4,4,4,0.06699751861042183,1.0,基本完整
广西,2023,11,2023-11,餐饮,19,19,0,0,0,0,0.0,,基本完整
广西,2023,12,2023-12,流通,126,114,12,8,7,7,0.09523809523809523,0.875,基本完整
广西,2023,12,2023-12,生产,944,902,42,18,18,18,0.04449152542372881,1.0,基本完整
广西,2023,12,2023-12,餐饮,20,19,1,1,1,1,0.05,1.0,基本完整
广西,2024,1,2024-01,流通,14,14,0,0,0,0,0.0,,基本完整
广西,2024,1,2024-01,生产,1,1,0,0,0,0,0.0,,基本完整
广西,2024,1,2024-01,餐饮,1,1,0,0,0,0,0.0,,基本完整
广西,2024,2,2024-02,流通,31,30,1,2,0,0,0.03225806451612903,0.0,基本完整
广西,2024,2,2024-02,生产,54,52,2,2,2,2,0.037037037037037035,1.0,基本完整
广西,2024,3,2024-03,流通,9,9,0,0,0,0,0.0,,基本完整
广西,2024,3,2024-03,生产,261,259,2,2,2,2,0.007662835249042145,1.0,基本完整
广西,2024,3,2024-03,餐饮,8,8,0,0,0,0,0.0,,基本完整
广西,2024,4,2024-04,其他,1,0,1,1,1,1,1.0,1.0,基本完整
广西,2024,4,2024-04,流通,34,34,0,0,0,0,0.0,,基本完整
广西,2024,4,2024-04,生产,170,168,2,1,1,1,0.011764705882352941,1.0,基本完整
广西,2024,5,2024-05,流通,299,298,1,1,1,1,0.0033444816053511705,1.0,基本完整
广西,2024,5,2024-05,生产,489,474,15,9,9,9,0.03067484662576687,1.0,基本完整
广西,2024,5,2024-05,餐饮,29,29,0,0,0,0,0.0,,基本完整
广西,2024,6,2024-06,流通,108,97,11,9,9,9,0.10185185185185185,1.0,基本完整
广西,2024,6,2024-06,生产,390,378,12,6,6,6,0.03076923076923077,1.0,基本完整
广西,2024,6,2024-06,餐饮,29,29,0,0,0,0,0.0,,基本完整
广西,2024,7,2024-07,流通,47,47,0,0,0,0,0.0,,基本完整
广西,2024,7,2024-07,生产,195,190,5,2,2,2,0.02564102564102564,1.0,基本完整
广西,2024,7,2024-07,餐饮,12,12,0,0,0,0,0.0,,基本完整
广西,2024,8,2024-08,流通,21,21,0,0,0,0,0.0,,基本完整
广西,2024,8,2024-08,生产,428,418,10,4,4,4,0.02336448598130841,1.0,基本完整
广西,2024,8,2024-08,餐饮,7,7,0,0,0,0,0.0,,基本完整
广西,2024,9,2024-09,流通,438,437,1,2,1,1,0.00228310502283105,0.5,基本完整
广西,2024,9,2024-09,生产,1006,958,48,21,21,21,0.04771371769383698,1.0,基本完整
广西,2024,9,2024-09,餐饮,14,14,0,0,0,0,0.0,,基本完整
广西,2024,10,2024-10,流通,64,62,2,1,1,1,0.03125,1.0,基本完整
广西,2024,10,2024-10,生产,1005,937,68,22,22,22,0.06766169154228856,1.0,基本完整
广西,2024,10,2024-10,餐饮,28,28,0,0,0,0,0.0,,基本完整
广西,2024,11,2024-11,流通,39,38,1,0,0,0,0.02564102564102564,,基本完整
广西,2024,11,2024-11,生产,384,347,37,9,9,9,0.09635416666666667,1.0,基本完整
广西,2024,11,2024-11,餐饮,16,16,0,0,0,0,0.0,,基本完整
广西,2024,12,2024-12,流通,177,174,3,0,0,0,0.01694915254237288,,基本完整
广西,2024,12,2024-12,生产,392,363,29,3,3,3,0.07397959183673469,1.0,基本完整
广西,2024,12,2024-12,餐饮,46,46,0,0,0,0,0.0,,基本完整
新疆,2023,1,2023-01,流通,2,2,0,0,0,0,0.0,,基本完整
新疆,2023,3,2023-03,流通,1,1,0,0,0,0,0.0,,基本完整
新疆,2023,3,2023-03,餐饮,11,11,0,0,0,0,0.0,,基本完整
新疆,2023,4,2023-04,流通,2,2,0,0,0,0,0.0,,基本完整
新疆,2023,4,2023-04,餐饮,11,11,0,0,0,0,0.0,,基本完整
新疆,2023,5,2023-05,流通,5,5,0,0,0,0,0.0,,基本完整
新疆,2023,5,2023-05,生产,1,1,0,0,0,0,0.0,,基本完整
新疆,2023,5,2023-05,餐饮,32,32,0,0,0,0,0.0,,基本完整
新疆,2023,6,2023-06,流通,7,7,0,0,0,0,0.0,,基本完整
新疆,2023,6,2023-06,生产,1,1,0,0,0,0,0.0,,基本完整
新疆,2023,6,2023-06,餐饮,15,15,0,0,0,0,0.0,,基本完整
新疆,2023,7,2023-07,流通,1,1,0,0,0,0,0.0,,基本完整
新疆,2023,7,2023-07,生产,2,2,0,0,0,0,0.0,,基本完整
新疆,2023,7,2023-07,餐饮,35,35,0,0,0,0,0.0,,基本完整
新疆,2023,8,2023-08,流通,2,2,0,0,0,0,0.0,,基本完整
新疆,2023,8,2023-08,餐饮,6,6,0,0,0,0,0.0,,基本完整
新疆,2023,9,2023-09,餐饮,21,21,0,0,0,0,0.0,,基本完整
新疆,2023,10,2023-10,流通,1,0,1,0,0,0,1.0,,基本完整
新疆,2023,10,2023-10,生产,1,0,1,0,0,0,1.0,,基本完整
新疆,2023,10,2023-10,餐饮,10,10,0,0,0,0,0.0,,基本完整
新疆,2023,11,2023-11,流通,5,4,1,0,0,0,0.2,,基本完整
新疆,2023,11,2023-11,生产,1,1,0,0,0,0,0.0,,基本完整
新疆,2023,11,2023-11,餐饮,22,22,0,0,0,0,0.0,,基本完整
新疆,2023,12,2023-12,流通,9,7,2,0,0,0,0.2222222222222222,,基本完整
新疆,2023,12,2023-12,餐饮,10,10,0,0,0,0,0.0,,基本完整
新疆,2024,1,2024-01,流通,3,3,0,0,0,0,0.0,,基本完整
新疆,2024,1,2024-01,餐饮,10,10,0,0,0,0,0.0,,基本完整
新疆,2024,2,2024-02,流通,4,4,0,0,0,0,0.0,,基本完整
新疆,2024,2,2024-02,生产,3,3,0,0,0,0,0.0,,基本完整
新疆,2024,2,2024-02,餐饮,9,9,0,0,0,0,0.0,,基本完整
新疆,2024,3,2024-03,流通,1,1,0,0,0,0,0.0,,基本完整
新疆,2024,3,2024-03,生产,1,1,0,0,0,0,0.0,,基本完整
新疆,2024,3,2024-03,餐饮,32,32,0,0,0,0,0.0,,基本完整
新疆,2024,4,2024-04,流通,1,1,0,0,0,0,0.0,,基本完整
新疆,2024,4,2024-04,生产,1,1,0,0,0,0,0.0,,基本完整
新疆,2024,4,2024-04,餐饮,14,14,0,0,0,0,0.0,,基本完整
新疆,2024,5,2024-05,餐饮,5,5,0,0,0,0,0.0,,基本完整
新疆,2024,6,2024-06,流通,1,1,0,0,0,0,0.0,,基本完整
新疆,2024,6,2024-06,生产,3,3,0,0,0,0,0.0,,基本完整
新疆,2024,6,2024-06,餐饮,7,7,0,0,0,0,0.0,,基本完整
新疆,2024,7,2024-07,生产,1,1,0,0,0,0,0.0,,基本完整
新疆,2024,7,2024-07,餐饮,9,8,1,0,0,0,0.1111111111111111,,基本完整
新疆,2024,8,2024-08,生产,1,1,0,0,0,0,0.0,,基本完整
新疆,2024,8,2024-08,餐饮,10,10,0,0,0,0,0.0,,基本完整
新疆,2024,9,2024-09,流通,2,2,0,0,0,0,0.0,,基本完整
新疆,2024,9,2024-09,生产,3,3,0,0,0,0,0.0,,基本完整
新疆,2024,9,2024-09,餐饮,13,13,0,0,0,0,0.0,,基本完整
新疆,2024,10,2024-10,流通,1,1,0,0,0,0,0.0,,基本完整
新疆,2024,10,2024-10,生产,3,2,1,0,0,0,0.3333333333333333,,基本完整
新疆,2024,10,2024-10,餐饮,6,6,0,0,0,0,0.0,,基本完整
新疆,2024,11,2024-11,流通,1,1,0,0,0,0,0.0,,基本完整
新疆,2024,11,2024-11,餐饮,6,6,0,0,0,0,0.0,,基本完整
新疆,2024,12,2024-12,流通,2,2,0,0,0,0,0.0,,基本完整
新疆,2024,12,2024-12,生产,5,5,0,0,0,0,0.0,,基本完整
新疆,2024,12,2024-12,餐饮,5,4,1,1,1,1,0.2,1.0,基本完整
未知,2024,6,2024-06,流通,2,2,0,0,0,0,0.0,,基本完整
江苏,2023,1,2023-01,流通,112,111,1,1,0,0,0.008928571428571428,0.0,基本完整
江苏,2023,1,2023-01,生产,6,6,0,0,0,0,0.0,,基本完整
江苏,2023,1,2023-01,餐饮,49,49,0,0,0,0,0.0,,基本完整
江苏,2023,2,2023-02,流通,91,91,0,0,0,0,0.0,,基本完整
江苏,2023,2,2023-02,生产,5,5,0,0,0,0,0.0,,基本完整
江苏,2023,2,2023-02,餐饮,22,22,0,0,0,0,0.0,,基本完整
江苏,2023,3,2023-03,流通,57,57,0,0,0,0,0.0,,基本完整
江苏,2023,3,2023-03,生产,8,8,0,0,0,0,0.0,,基本完整
江苏,2023,3,2023-03,餐饮,19,19,0,0,0,0,0.0,,基本完整
江苏,2023,4,2023-04,流通,88,88,0,2,0,0,0.0,0.0,基本完整
江苏,2023,4,2023-04,生产,8,8,0,0,0,0,0.0,,基本完整
江苏,2023,4,2023-04,餐饮,12,12,0,0,0,0,0.0,,基本完整
江苏,2023,5,2023-05,流通,57,56,1,0,0,0,0.017543859649122806,,基本完整
江苏,2023,5,2023-05,生产,20,20,0,0,0,0,0.0,,基本完整
江苏,2023,5,2023-05,餐饮,10,10,0,0,0,0,0.0,,基本完整
江苏,2023,6,2023-06,流通,107,107,0,0,0,0,0.0,,基本完整
江苏,2023,6,2023-06,生产,5,5,0,0,0,0,0.0,,基本完整
江苏,2023,6,2023-06,餐饮,51,51,0,0,0,0,0.0,,基本完整
江苏,2023,7,2023-07,流通,144,141,3,2,1,1,0.020833333333333332,0.5,基本完整
江苏,2023,7,2023-07,生产,5,5,0,0,0,0,0.0,,基本完整
江苏,2023,7,2023-07,餐饮,32,32,0,0,0,0,0.0,,基本完整
江苏,2023,8,2023-08,流通,98,98,0,0,0,0,0.0,,基本完整
江苏,2023,8,2023-08,生产,7,7,0,0,0,0,0.0,,基本完整
江苏,2023,8,2023-08,餐饮,47,47,0,0,0,0,0.0,,基本完整
江苏,2023,9,2023-09,流通,125,123,2,0,0,0,0.016,,基本完整
江苏,2023,9,2023-09,生产,23,22,1,0,0,0,0.043478260869565216,,基本完整
江苏,2023,9,2023-09,餐饮,46,46,0,0,0,0,0.0,,基本完整
江苏,2023,10,2023-10,流通,74,74,0,1,0,0,0.0,0.0,基本完整
江苏,2023,10,2023-10,生产,2,2,0,0,0,0,0.0,,基本完整
江苏,2023,10,2023-10,餐饮,45,45,0,0,0,0,0.0,,基本完整
江苏,2023,11,2023-11,流通,99,98,1,0,0,0,0.010101010101010102,,基本完整
江苏,2023,11,2023-11,生产,19,19,0,4,0,0,0.0,0.0,基本完整
江苏,2023,11,2023-11,餐饮,69,69,0,0,0,0,0.0,,基本完整
江苏,2023,12,2023-12,流通,220,216,4,18,2,2,0.01818181818181818,0.1111111111111111,基本完整
江苏,2023,12,2023-12,生产,12,12,0,4,0,0,0.0,0.0,基本完整
江苏,2023,12,2023-12,餐饮,75,74,1,21,1,1,0.013333333333333334,0.047619047619047616,基本完整
江苏,2024,1,2024-01,流通,174,174,0,0,0,0,0.0,,基本完整
江苏,2024,1,2024-01,生产,12,12,0,0,0,0,0.0,,基本完整
江苏,2024,1,2024-01,餐饮,8,8,0,0,0,0,0.0,,基本完整
江苏,2024,2,2024-02,流通,39,39,0,0,0,0,0.0,,基本完整
江苏,2024,2,2024-02,生产,1,1,0,0,0,0,0.0,,基本完整
江苏,2024,2,2024-02,餐饮,6,6,0,0,0,0,0.0,,基本完整
江苏,2024,3,2024-03,流通,67,67,0,0,0,0,0.0,,基本完整
江苏,2024,3,2024-03,生产,5,5,0,0,0,0,0.0,,基本完整
江苏,2024,3,2024-03,餐饮,33,33,0,0,0,0,0.0,,基本完整
江苏,2024,4,2024-04,流通,43,43,0,0,0,0,0.0,,基本完整
江苏,2024,4,2024-04,生产,2,2,0,0,0,0,0.0,,基本完整
江苏,2024,4,2024-04,餐饮,27,27,0,0,0,0,0.0,,基本完整
江苏,2024,5,2024-05,流通,58,58,0,0,0,0,0.0,,基本完整
江苏,2024,5,2024-05,生产,4,4,0,0,0,0,0.0,,基本完整
江苏,2024,5,2024-05,餐饮,16,16,0,0,0,0,0.0,,基本完整
江苏,2024,6,2024-06,流通,49,47,2,3,2,2,0.04081632653061224,0.6666666666666666,基本完整
江苏,2024,6,2024-06,生产,2,2,0,0,0,0,0.0,,基本完整
江苏,2024,6,2024-06,餐饮,66,63,3,3,3,2,0.045454545454545456,1.0,基本完整
江苏,2024,7,2024-07,流通,108,106,2,1,0,0,0.018518518518518517,0.0,基本完整
江苏,2024,7,2024-07,生产,7,7,0,0,0,0,0.0,,基本完整
江苏,2024,7,2024-07,餐饮,72,71,1,1,1,1,0.013888888888888888,1.0,基本完整
江苏,2024,8,2024-08,流通,111,106,5,0,0,0,0.04504504504504504,,基本完整
江苏,2024,8,2024-08,生产,7,7,0,0,0,0,0.0,,基本完整
江苏,2024,8,2024-08,餐饮,51,49,2,2,2,2,0.0392156862745098,1.0,基本完整
江苏,2024,9,2024-09,流通,82,78,4,0,0,0,0.04878048780487805,,基本完整
江苏,2024,9,2024-09,生产,3,3,0,0,0,0,0.0,,基本完整
江苏,2024,9,2024-09,餐饮,26,26,0,0,0,0,0.0,,基本完整
江苏,2024,10,2024-10,流通,101,98,3,0,0,0,0.0297029702970297,,基本完整
江苏,2024,10,2024-10,生产,5,5,0,0,0,0,0.0,,基本完整
江苏,2024,10,2024-10,餐饮,14,13,1,1,1,1,0.07142857142857142,1.0,基本完整
江苏,2024,11,2024-11,流通,228,222,6,7,0,0,0.02631578947368421,0.0,基本完整
江苏,2024,11,2024-11,生产,17,17,0,3,0,0,0.0,0.0,基本完整
江苏,2024,11,2024-11,餐饮,62,62,0,7,0,0,0.0,0.0,基本完整
江苏,2024,12,2024-12,流通,218,211,7,2,0,0,0.03211009174311927,0.0,基本完整
江苏,2024,12,2024-12,生产,18,18,0,0,0,0,0.0,,基本完整
江苏,2024,12,2024-12,餐饮,31,31,0,0,0,0,0.0,,基本完整
江西,2023,1,2023-01,流通,41,41,0,0,0,0,0.0,,基本完整
江西,2023,1,2023-01,生产,3,3,0,0,0,0,0.0,,基本完整
江西,2023,1,2023-01,餐饮,4,4,0,0,0,0,0.0,,基本完整
江西,2023,2,2023-02,流通,29,28,1,0,0,0,0.034482758620689655,,基本完整
江西,2023,2,2023-02,生产,13,13,0,0,0,0,0.0,,基本完整
江西,2023,2,2023-02,餐饮,21,21,0,0,0,0,0.0,,基本完整
江西,2023,3,2023-03,流通,28,28,0,0,0,0,0.0,,基本完整
江西,2023,3,2023-03,餐饮,20,20,0,0,0,0,0.0,,基本完整
江西,2023,4,2023-04,流通,41,41,0,0,0,0,0.0,,基本完整
江西,2023,4,2023-04,生产,15,15,0,0,0,0,0.0,,基本完整
江西,2023,4,2023-04,餐饮,28,28,0,0,0,0,0.0,,基本完整
江西,2023,5,2023-05,流通,55,55,0,0,0,0,0.0,,基本完整
江西,2023,5,2023-05,生产,35,35,0,0,0,0,0.0,,基本完整
江西,2023,5,2023-05,餐饮,23,23,0,0,0,0,0.0,,基本完整
江西,2023,6,2023-06,流通,38,37,1,0,0,0,0.02631578947368421,,基本完整
江西,2023,6,2023-06,生产,1,1,0,0,0,0,0.0,,基本完整
江西,2023,6,2023-06,餐饮,6,6,0,0,0,0,0.0,,基本完整
江西,2023,7,2023-07,流通,30,30,0,0,0,0,0.0,,基本完整
江西,2023,7,2023-07,餐饮,6,6,0,0,0,0,0.0,,基本完整
江西,2023,8,2023-08,流通,57,57,0,0,0,0,0.0,,基本完整
江西,2023,8,2023-08,生产,2,2,0,0,0,0,0.0,,基本完整
江西,2023,8,2023-08,餐饮,50,50,0,1,0,0,0.0,0.0,基本完整
江西,2023,9,2023-09,流通,57,56,1,0,0,0,0.017543859649122806,,基本完整
江西,2023,9,2023-09,生产,5,4,1,0,0,0,0.2,,基本完整
江西,2023,9,2023-09,餐饮,6,6,0,0,0,0,0.0,,基本完整
江西,2023,10,2023-10,流通,36,36,0,0,0,0,0.0,,基本完整
江西,2023,10,2023-10,生产,4,4,0,0,0,0,0.0,,基本完整
江西,2023,10,2023-10,餐饮,6,6,0,0,0,0,0.0,,基本完整
江西,2023,11,2023-11,流通,56,55,1,1,0,0,0.017857142857142856,0.0,基本完整
江西,2023,11,2023-11,生产,16,15,1,1,1,1,0.0625,1.0,基本完整
江西,2023,11,2023-11,餐饮,7,7,0,0,0,0,0.0,,基本完整
江西,2023,12,2023-12,流通,64,64,0,2,0,0,0.0,0.0,基本完整
江西,2023,12,2023-12,生产,5,5,0,0,0,0,0.0,,基本完整
江西,2023,12,2023-12,餐饮,14,14,0,0,0,0,0.0,,基本完整
江西,2024,1,2024-01,流通,40,40,0,0,0,0,0.0,,基本完整
江西,2024,2,2024-02,流通,40,40,0,0,0,0,0.0,,基本完整
江西,2024,2,2024-02,餐饮,2,2,0,0,0,0,0.0,,基本完整
江西,2024,3,2024-03,流通,26,25,1,0,0,0,0.038461538461538464,,基本完整
江西,2024,3,2024-03,生产,2,2,0,0,0,0,0.0,,基本完整
江西,2024,3,2024-03,餐饮,6,6,0,0,0,0,0.0,,基本完整
江西,2024,4,2024-04,流通,51,49,2,0,0,0,0.0392156862745098,,基本完整
江西,2024,4,2024-04,生产,2,2,0,0,0,0,0.0,,基本完整
江西,2024,4,2024-04,餐饮,4,4,0,0,0,0,0.0,,基本完整
江西,2024,5,2024-05,流通,47,47,0,0,0,0,0.0,,基本完整
江西,2024,5,2024-05,餐饮,14,14,0,0,0,0,0.0,,基本完整
江西,2024,6,2024-06,流通,46,46,0,0,0,0,0.0,,基本完整
江西,2024,6,2024-06,生产,26,26,0,0,0,0,0.0,,基本完整
江西,2024,6,2024-06,餐饮,16,16,0,0,0,0,0.0,,基本完整
江西,2024,7,2024-07,流通,24,24,0,0,0,0,0.0,,基本完整
江西,2024,7,2024-07,餐饮,16,16,0,0,0,0,0.0,,基本完整
江西,2024,8,2024-08,流通,37,36,1,1,1,1,0.02702702702702703,1.0,基本完整
江西,2024,8,2024-08,生产,1,1,0,0,0,0,0.0,,基本完整
江西,2024,8,2024-08,餐饮,7,7,0,0,0,0,0.0,,基本完整
江西,2024,9,2024-09,流通,58,57,1,2,0,0,0.017241379310344827,0.0,基本完整
江西,2024,9,2024-09,生产,7,7,0,0,0,0,0.0,,基本完整
江西,2024,9,2024-09,餐饮,2,2,0,0,0,0,0.0,,基本完整
江西,2024,10,2024-10,流通,33,33,0,0,0,0,0.0,,基本完整
江西,2024,10,2024-10,生产,1,1,0,0,0,0,0.0,,基本完整
江西,2024,10,2024-10,餐饮,12,12,0,0,0,0,0.0,,基本完整
江西,2024,11,2024-11,流通,74,74,0,1,0,0,0.0,0.0,基本完整
江西,2024,11,2024-11,生产,4,4,0,0,0,0,0.0,,基本完整
江西,2024,11,2024-11,餐饮,4,4,0,0,0,0,0.0,,基本完整
江西,2024,12,2024-12,流通,63,62,1,1,1,1,0.015873015873015872,1.0,基本完整
