序号,省份,年份,月份,年月,供应链环节,产品分类,产品名称,污染物名称_标准化,是否AFB1相关,AFB1识别依据,原始检测数值,初检浓度值,复检浓度值,最终采用浓度值,浓度单位,检测单位是否推断,原始法规限制,法规限量_数值,法规限量_单位,法规限量_比较符号,法规限量_单位是否推断,是否超标,超标倍数,浓度清洗状态,检测数值解析失败原因,法规限量解析状态,法规限量解析失败原因,是否建议人工复核,复核原因
1,江苏,2024,6,2024-06,流通,花生油/油脂,花生油,黄曲霉毒素B1（AFB1）,True,不合格项目命中AFB1/黄曲霉变体；不合格规范列命中AFB1/黄曲霉变体,53.9μg/kg,53.9,,53.9,μg/kg,False,≤20,20.0,μg/kg,≤,True,True,2.695,已解析并统一单位,,已解析并统一单位,,False,
13,福建,2024,6,2024-06,流通,花生油/油脂,压榨一级浓香花生油,黄曲霉毒素B1（AFB1）,True,检验项目命中AFB1/黄曲霉变体,,,,,,False,,,,,False,False,,无检测数值,空值或占位符,无检测数值,空值或占位符,True,AFB1相关但浓度无法解析；AFB1相关但法规限量无法解析
14,广东,2024,6,2024-06,流通,花生油/油脂,港式花生油,黄曲霉毒素B1（AFB1）,True,检验项目命中AFB1/黄曲霉变体,,,,,,False,,,,,False,False,,无检测数值,空值或占位符,无检测数值,空值或占位符,True,AFB1相关但浓度无法解析；AFB1相关但法规限量无法解析
15,广东,2024,6,2024-06,流通,花生油/油脂,压榨花生油,黄曲霉毒素B1（AFB1）,True,检验项目命中AFB1/黄曲霉变体,,,,,,False,,,,,False,False,,无检测数值,空值或占位符,无检测数值,空值或占位符,True,AFB1相关但浓度无法解析；AFB1相关但法规限量无法解析
16,广东,2024,6,2024-06,流通,花生油/油脂,粤垦压榨一级浓香花生油,黄曲霉毒素B1（AFB1）,True,检验项目命中AFB1/黄曲霉变体,,,,,,False,,,,,False,False,,无检测数值,空值或占位符,无检测数值,空值或占位符,True,AFB1相关但浓度无法解析；AFB1相关但法规限量无法解析
14,河北,2024,6,2024-06,生产,花生油/油脂,花生油,黄曲霉毒素B1（AFB1）,True,不合格项目命中AFB1/黄曲霉变体；不合格规范列命中AFB1/黄曲霉变体,40.3µg/kg,40.3,,40.3,μg/kg,False,≤20µg/kg,20.0,μg/kg,≤,False,True,2.0149999999999997,已解析并统一单位,,已解析并统一单位,,False,
2,江苏,2024,6,2024-06,流通,花生油/油脂,花生油,黄曲霉毒素B1（AFB1）,True,不合格项目命中AFB1/黄曲霉变体；不合格规范列命中AFB1/黄曲霉变体,53.7μg/kg,53.7,,53.7,μg/kg,False,≤20,20.0,μg/kg,≤,True,True,2.685,已解析并统一单位,,已解析并统一单位,,False,
82,广西,2024,6,2024-06,生产,花生油/油脂,花生油,黄曲霉毒素B1（AFB1）,True,不合格项目命中AFB1/黄曲霉变体；不合格规范列命中AFB1/黄曲霉变体,64.7μg/kg,64.7,,64.7,μg/kg,False,20μg/kg,20.0,μg/kg,≤,False,True,3.2350000000000003,已解析并统一单位,,已解析并统一单位,,False,
293,广西,2024,6,2024-06,流通,花生油/油脂,花生油,黄曲霉毒素B1（AFB1）,True,不合格项目命中AFB1/黄曲霉变体；不合格规范列命中AFB1/黄曲霉变体,26.5μg/kg,26.5,,26.5,μg/kg,False,20μg/kg,20.0,μg/kg,≤,False,True,1.325,已解析并统一单位,,已解析并统一单位,,False,
294,广西,2024,6,2024-06,流通,花生油/油脂,花生油,黄曲霉毒素B1（AFB1）,True,不合格项目命中AFB1/黄曲霉变体；不合格规范列命中AFB1/黄曲霉变体,33.2μg/kg,33.2,,33.2,μg/kg,False,20μg/kg,20.0,μg/kg,≤,False,True,1.6600000000000001,已解析并统一单位,,已解析并统一单位,,False,
295,广西,2024,6,2024-06,流通,花生油/油脂,花生油,黄曲霉毒素B1（AFB1）,True,不合格项目命中AFB1/黄曲霉变体；不合格规范列命中AFB1/黄曲霉变体,80.9μg/kg,80.9,,80.9,μg/kg,False,20μg/kg,20.0,μg/kg,≤,False,True,4.045,已解析并统一单位,,已解析并统一单位,,False,
296,广西,2024,6,2024-06,流通,花生油/油脂,花生油,黄曲霉毒素B1（AFB1）,True,不合格项目命中AFB1/黄曲霉变体；不合格规范列命中AFB1/黄曲霉变体,42.1μg/kg,42.1,,42.1,μg/kg,False,20μg/kg,20.0,μg/kg,≤,False,True,2.105,已解析并统一单位,,已解析并统一单位,,False,
297,广西,2024,6,2024-06,流通,花生油/油脂,花生油,黄曲霉毒素B1（AFB1）,True,不合格项目命中AFB1/黄曲霉变体；不合格规范列命中AFB1/黄曲霉变体,25.9μg/kg,25.9,,25.9,μg/kg,False,20μg/kg,20.0,μg/kg,≤,False,True,1.295,已解析并统一单位,,已解析并统一单位,,False,
299,广西,2024,6,2024-06,流通,花生油/油脂,花生油,黄曲霉毒素B1（AFB1）,True,不合格项目命中AFB1/黄曲霉变体；不合格规范列命中AFB1/黄曲霉变体,69.0μg/kg,69.0,,69.0,μg/kg,False,20μg/kg,20.0,μg/kg,≤,False,True,3.45,已解析并统一单位,,已解析并统一单位,,False,
300,广西,2024,6,2024-06,流通,花生油/油脂,散装花生油,黄曲霉毒素B1（AFB1）,True,不合格项目命中AFB1/黄曲霉变体；不合格规范列命中AFB1/黄曲霉变体,32.0μg/kg,32.0,,32.0,μg/kg,False,20μg/kg,20.0,μg/kg,≤,False,True,1.6,已解析并统一单位,,已解析并统一单位,,False,
302,广西,2024,6,2024-06,流通,花生油/油脂,散装花生油,黄曲霉毒素B1（AFB1）,True,不合格项目命中AFB1/黄曲霉变体；不合格规范列命中AFB1/黄曲霉变体,6.1mg/g|42.9μg/kg,6.1,,6.1,mg/g,False,3mg/g|20μg/kg,3.0,mg/g,≤,False,True,2.033333333333333,已解析,,已解析,,True,AFB1浓度单位未统一为μg/kg
303,广西,2024,6,2024-06,流通,花生油/油脂,花生油,黄曲霉毒素B1（AFB1）,True,不合格项目命中AFB1/黄曲霉变体；不合格规范列命中AFB1/黄曲霉变体,32.0μg/kg,32.0,,32.0,μg/kg,False,20,20.0,μg/kg,≤,True,True,1.6,已解析并统一单位,,已解析并统一单位,,False,
305,广西,2024,6,2024-06,生产,花生油/油脂,花生油,黄曲霉毒素B1（AFB1）,True,不合格项目命中AFB1/黄曲霉变体；不合格规范列命中AFB1/黄曲霉变体,95.6μg/kg,95.6,,95.6,μg/kg,False,20μg/kg,20.0,μg/kg,≤,False,True,4.779999999999999,已解析并统一单位,,已解析并统一单位,,False,
30,广东,2024,6,2024-06,生产,花生油/油脂,花生油,黄曲霉毒素B1（AFB1）,True,检验项目命中AFB1/黄曲霉变体,,,,,,False,,,,,False,False,,无检测数值,空值或占位符,无检测数值,空值或占位符,True,AFB1相关但浓度无法解析；AFB1相关但法规限量无法解析
31,广东,2024,6,2024-06,生产,花生油/油脂,花生油,黄曲霉毒素B1（AFB1）,True,检验项目命中AFB1/黄曲霉变体,,,,,,False,,,,,False,False,,无检测数值,空值或占位符,无检测数值,空值或占位符,True,AFB1相关但浓度无法解析；AFB1相关但法规限量无法解析
32,广东,2024,6,2024-06,生产,花生油/油脂,花生油,黄曲霉毒素B1（AFB1）,True,检验项目命中AFB1/黄曲霉变体,,,,,,False,,,,,False,False,,无检测数值,空值或占位符,无检测数值,空值或占位符,True,AFB1相关但浓度无法解析；AFB1相关但法规限量无法解析
33,广东,2024,6,2024-06,生产,花生油/油脂,花生油,黄曲霉毒素B1（AFB1）,True,检验项目命中AFB1/黄曲霉变体,,,,,,False,,,,,False,False,,无检测数值,空值或占位符,无检测数值,空值或占位符,True,AFB1相关但浓度无法解析；AFB1相关但法规限量无法解析
34,广东,2024,6,2024-06,生产,花生油/油脂,花生油,黄曲霉毒素B1（AFB1）,True,检验项目命中AFB1/黄曲霉变体,,,,,,False,,,,,False,False,,无检测数值,空值或占位符,无检测数值,空值或占位符,True,AFB1相关但浓度无法解析；AFB1相关但法规限量无法解析
35,广东,2024,6,2024-06,生产,花生油/油脂,花生油,黄曲霉毒素B1（AFB1）,True,检验项目命中AFB1/黄曲霉变体,,,,,,False,,,,,False,False,,无检测数值,空值或占位符,无检测数值,空值或占位符,True,AFB1相关但浓度无法解析；AFB1相关但法规限量无法解析
36,广东,2024,6,2024-06,餐饮,花生油/油脂,鹰唛花生油,黄曲霉毒素B1（AFB1）,True,检验项目命中AFB1/黄曲霉变体,,,,,,False,,,,,False,False,,无检测数值,空值或占位符,无检测数值,空值或占位符,True,AFB1相关但浓度无法解析；AFB1相关但法规限量无法解析
23,山东,2024,6,2024-06,生产,花生油/油脂,花生油,黄曲霉毒素B1（AFB1）,True,不合格项目命中AFB1/黄曲霉变体；不合格规范列命中AFB1/黄曲霉变体,60.2g/kg,60.2,,60.2,μg/kg,True,≤20,20.0,μg/kg,≤,True,True,3.0100000000000002,已解析并统一单位,,已解析并统一单位,,False,
81,广西,2024,6,2024-06,生产,花生油/油脂,花生油,黄曲霉毒素B1（AFB1）,True,不合格项目命中AFB1/黄曲霉变体；不合格规范列命中AFB1/黄曲霉变体,34.5μg/kg,34.5,,34.5,μg/kg,False,20μg/kg,20.0,μg/kg,≤,False,True,1.725,已解析并统一单位,,已解析并统一单位,,False,
82,广西,2024,6,2024-06,生产,花生油/油脂,花生油,黄曲霉毒素B1（AFB1）,True,不合格项目命中AFB1/黄曲霉变体；不合格规范列命中AFB1/黄曲霉变体,44.7μg/kg,44.7,,44.7,μg/kg,False,20μg/kg,20.0,μg/kg,≤,False,True,2.2350000000000003,已解析并统一单位,,已解析并统一单位,,False,
83,广西,2024,6,2024-06,生产,花生油/油脂,花生油,黄曲霉毒素B1（AFB1）,True,不合格项目命中AFB1/黄曲霉变体；不合格规范列命中AFB1/黄曲霉变体,27.5μg/kg,27.5,,27.5,μg/kg,False,20μg/kg,20.0,μg/kg,≤,False,True,1.375,已解析并统一单位,,已解析并统一单位,,False,
116,广东,2024,6,2024-06,生产,花生油/油脂,花生油,黄曲霉毒素B1（AFB1）,True,不合格项目命中AFB1/黄曲霉变体；不合格规范列命中AFB1/黄曲霉变体,,,,,,False,,,,,False,True,,无检测数值,空值或占位符,无检测数值,空值或占位符,True,AFB1相关但浓度无法解析；AFB1相关但法规限量无法解析
1,广东,2024,7,2024-07,生产,花生油/油脂,压榨花生油,黄曲霉毒素B1（AFB1）,True,检验项目命中AFB1/黄曲霉变体,,,,,,False,,,,,False,False,,无检测数值,空值或占位符,无检测数值,空值或占位符,True,AFB1相关但浓度无法解析；AFB1相关但法规限量无法解析
2,广东,2024,7,2024-07,流通,花生油/油脂,鲁花5S压榨一级花生油,黄曲霉毒素B1（AFB1）,True,检验项目命中AFB1/黄曲霉变体,,,,,,False,,,,,False,False,,无检测数值,空值或占位符,无检测数值,空值或占位符,True,AFB1相关但浓度无法解析；AFB1相关但法规限量无法解析
90,山东,2024,7,2024-07,流通,花生油/油脂,原生初榨花生油,黄曲霉毒素B1（AFB1）,True,检验项目命中AFB1/黄曲霉变体,,,,,,False,,,,,False,False,,无检测数值,空值或占位符,无检测数值,空值或占位符,True,AFB1相关但浓度无法解析；AFB1相关但法规限量无法解析
91,山东,2024,7,2024-07,流通,花生油/油脂,高油酸花生油,黄曲霉毒素B1（AFB1）,True,检验项目命中AFB1/黄曲霉变体,,,,,,False,,,,,False,False,,无检测数值,空值或占位符,无检测数值,空值或占位符,True,AFB1相关但浓度无法解析；AFB1相关但法规限量无法解析
92,山东,2024,7,2024-07,流通,花生油/油脂,三好花生仁油,黄曲霉毒素B1（AFB1）,True,检验项目命中AFB1/黄曲霉变体,,,,,,False,,,,,False,False,,无检测数值,空值或占位符,无检测数值,空值或占位符,True,AFB1相关但浓度无法解析；AFB1相关但法规限量无法解析
93,山东,2024,7,2024-07,流通,花生油/油脂,传承土榨花生油,黄曲霉毒素B1（AFB1）,True,检验项目命中AFB1/黄曲霉变体,,,,,,False,,,,,False,False,,无检测数值,空值或占位符,无检测数值,空值或占位符,True,AFB1相关但浓度无法解析；AFB1相关但法规限量无法解析
94,广东,2024,7,2024-07,流通,花生油/油脂,压榨花生油,黄曲霉毒素B1（AFB1）,True,检验项目命中AFB1/黄曲霉变体,,,,,,False,,,,,False,False,,无检测数值,空值或占位符,无检测数值,空值或占位符,True,AFB1相关但浓度无法解析；AFB1相关但法规限量无法解析
96,山东,2024,7,2024-07,流通,花生油/油脂,压榨一级花生油,黄曲霉毒素B1（AFB1）,True,检验项目命中AFB1/黄曲霉变体,,,,,,False,,,,,False,False,,无检测数值,空值或占位符,无检测数值,空值或占位符,True,AFB1相关但浓度无法解析；AFB1相关但法规限量无法解析
97,河南,2024,7,2024-07,流通,花生油/油脂,5S压榨一级花生油,黄曲霉毒素B1（AFB1）,True,检验项目命中AFB1/黄曲霉变体,,,,,,False,,,,,False,False,,无检测数值,空值或占位符,无检测数值,空值或占位符,True,AFB1相关但浓度无法解析；AFB1相关但法规限量无法解析
126,广东,2024,7,2024-07,生产,花生油/油脂,花生油,黄曲霉毒素B1（AFB1）,True,不合格项目命中AFB1/黄曲霉变体；不合格规范列命中AFB1/黄曲霉变体,61.4pg/kg,61.4,,61.4,μg/kg,True,≤20Hg/kg,20.0,μg/kg,≤,True,True,3.07,已解析并统一单位,,已解析并统一单位,,False,
9,湖北,2024,7,2024-07,流通,花生油/油脂,压榨花生油,黄曲霉毒素B1（AFB1）,True,检验项目命中AFB1/黄曲霉变体,,,,,,False,,,,,False,False,,无检测数值,空值或占位符,无检测数值,空值或占位符,True,AFB1相关但浓度无法解析；AFB1相关但法规限量无法解析
75,广西,2024,7,2024-07,生产,花生油/油脂,花生油,黄曲霉毒素B1（AFB1）,True,不合格项目命中AFB1/黄曲霉变体；不合格规范列命中AFB1/黄曲霉变体,60.1µg/kg,60.1,,60.1,μg/kg,False,≤20µg/kg,20.0,μg/kg,≤,False,True,3.005,已解析并统一单位,,已解析并统一单位,,False,
76,广西,2024,7,2024-07,生产,花生油/油脂,花生油,黄曲霉毒素B1（AFB1）,True,不合格项目命中AFB1/黄曲霉变体；不合格规范列命中AFB1/黄曲霉变体,84.0µg/kg,84.0,,84.0,μg/kg,False,20µg/kg,20.0,μg/kg,≤,False,True,4.2,已解析并统一单位,,已解析并统一单位,,False,
26,山东,2024,8,2024-08,流通,花生油/油脂,压榨花生油,黄曲霉毒素B1（AFB1）,True,检验项目命中AFB1/黄曲霉变体,,,,,,False,,,,,False,False,,无检测数值,空值或占位符,无检测数值,空值或占位符,True,AFB1相关但浓度无法解析；AFB1相关但法规限量无法解析
36,山东,2024,8,2024-08,流通,花生油/油脂,高油酸花生油,黄曲霉毒素B1（AFB1）,True,检验项目命中AFB1/黄曲霉变体,,,,,,False,,,,,False,False,,无检测数值,空值或占位符,无检测数值,空值或占位符,True,AFB1相关但浓度无法解析；AFB1相关但法规限量无法解析
37,山东,2024,8,2024-08,流通,花生油/油脂,花生仁油,黄曲霉毒素B1（AFB1）,True,检验项目命中AFB1/黄曲霉变体,,,,,,False,,,,,False,False,,无检测数值,空值或占位符,无检测数值,空值或占位符,True,AFB1相关但浓度无法解析；AFB1相关但法规限量无法解析
44,广西,2024,8,2024-08,生产,花生油/油脂,花生油,黄曲霉毒素B1（AFB1）,True,不合格项目命中AFB1/黄曲霉变体；不合格规范列命中AFB1/黄曲霉变体,37.5,37.5,,37.5,μg/kg,True,20,20.0,μg/kg,≤,True,True,1.875,已解析并统一单位,,已解析并统一单位,,False,
228,广西,2024,8,2024-08,生产,花生油/油脂,花生油,黄曲霉毒素B1（AFB1）,True,不合格项目命中AFB1/黄曲霉变体；不合格规范列命中AFB1/黄曲霉变体,29.5µg/kg,29.5,,29.5,μg/kg,False,≤20µg/kg,20.0,μg/kg,≤,False,True,1.475,已解析并统一单位,,已解析并统一单位,,False,
129,广东,2024,8,2024-08,生产,花生油/油脂,花生油,黄曲霉毒素B1（AFB1）,True,不合格项目命中AFB1/黄曲霉变体；不合格规范列命中AFB1/黄曲霉变体,36.4µg/kg,36.4,,36.4,μg/kg,False,≤20,20.0,μg/kg,≤,True,True,1.8199999999999998,已解析并统一单位,,已解析并统一单位,,False,
130,广东,2024,8,2024-08,生产,花生油/油脂,花生油,黄曲霉毒素B1（AFB1）,True,不合格项目命中AFB1/黄曲霉变体；不合格规范列命中AFB1/黄曲霉变体,56.4µg/kg,56.4,,56.4,μg/kg,False,≤20,20.0,μg/kg,≤,True,True,2.82,已解析并统一单位,,已解析并统一单位,,False,
131,广东,2024,8,2024-08,生产,花生油/油脂,花生油,黄曲霉毒素B1（AFB1）,True,不合格项目命中AFB1/黄曲霉变体；不合格规范列命中AFB1/黄曲霉变体,62.7µg/kg,62.7,,62.7,μg/kg,False,≤20,20.0,μg/kg,≤,True,True,3.1350000000000002,已解析并统一单位,,已解析并统一单位,,False,
132,广东,2024,8,2024-08,生产,花生油/油脂,花生油,黄曲霉毒素B1（AFB1）,True,不合格项目命中AFB1/黄曲霉变体；不合格规范列命中AFB1/黄曲霉变体,43.9µg/kg,43.9,,43.9,μg/kg,False,≤20,20.0,μg/kg,≤,True,True,2.195,已解析并统一单位,,已解析并统一单位,,False,
5,广东,2024,8,2024-08,生产,花生油/油脂,花生油,黄曲霉毒素B1（AFB1）,True,检验项目命中AFB1/黄曲霉变体,,,,,,False,,,,,False,False,,无检测数值,空值或占位符,无检测数值,空值或占位符,True,AFB1相关但浓度无法解析；AFB1相关但法规限量无法解析
6,广东,2024,8,2024-08,生产,花生油/油脂,花生油,黄曲霉毒素B1（AFB1）,True,检验项目命中AFB1/黄曲霉变体,,,,,,False,,,,,False,False,,无检测数值,空值或占位符,无检测数值,空值或占位符,True,AFB1相关但浓度无法解析；AFB1相关但法规限量无法解析
7,不详,2024,8,2024-08,餐饮,花生油/油脂,花生油（散装）,黄曲霉毒素B1（AFB1）,True,检验项目命中AFB1/黄曲霉变体,,,,,,False,,,,,False,False,,无检测数值,空值或占位符,无检测数值,空值或占位符,True,AFB1相关但浓度无法解析；AFB1相关但法规限量无法解析
