省份,年月,供应链环节,Q_action_0,Q_action_1,Q_action_3,Q_action_5,Q_action_10,experimental_label
四川,2024-08,生产,0.49719107,0.38841897,0.23275205,0.018674413,-0.42151892,自动合成参数 DQN 实验版 / self-synthesized DQN experimental run
四川,2024-09,生产,0.35134065,0.2448016,0.07659531,-0.12991285,-0.57517326,自动合成参数 DQN 实验版 / self-synthesized DQN experimental run
四川,2024-10,生产,0.39072645,0.29740727,0.1324496,-0.07923372,-0.5498016,自动合成参数 DQN 实验版 / self-synthesized DQN experimental run
四川,2024-11,生产,0.39547694,0.29259086,0.12680846,-0.07656663,-0.5379611,自动合成参数 DQN 实验版 / self-synthesized DQN experimental run
四川,2024-12,生产,0.3899182,0.28980076,0.13455732,-0.07455442,-0.5403543,自动合成参数 DQN 实验版 / self-synthesized DQN experimental run
四川,2023-01,餐饮,0.35278663,0.42871827,0.40278757,0.29606864,-0.047564715,自动合成参数 DQN 实验版 / self-synthesized DQN experimental run
四川,2023-02,餐饮,0.33150154,0.25623134,0.0794221,-0.09217379,-0.5684859,自动合成参数 DQN 实验版 / self-synthesized DQN experimental run
四川,2023-03,餐饮,0.3940763,0.3082182,0.1408176,-0.048831813,-0.505985,自动合成参数 DQN 实验版 / self-synthesized DQN experimental run
四川,2023-04,餐饮,0.43030035,0.5651847,0.6453693,0.597383,0.32921153,自动合成参数 DQN 实验版 / self-synthesized DQN experimental run
四川,2023-05,餐饮,0.35262015,0.2759877,0.12560052,-0.046804674,-0.49447075,自动合成参数 DQN 实验版 / self-synthesized DQN experimental run
四川,2023-06,餐饮,0.301575,0.21371311,0.055087745,-0.12056967,-0.57664156,自动合成参数 DQN 实验版 / self-synthesized DQN experimental run
四川,2023-07,餐饮,0.30701447,0.21369007,0.054934822,-0.12532488,-0.5823182,自动合成参数 DQN 实验版 / self-synthesized DQN experimental run
四川,2023-08,餐饮,0.31301734,0.22157718,0.061032742,-0.11992825,-0.57700056,自动合成参数 DQN 实验版 / self-synthesized DQN experimental run
四川,2023-09,餐饮,0.34938073,0.2588317,0.08401167,-0.0844787,-0.58760333,自动合成参数 DQN 实验版 / self-synthesized DQN experimental run
四川,2023-10,餐饮,0.32681793,0.23359288,0.05997789,-0.13375191,-0.631315,自动合成参数 DQN 实验版 / self-synthesized DQN experimental run
四川,2023-11,餐饮,0.36880952,0.25839663,0.06776943,-0.08516413,-0.5796501,自动合成参数 DQN 实验版 / self-synthesized DQN experimental run
四川,2023-12,餐饮,0.4263418,0.5306804,0.56312746,0.4954077,0.18769062,自动合成参数 DQN 实验版 / self-synthesized DQN experimental run
四川,2024-01,餐饮,0.51556814,0.6636543,0.6727296,0.591469,0.28918082,自动合成参数 DQN 实验版 / self-synthesized DQN experimental run
四川,2024-02,餐饮,0.43556756,0.32126135,0.15464845,-0.054548115,-0.53311676,自动合成参数 DQN 实验版 / self-synthesized DQN experimental run
四川,2024-03,餐饮,0.46270105,0.57917184,0.608552,0.52832025,0.22984403,自动合成参数 DQN 实验版 / self-synthesized DQN experimental run
四川,2024-05,餐饮,0.4899054,0.38332313,0.20486946,0.010392735,-0.4791,自动合成参数 DQN 实验版 / self-synthesized DQN experimental run
四川,2024-06,餐饮,0.43489042,0.3171243,0.13190386,-0.01601061,-0.51488084,自动合成参数 DQN 实验版 / self-synthesized DQN experimental run
四川,2024-07,餐饮,0.50150627,0.37074608,0.19197585,0.06114251,-0.4409761,自动合成参数 DQN 实验版 / self-synthesized DQN experimental run
四川,2024-08,餐饮,0.5185666,0.39011326,0.20821059,0.07236404,-0.42796177,自动合成参数 DQN 实验版 / self-synthesized DQN experimental run
四川,2024-09,餐饮,0.37438297,0.26924127,0.07792749,-0.09287393,-0.5948422,自动合成参数 DQN 实验版 / self-synthesized DQN experimental run
四川,2024-10,餐饮,0.40029457,0.3014557,0.11080223,-0.07330621,-0.5781731,自动合成参数 DQN 实验版 / self-synthesized DQN experimental run
四川,2024-11,餐饮,0.4064448,0.30683532,0.117129624,-0.07419671,-0.5767518,自动合成参数 DQN 实验版 / self-synthesized DQN experimental run
四川,2024-12,餐饮,0.37813556,0.28350627,0.08764614,-0.12789354,-0.6160598,自动合成参数 DQN 实验版 / self-synthesized DQN experimental run
天津,2023-01,流通,0.34377566,0.25770074,0.06795265,-0.07551264,-0.57245624,自动合成参数 DQN 实验版 / self-synthesized DQN experimental run
天津,2023-02,流通,0.37651923,0.27987638,0.09915587,-0.053085692,-0.55273116,自动合成参数 DQN 实验版 / self-synthesized DQN experimental run
天津,2023-03,流通,0.4807104,0.3592543,0.21711451,0.03609269,-0.45583704,自动合成参数 DQN 实验版 / self-synthesized DQN experimental run
天津,2023-04,流通,0.4533995,0.33183658,0.20601982,-0.01309449,-0.484766,自动合成参数 DQN 实验版 / self-synthesized DQN experimental run
天津,2023-05,流通,0.3815114,0.25592282,0.12557745,-0.0915097,-0.5619793,自动合成参数 DQN 实验版 / self-synthesized DQN experimental run
天津,2023-06,流通,0.32668388,0.19943924,0.057873935,-0.15192212,-0.62633425,自动合成参数 DQN 实验版 / self-synthesized DQN experimental run
天津,2023-07,流通,0.3094435,0.18894601,0.027908355,-0.1725646,-0.65568256,自动合成参数 DQN 实验版 / self-synthesized DQN experimental run
天津,2023-08,流通,0.34457508,0.2197386,0.06491871,-0.1419889,-0.6234264,自动合成参数 DQN 实验版 / self-synthesized DQN experimental run
天津,2023-09,流通,0.32779214,0.20589012,0.043021098,-0.16055433,-0.6449113,自动合成参数 DQN 实验版 / self-synthesized DQN experimental run
天津,2023-10,流通,0.35507047,0.25621557,0.054598197,-0.12402352,-0.6236955,自动合成参数 DQN 实验版 / self-synthesized DQN experimental run
天津,2023-11,流通,0.41811866,0.32119167,0.122412376,-0.05971638,-0.56102335,自动合成参数 DQN 实验版 / self-synthesized DQN experimental run
天津,2023-12,流通,0.4448263,0.37132996,0.13764372,-0.033180602,-0.5344605,自动合成参数 DQN 实验版 / self-synthesized DQN experimental run
天津,2024-01,流通,0.5397125,0.4239174,0.2482954,0.032389186,-0.45542985,自动合成参数 DQN 实验版 / self-synthesized DQN experimental run
天津,2024-02,流通,0.4050182,0.29624826,0.10837753,-0.09612221,-0.58487654,自动合成参数 DQN 实验版 / self-synthesized DQN experimental run
天津,2024-03,流通,0.4787575,0.36443925,0.18506563,-0.026740482,-0.515069,自动合成参数 DQN 实验版 / self-synthesized DQN experimental run
天津,2024-04,流通,0.46208745,0.36131805,0.16371411,-0.022784559,-0.5241016,自动合成参数 DQN 实验版 / self-synthesized DQN experimental run
天津,2024-05,流通,0.48773038,0.37696663,0.19378687,-0.016558921,-0.50482273,自动合成参数 DQN 实验版 / self-synthesized DQN experimental run
天津,2024-06,流通,0.43373117,0.32557863,0.1381011,-0.067688935,-0.5561845,自动合成参数 DQN 实验版 / self-synthesized DQN experimental run
天津,2024-07,流通,0.47158113,0.37010065,0.17457807,-0.023561811,-0.5167356,自动合成参数 DQN 实验版 / self-synthesized DQN experimental run
天津,2024-08,流通,0.51933587,0.40556368,0.22542864,0.011708865,-0.47710922,自动合成参数 DQN 实验版 / self-synthesized DQN experimental run
天津,2024-09,流通,0.3940639,0.31088513,0.087265134,-0.08528521,-0.58719623,自动合成参数 DQN 实验版 / self-synthesized DQN experimental run
天津,2024-10,流通,0.4585051,0.364939,0.15613194,-0.02608431,-0.5256979,自动合成参数 DQN 实验版 / self-synthesized DQN experimental run
天津,2024-11,流通,0.39786953,0.28824842,0.09833385,-0.10633708,-0.59688795,自动合成参数 DQN 实验版 / self-synthesized DQN experimental run
天津,2024-12,流通,0.42537916,0.3353721,0.12024066,-0.057848237,-0.5590473,自动合成参数 DQN 实验版 / self-synthesized DQN experimental run
天津,2023-01,生产,0.35698295,0.3695415,0.28973192,0.15272921,-0.23970063,自动合成参数 DQN 实验版 / self-synthesized DQN experimental run
天津,2023-07,生产,0.36059535,0.32209677,0.20313872,0.044487834,-0.38555467,自动合成参数 DQN 实验版 / self-synthesized DQN experimental run
天津,2023-10,生产,0.37338856,0.31881052,0.18318479,0.017953785,-0.4279472,自动合成参数 DQN 实验版 / self-synthesized DQN experimental run
天津,2023-11,生产,0.432623,0.36738986,0.22422144,0.05756315,-0.39551598,自动合成参数 DQN 实验版 / self-synthesized DQN experimental run
天津,2024-03,生产,0.45449716,0.38535908,0.23888004,0.071104884,-0.38551903,自动合成参数 DQN 实验版 / self-synthesized DQN experimental run
天津,2024-09,生产,0.42413706,0.34431967,0.17737927,0.017577196,-0.45726967,自动合成参数 DQN 实验版 / self-synthesized DQN experimental run
天津,2024-10,生产,0.4588709,0.37578678,0.21180752,0.050508082,-0.42330244,自动合成参数 DQN 实验版 / self-synthesized DQN experimental run
天津,2024-11,生产,0.45472488,0.3937077,0.25257593,0.08832274,-0.36847332,自动合成参数 DQN 实验版 / self-synthesized DQN experimental run
天津,2023-01,餐饮,0.31684864,0.3920696,0.3789761,0.27842638,-0.05775374,自动合成参数 DQN 实验版 / self-synthesized DQN experimental run
天津,2023-02,餐饮,0.35581148,0.37033492,0.29258484,0.15670946,-0.23397593,自动合成参数 DQN 实验版 / self-synthesized DQN experimental run
天津,2023-05,餐饮,0.3349329,0.3263482,0.23732215,0.09445734,-0.30903894,自动合成参数 DQN 实验版 / self-synthesized DQN experimental run
天津,2023-07,餐饮,0.36041737,0.3398219,0.23895288,0.09090982,-0.3243782,自动合成参数 DQN 实验版 / self-synthesized DQN experimental run
天津,2023-09,餐饮,0.344409,0.28821933,0.1551906,-0.013650278,-0.45466214,自动合成参数 DQN 实验版 / self-synthesized DQN experimental run
天津,2023-10,餐饮,0.39897418,0.3173121,0.14246936,-0.011891967,-0.4943633,自动合成参数 DQN 实验版 / self-synthesized DQN experimental run
天津,2023-11,餐饮,0.4577712,0.3666858,0.19207762,0.0385824,-0.448248,自动合成参数 DQN 实验版 / self-synthesized DQN experimental run
天津,2023-12,餐饮,0.4797092,0.3868692,0.21467006,0.059835806,-0.42572027,自动合成参数 DQN 实验版 / self-synthesized DQN experimental run
天津,2024-03,餐饮,0.47942352,0.38615406,0.21349518,0.059046894,-0.42709672,自动合成参数 DQN 实验版 / self-synthesized DQN experimental run
天津,2024-05,餐饮,0.47903046,0.38536185,0.21226458,0.0581865,-0.4285113,自动合成参数 DQN 实验版 / self-synthesized DQN experimental run
天津,2024-06,餐饮,0.47865298,0.38461205,0.21110713,0.05737312,-0.42984042,自动合成参数 DQN 实验版 / self-synthesized DQN experimental run
天津,2024-11,餐饮,0.4766302,0.3822724,0.20832348,0.05496922,-0.43274105,自动合成参数 DQN 实验版 / self-synthesized DQN experimental run
天津,2024-12,餐饮,0.47379988,0.37915793,0.20477882,0.051788755,-0.4363718,自动合成参数 DQN 实验版 / self-synthesized DQN experimental run
宁夏,2023-02,流通,0.31970075,0.39473158,0.38041574,0.2792615,-0.057696313,自动合成参数 DQN 实验版 / self-synthesized DQN experimental run
宁夏,2023-06,流通,0.368621,0.38121465,0.29708692,0.15799554,-0.23699525,自动合成参数 DQN 实验版 / self-synthesized DQN experimental run
宁夏,2023-11,流通,0.34003538,0.33121175,0.24008259,0.09618358,-0.30862758,自动合成参数 DQN 实验版 / self-synthesized DQN experimental run
宁夏,2024-02,流通,0.44555408,0.41978216,0.3152765,0.17090476,-0.25463367,自动合成参数 DQN 实验版 / self-synthesized DQN experimental run
宁夏,2024-03,流通,0.43055308,0.3930964,0.27628168,0.1237044,-0.3105321,自动合成参数 DQN 实验版 / self-synthesized DQN experimental run
宁夏,2024-10,流通,0.42947114,0.38256887,0.25602245,0.097691305,-0.34434623,自动合成参数 DQN 实验版 / self-synthesized DQN experimental run
宁夏,2023-08,生产,0.31970075,0.39473158,0.38041574,0.2792615,-0.057696313,自动合成参数 DQN 实验版 / self-synthesized DQN experimental run
宁夏,2023-11,生产,0.368621,0.38121465,0.29708692,0.15799554,-0.23699525,自动合成参数 DQN 实验版 / self-synthesized DQN experimental run
宁夏,2023-01,餐饮,0.31970075,0.39473158,0.38041574,0.2792615,-0.057696313,自动合成参数 DQN 实验版 / self-synthesized DQN experimental run
宁夏,2023-02,餐饮,0.3652848,0.30543268,0.16541216,7.607974e-05,-0.44862807,自动合成参数 DQN 实验版 / self-synthesized DQN experimental run
宁夏,2023-06,餐饮,0.33305573,0.27282745,0.13073185,-0.036475584,-0.4860767,自动合成参数 DQN 实验版 / self-synthesized DQN experimental run
宁夏,2023-07,餐饮,0.34265652,0.26515344,0.10043998,-0.067720376,-0.5373283,自动合成参数 DQN 实验版 / self-synthesized DQN experimental run
宁夏,2023-08,餐饮,0.35739422,0.25460976,0.064232126,-0.08985477,-0.5915503,自动合成参数 DQN 实验版 / self-synthesized DQN experimental run
宁夏,2023-11,餐饮,0.49760497,0.3711298,0.22537807,0.047988027,-0.43386355,自动合成参数 DQN 实验版 / self-synthesized DQN experimental run
宁夏,2023-12,餐饮,0.5952326,0.45454073,0.3480867,0.13346627,-0.32824057,自动合成参数 DQN 实验版 / self-synthesized DQN experimental run
宁夏,2024-01,餐饮,0.80121005,0.6504821,0.57362777,0.33741653,-0.11102927,自动合成参数 DQN 实验版 / self-synthesized DQN experimental run
宁夏,2024-02,餐饮,0.49488574,0.36180627,0.26094973,0.036568917,-0.41910875,自动合成参数 DQN 实验版 / self-synthesized DQN experimental run
宁夏,2024-05,餐饮,0.60008526,0.4659167,0.3754466,0.14389648,-0.30831176,自动合成参数 DQN 实验版 / self-synthesized DQN experimental run
宁夏,2024-06,餐饮,0.66132605,0.5229237,0.4367764,0.20341459,-0.24761048,自动合成参数 DQN 实验版 / self-synthesized DQN experimental run
宁夏,2024-07,餐饮,0.5480795,0.41442847,0.31881595,0.09079977,-0.363137,自动合成参数 DQN 实验版 / self-synthesized DQN experimental run
宁夏,2024-08,餐饮,0.47011444,0.33698267,0.23534374,0.011017794,-0.44418457,自动合成参数 DQN 实验版 / self-synthesized DQN experimental run
宁夏,2024-09,餐饮,0.47391844,0.36043167,0.20081025,0.0046769027,-0.4780674,自动合成参数 DQN 实验版 / self-synthesized DQN experimental run
宁夏,2024-10,餐饮,0.45627812,0.32880697,0.19734298,-0.025393574,-0.4919822,自动合成参数 DQN 实验版 / self-synthesized DQN experimental run
宁夏,2024-11,餐饮,0.47610974,0.34564057,0.2229369,-0.0034250375,-0.4673176,自动合成参数 DQN 实验版 / self-synthesized DQN experimental run
宁夏,2024-12,餐饮,0.45362452,0.32576835,0.19560497,-0.027177399,-0.49320233,自动合成参数 DQN 实验版 / self-synthesized DQN experimental run
安徽,2024-01,其他,0.40629685,0.8395572,1.2145941,1.3652389,1.3347769,自动合成参数 DQN 实验版 / self-synthesized DQN experimental run
安徽,2023-01,流通,0.39199165,0.28917515,0.10676221,-0.08177174,-0.57707477,自动合成参数 DQN 实验版 / self-synthesized DQN experimental run
安徽,2023-02,流通,0.39662457,0.28651932,0.09279293,-0.073229514,-0.5761636,自动合成参数 DQN 实验版 / self-synthesized DQN experimental run
安徽,2023-03,流通,0.3700923,0.46772686,0.4919533,0.42468998,0.08996385,自动合成参数 DQN 实验版 / self-synthesized DQN experimental run
安徽,2023-04,流通,0.41192427,0.49692315,0.513926,0.4399988,0.11238372,自动合成参数 DQN 实验版 / self-synthesized DQN experimental run
安徽,2023-05,流通,0.32284904,0.22613794,0.012898847,-0.14657909,-0.6528776,自动合成参数 DQN 实验版 / self-synthesized DQN experimental run
安徽,2023-06,流通,0.29209614,0.20242393,-0.0072182417,-0.19117548,-0.69860023,自动合成参数 DQN 实验版 / self-synthesized DQN experimental run
安徽,2023-07,流通,0.33433843,0.23586819,0.029597133,-0.14980267,-0.65820014,自动合成参数 DQN 实验版 / self-synthesized DQN experimental run
安徽,2023-08,流通,0.3581035,0.26522517,0.05919455,-0.12592076,-0.6362207,自动合成参数 DQN 实验版 / self-synthesized DQN experimental run
安徽,2023-09,流通,0.32290566,0.22487941,0.012817353,-0.15853906,-0.66928864,自动合成参数 DQN 实验版 / self-synthesized DQN experimental run
安徽,2023-10,流通,0.44658092,0.35420173,0.14134756,-0.0427917,-0.56046206,自动合成参数 DQN 实验版 / self-synthesized DQN experimental run
安徽,2023-11,流通,0.46893442,0.58280253,0.5911782,0.52165544,0.19302791,自动合成参数 DQN 实验版 / self-synthesized DQN experimental run
安徽,2023-12,流通,0.5083148,0.61248744,0.6223325,0.5501632,0.19344842,自动合成参数 DQN 实验版 / self-synthesized DQN experimental run
安徽,2024-01,流通,0.4246112,0.3243701,0.1231443,-0.054440744,-0.5632552,自动合成参数 DQN 实验版 / self-synthesized DQN experimental run
安徽,2024-02,流通,0.43786976,0.33482477,0.12987898,-0.03358922,-0.5398744,自动合成参数 DQN 实验版 / self-synthesized DQN experimental run
安徽,2024-03,流通,0.34884477,0.2492189,0.038291782,-0.13063249,-0.64069813,自动合成参数 DQN 实验版 / self-synthesized DQN experimental run
安徽,2024-04,流通,0.46059018,0.35698187,0.15229777,-0.0122272875,-0.5181194,自动合成参数 DQN 实验版 / self-synthesized DQN experimental run
安徽,2024-05,流通,0.48635542,0.5799791,0.6025101,0.53171235,0.2130366,自动合成参数 DQN 实验版 / self-synthesized DQN experimental run
安徽,2024-06,流通,0.46733713,0.36479118,0.15751798,-0.008224105,-0.51593304,自动合成参数 DQN 实验版 / self-synthesized DQN experimental run
安徽,2024-07,流通,0.5018182,0.59096974,0.6124,0.54179025,0.20800751,自动合成参数 DQN 实验版 / self-synthesized DQN experimental run
安徽,2024-08,流通,0.505003,0.41498023,0.19661424,0.011191951,-0.5015872,自动合成参数 DQN 实验版 / self-synthesized DQN experimental run
安徽,2024-09,流通,0.49184987,0.40213448,0.18319097,-0.0036453027,-0.51377916,自动合成参数 DQN 实验版 / self-synthesized DQN experimental run
安徽,2024-10,流通,0.45775977,0.36072525,0.15011252,-0.030386327,-0.5369111,自动合成参数 DQN 实验版 / self-synthesized DQN experimental run
安徽,2024-11,流通,0.5176296,0.413434,0.19943346,0.009761656,-0.5053679,自动合成参数 DQN 实验版 / self-synthesized DQN experimental run
安徽,2024-12,流通,0.5712597,0.47832832,0.2588074,0.07084339,-0.44033515,自动合成参数 DQN 实验版 / self-synthesized DQN experimental run
安徽,2023-01,生产,0.33933115,0.42335576,0.4091314,0.30861664,-0.02591288,自动合成参数 DQN 实验版 / self-synthesized DQN experimental run
安徽,2023-02,生产,0.3937636,0.41995168,0.35265046,0.22731459,-0.15642989,自动合成参数 DQN 实验版 / self-synthesized DQN experimental run
安徽,2023-03,生产,0.31118223,0.30740368,0.1518434,0.0065588895,-0.42511693,自动合成参数 DQN 实验版 / self-synthesized DQN experimental run
安徽,2023-04,生产,0.4081992,0.29619923,0.118377864,-0.04268954,-0.5332827,自动合成参数 DQN 实验版 / self-synthesized DQN experimental run
安徽,2023-05,生产,0.35133708,0.23356888,0.052617908,-0.11071295,-0.60768574,自动合成参数 DQN 实验版 / self-synthesized DQN experimental run
安徽,2023-06,生产,0.30874342,0.19328168,0.0066590905,-0.15838939,-0.66081434,自动合成参数 DQN 实验版 / self-synthesized DQN experimental run
安徽,2023-07,生产,0.36948282,0.26144692,0.07914418,-0.09734044,-0.59127283,自动合成参数 DQN 实验版 / self-synthesized DQN experimental run
安徽,2023-08,生产,0.3921519,0.2910032,0.099574625,-0.07562808,-0.5709542,自动合成参数 DQN 实验版 / self-synthesized DQN experimental run
安徽,2023-09,生产,0.3773491,0.27923664,0.08496696,-0.09294147,-0.5844334,自动合成参数 DQN 实验版 / self-synthesized DQN experimental run
安徽,2023-10,生产,0.45358962,0.35564873,0.15673703,-0.0060952064,-0.514817,自动合成参数 DQN 实验版 / self-synthesized DQN experimental run
安徽,2023-11,生产,0.5053742,0.40957,0.20560232,0.044022165,-0.46829766,自动合成参数 DQN 实验版 / self-synthesized DQN experimental run
安徽,2023-12,生产,0.5654527,0.4701037,0.27009398,0.10584771,-0.40376303,自动合成参数 DQN 实验版 / self-synthesized DQN experimental run
安徽,2024-01,生产,0.47382763,0.38308594,0.17657065,0.004431093,-0.49558684,自动合成参数 DQN 实验版 / self-synthesized DQN experimental run
安徽,2024-02,生产,0.46912867,0.37819374,0.17189726,6.538071e-05,-0.4997388,自动合成参数 DQN 实验版 / self-synthesized DQN experimental run
安徽,2024-03,生产,0.4115645,0.29401064,0.11094728,-0.05745717,-0.5691056,自动合成参数 DQN 实验版 / self-synthesized DQN experimental run
安徽,2024-04,生产,0.5179211,0.42151532,0.21943,0.05190923,-0.45990884,自动合成参数 DQN 实验版 / self-synthesized DQN experimental run
安徽,2024-05,生产,0.5244796,0.41779578,0.2272124,0.058482878,-0.45288628,自动合成参数 DQN 实验版 / self-synthesized DQN experimental run
安徽,2024-06,生产,0.51798546,0.42124695,0.22160202,0.04923501,-0.46149707,自动合成参数 DQN 实验版 / self-synthesized DQN experimental run
安徽,2024-07,生产,0.53300023,0.43824488,0.23777011,0.060560964,-0.44755444,自动合成参数 DQN 实验版 / self-synthesized DQN experimental run
安徽,2024-08,生产,0.5273955,0.4331884,0.23225263,0.054834597,-0.4519921,自动合成参数 DQN 实验版 / self-synthesized DQN experimental run
安徽,2024-09,生产,0.52615726,0.43032727,0.23059648,0.0568059,-0.45348632,自动合成参数 DQN 实验版 / self-synthesized DQN experimental run
安徽,2024-10,生产,0.52224684,0.4283605,0.22745168,0.04962554,-0.45569474,自动合成参数 DQN 实验版 / self-synthesized DQN experimental run
安徽,2024-11,生产,0.53041697,0.41362655,0.23753592,0.04726141,-0.45437956,自动合成参数 DQN 实验版 / self-synthesized DQN experimental run
安徽,2024-12,生产,0.57541084,0.47340047,0.27166918,0.10878577,-0.4011435,自动合成参数 DQN 实验版 / self-synthesized DQN experimental run
安徽,2023-01,餐饮,0.40162852,0.31119055,0.1531735,0.0064631645,-0.4645868,自动合成参数 DQN 实验版 / self-synthesized DQN experimental run
安徽,2023-02,餐饮,0.4495216,0.3482646,0.17688996,0.021184022,-0.45097852,自动合成参数 DQN 实验版 / self-synthesized DQN experimental run
安徽,2023-03,餐饮,0.34675193,0.23672625,0.05574149,-0.10381711,-0.5898029,自动合成参数 DQN 实验版 / self-synthesized DQN experimental run
安徽,2023-04,餐饮,0.43882084,0.32693177,0.15171874,-0.024662351,-0.5204404,自动合成参数 DQN 实验版 / self-synthesized DQN experimental run
安徽,2023-05,餐饮,0.31324846,0.41575313,0.45052177,0.38307372,0.05597943,自动合成参数 DQN 实验版 / self-synthesized DQN experimental run
安徽,2023-06,餐饮,0.3079822,0.19901302,0.008878708,-0.15205455,-0.64087814,自动合成参数 DQN 实验版 / self-synthesized DQN experimental run
安徽,2023-07,餐饮,0.32462907,0.20743147,0.022446811,-0.13857603,-0.63883483,自动合成参数 DQN 实验版 / self-synthesized DQN experimental run
安徽,2023-08,餐饮,0.38257045,0.26908585,0.08149195,-0.0808161,-0.5704251,自动合成参数 DQN 实验版 / self-synthesized DQN experimental run
安徽,2023-09,餐饮,0.3850782,0.27267995,0.086848855,-0.079545625,-0.57196885,自动合成参数 DQN 实验版 / self-synthesized DQN experimental run
安徽,2023-10,餐饮,0.38816744,0.27706793,0.088955104,-0.07770891,-0.5797118,自动合成参数 DQN 实验版 / self-synthesized DQN experimental run
安徽,2023-11,餐饮,0.5013232,0.3948629,0.21659312,0.03422772,-0.45356718,自动合成参数 DQN 实验版 / self-synthesized DQN experimental run
安徽,2023-12,餐饮,0.6080931,0.50419664,0.32083043,0.14741728,-0.35228872,自动合成参数 DQN 实验版 / self-synthesized DQN experimental run
安徽,2024-01,餐饮,0.5360122,0.601334,0.643129,0.55355257,0.25168318,自动合成参数 DQN 实验版 / self-synthesized DQN experimental run
安徽,2024-02,餐饮,0.3796718,0.26600602,0.07845569,-0.08375669,-0.5776309,自动合成参数 DQN 实验版 / self-synthesized DQN experimental run
安徽,2024-03,餐饮,0.41026002,0.295491,0.10791445,-0.054543324,-0.5414337,自动合成参数 DQN 实验版 / self-synthesized DQN experimental run
安徽,2024-04,餐饮,0.5472429,0.4377647,0.26294512,0.08500057,-0.40808254,自动合成参数 DQN 实验版 / self-synthesized DQN experimental run
安徽,2024-05,餐饮,0.5274137,0.4224468,0.23856556,0.06476288,-0.43219793,自动合成参数 DQN 实验版 / self-synthesized DQN experimental run
安徽,2024-06,餐饮,0.513363,0.40563872,0.21798742,0.051342063,-0.45234647,自动合成参数 DQN 实验版 / self-synthesized DQN experimental run
安徽,2024-07,餐饮,0.5154569,0.4168113,0.2163592,0.052520476,-0.45663545,自动合成参数 DQN 实验版 / self-synthesized DQN experimental run
安徽,2024-08,餐饮,0.59565705,0.50235325,0.3019243,0.1292229,-0.37399942,自动合成参数 DQN 实验版 / self-synthesized DQN experimental run
安徽,2024-09,餐饮,0.598144,0.5048225,0.3041835,0.13089213,-0.37200826,自动合成参数 DQN 实验版 / self-synthesized DQN experimental run
安徽,2024-10,餐饮,0.6073351,0.51419413,0.31344673,0.14019954,-0.36326504,自动合成参数 DQN 实验版 / self-synthesized DQN experimental run
安徽,2024-11,餐饮,0.5557506,0.45834863,0.2567485,0.09498059,-0.41636404,自动合成参数 DQN 实验版 / self-synthesized DQN experimental run
安徽,2024-12,餐饮,0.5362707,0.6110649,0.65034074,0.5675454,0.26298767,自动合成参数 DQN 实验版 / self-synthesized DQN experimental run
山东,2023-01,流通,0.43926588,0.33083338,0.13475971,-0.0534401,-0.5649121,自动合成参数 DQN 实验版 / self-synthesized DQN experimental run
山东,2023-02,流通,0.44518933,0.35027975,0.15785989,-0.063282974,-0.54820085,自动合成参数 DQN 实验版 / self-synthesized DQN experimental run
山东,2023-03,流通,0.27366874,0.17977732,-0.02208072,-0.24834102,-0.730551,自动合成参数 DQN 实验版 / self-synthesized DQN experimental run
山东,2023-04,流通,0.34281492,0.43589526,0.47511965,0.38632518,0.08481574,自动合成参数 DQN 实验版 / self-synthesized DQN experimental run
山东,2023-05,流通,0.27806774,0.1627077,-0.021908134,-0.2557623,-0.73194414,自动合成参数 DQN 实验版 / self-synthesized DQN experimental run
山东,2023-06,流通,0.3178658,0.34241906,0.28712183,0.16278265,-0.21189119,自动合成参数 DQN 实验版 / self-synthesized DQN experimental run
山东,2023-07,流通,0.30993506,0.19861518,-0.001349479,-0.18231928,-0.6913274,自动合成参数 DQN 实验版 / self-synthesized DQN experimental run
山东,2023-08,流通,0.3583392,0.24947584,0.052373074,-0.1309461,-0.6381823,自动合成参数 DQN 实验版 / self-synthesized DQN experimental run
山东,2023-09,流通,0.47816223,0.36102203,0.16134273,-0.029562159,-0.5432173,自动合成参数 DQN 实验版 / self-synthesized DQN experimental run
山东,2023-10,流通,0.31233868,0.18875855,0.0013876855,-0.21468082,-0.7015193,自动合成参数 DQN 实验版 / self-synthesized DQN experimental run
山东,2023-11,流通,0.6470651,0.5092769,0.31932494,0.123422675,-0.3884354,自动合成参数 DQN 实验版 / self-synthesized DQN experimental run
山东,2023-12,流通,0.578127,0.67792463,0.7043216,0.61290646,0.30940658,自动合成参数 DQN 实验版 / self-synthesized DQN experimental run
山东,2024-01,流通,0.4395877,0.52187026,0.56174314,0.47016305,0.17359656,自动合成参数 DQN 实验版 / self-synthesized DQN experimental run
山东,2024-02,流通,0.42058098,0.31001884,0.10700229,-0.085783206,-0.59712267,自动合成参数 DQN 实验版 / self-synthesized DQN experimental run
山东,2024-03,流通,0.40481257,0.30899924,0.11732349,-0.10767812,-0.5899943,自动合成参数 DQN 实验版 / self-synthesized DQN experimental run
山东,2024-04,流通,0.4353429,0.53729004,0.5730838,0.4937517,0.18504316,自动合成参数 DQN 实验版 / self-synthesized DQN experimental run
山东,2024-05,流通,0.51186514,0.38548893,0.2026373,-0.008962026,-0.5016302,自动合成参数 DQN 实验版 / self-synthesized DQN experimental run
山东,2024-06,流通,0.4950059,0.38404542,0.19029455,0.0014013071,-0.5046365,自动合成参数 DQN 实验版 / self-synthesized DQN experimental run
