省份,年月,供应链环节,Q_action_0,Q_action_1,Q_action_3,Q_action_5,Q_action_10,experimental_label
江西,2024-12,生产,0.3998283,0.47819516,0.4961579,0.41024733,0.08196497,自动合成参数 DQN 实验版 / self-synthesized DQN experimental run
江西,2023-01,餐饮,0.54643166,0.52494776,0.42572606,0.27207696,-0.13019842,自动合成参数 DQN 实验版 / self-synthesized DQN experimental run
江西,2023-02,餐饮,0.3759775,0.26431897,0.097724855,-0.07026035,-0.5643544,自动合成参数 DQN 实验版 / self-synthesized DQN experimental run
江西,2023-03,餐饮,0.3931036,0.29053083,0.10101855,-0.06868539,-0.5648739,自动合成参数 DQN 实验版 / self-synthesized DQN experimental run
江西,2023-04,餐饮,0.41324562,0.3121671,0.12055975,-0.06506506,-0.5507012,自动合成参数 DQN 实验版 / self-synthesized DQN experimental run
江西,2023-05,餐饮,0.32597613,0.23125246,0.026857555,-0.15298107,-0.643844,自动合成参数 DQN 实验版 / self-synthesized DQN experimental run
江西,2023-06,餐饮,0.24952939,0.16360888,-0.050670967,-0.23489423,-0.72241616,自动合成参数 DQN 实验版 / self-synthesized DQN experimental run
江西,2023-07,餐饮,0.252741,0.16668932,-0.04763864,-0.23195909,-0.71972245,自动合成参数 DQN 实验版 / self-synthesized DQN experimental run
江西,2023-08,餐饮,0.2634205,0.16289903,-0.0351419,-0.2178394,-0.7251948,自动合成参数 DQN 实验版 / self-synthesized DQN experimental run
江西,2023-09,餐饮,0.35859665,0.27075502,0.058316946,-0.12800074,-0.6272489,自动合成参数 DQN 实验版 / self-synthesized DQN experimental run
江西,2023-10,餐饮,0.3593883,0.2715821,0.059108406,-0.12712312,-0.6262532,自动合成参数 DQN 实验版 / self-synthesized DQN experimental run
江西,2023-11,餐饮,0.36568823,0.27664655,0.06537664,-0.120849796,-0.61984915,自动合成参数 DQN 实验版 / self-synthesized DQN experimental run
江西,2023-12,餐饮,0.35249817,0.25529522,0.050363958,-0.13469015,-0.6342963,自动合成参数 DQN 实验版 / self-synthesized DQN experimental run
江西,2024-02,餐饮,0.3259749,0.2474291,0.024389356,-0.15876004,-0.6587727,自动合成参数 DQN 实验版 / self-synthesized DQN experimental run
江西,2024-03,餐饮,0.35704544,0.2691851,0.056775928,-0.12972903,-0.62906,自动合成参数 DQN 实验版 / self-synthesized DQN experimental run
江西,2024-04,餐饮,0.34487817,0.26161844,0.044014245,-0.14062577,-0.6398275,自动合成参数 DQN 实验版 / self-synthesized DQN experimental run
江西,2024-05,餐饮,0.34588742,0.24881828,0.04368934,-0.14153507,-0.640675,自动合成参数 DQN 实验版 / self-synthesized DQN experimental run
江西,2024-06,餐饮,0.34549555,0.24695364,0.043065757,-0.14215748,-0.6425841,自动合成参数 DQN 实验版 / self-synthesized DQN experimental run
江西,2024-07,餐饮,0.33878714,0.23987767,0.03629142,-0.14947027,-0.6508459,自动合成参数 DQN 实验版 / self-synthesized DQN experimental run
江西,2024-08,餐饮,0.3463491,0.25648874,0.046069622,-0.14229655,-0.64402795,自动合成参数 DQN 实验版 / self-synthesized DQN experimental run
江西,2024-09,餐饮,0.31440336,0.23488146,0.012972742,-0.17184044,-0.6736471,自动合成参数 DQN 实验版 / self-synthesized DQN experimental run
江西,2024-10,餐饮,0.34972683,0.25377223,0.048240095,-0.13848124,-0.6394692,自动合成参数 DQN 实验版 / self-synthesized DQN experimental run
江西,2024-11,餐饮,0.3293998,0.24483573,0.028740406,-0.15812233,-0.6597241,自动合成参数 DQN 实验版 / self-synthesized DQN experimental run
江西,2024-12,餐饮,0.36161205,0.28158593,0.06278241,-0.115448005,-0.6205709,自动合成参数 DQN 实验版 / self-synthesized DQN experimental run
河北,2023-01,流通,0.5323639,0.42929202,0.23602973,0.044595182,-0.44450212,自动合成参数 DQN 实验版 / self-synthesized DQN experimental run
河北,2023-02,流通,0.3990568,0.29308695,0.10835463,-0.081891455,-0.577546,自动合成参数 DQN 实验版 / self-synthesized DQN experimental run
河北,2023-03,流通,0.39468586,0.2819858,0.09801043,-0.08748657,-0.5931634,自动合成参数 DQN 实验版 / self-synthesized DQN experimental run
河北,2023-04,流通,0.47278768,0.35698825,0.18403652,-0.009946464,-0.504942,自动合成参数 DQN 实验版 / self-synthesized DQN experimental run
河北,2023-05,流通,0.28071195,0.1794136,-0.024050087,-0.20402148,-0.7051704,自动合成参数 DQN 实验版 / self-synthesized DQN experimental run
河北,2023-06,流通,0.20985344,0.11411603,-0.0898726,-0.28650248,-0.7843795,自动合成参数 DQN 实验版 / self-synthesized DQN experimental run
河北,2023-07,流通,0.30232987,0.205495,-0.0037727058,-0.18811524,-0.6968511,自动合成参数 DQN 实验版 / self-synthesized DQN experimental run
河北,2023-08,流通,0.26538938,0.16857783,-0.03710842,-0.22072548,-0.72308546,自动合成参数 DQN 实验版 / self-synthesized DQN experimental run
河北,2023-09,流通,0.37474594,0.45746803,0.48471045,0.39073455,0.086295426,自动合成参数 DQN 实验版 / self-synthesized DQN experimental run
河北,2023-10,流通,0.3319999,0.23779333,0.027968109,-0.15850788,-0.66868246,自动合成参数 DQN 实验版 / self-synthesized DQN experimental run
河北,2023-11,流通,0.45525783,0.36007595,0.14728957,-0.03969623,-0.5524192,自动合成参数 DQN 实验版 / self-synthesized DQN experimental run
河北,2023-12,流通,0.4487453,0.34939867,0.1445496,-0.045227475,-0.55466413,自动合成参数 DQN 实验版 / self-synthesized DQN experimental run
河北,2024-01,流通,0.30114296,0.19747497,0.0058859587,-0.18452159,-0.6860598,自动合成参数 DQN 实验版 / self-synthesized DQN experimental run
河北,2024-02,流通,0.29516461,0.19223817,-0.00079870224,-0.19130178,-0.69370854,自动合成参数 DQN 实验版 / self-synthesized DQN experimental run
河北,2024-03,流通,0.29858413,0.41412064,0.43445173,0.35283378,0.04584703,自动合成参数 DQN 实验版 / self-synthesized DQN experimental run
河北,2024-04,流通,0.30820474,0.2091558,0.0061601102,-0.1711893,-0.67647713,自动合成参数 DQN 实验版 / self-synthesized DQN experimental run
河北,2024-05,流通,0.39315814,0.29116923,0.087803856,-0.09937884,-0.611063,自动合成参数 DQN 实验版 / self-synthesized DQN experimental run
河北,2024-06,流通,0.44495517,0.34331384,0.13827342,-0.03136172,-0.5369384,自动合成参数 DQN 实验版 / self-synthesized DQN experimental run
河北,2024-07,流通,0.462201,0.3523004,0.15766847,-0.0391267,-0.54737353,自动合成参数 DQN 实验版 / self-synthesized DQN experimental run
河北,2024-08,流通,0.3824333,0.47945812,0.50153255,0.42946878,0.103907704,自动合成参数 DQN 实验版 / self-synthesized DQN experimental run
河北,2024-09,流通,0.3924724,0.27842307,0.10218085,-0.09195734,-0.58728576,自动合成参数 DQN 实验版 / self-synthesized DQN experimental run
河北,2024-10,流通,0.27426064,0.17118803,-0.033042893,-0.21200621,-0.7125218,自动合成参数 DQN 实验版 / self-synthesized DQN experimental run
河北,2024-11,流通,0.30719832,0.20192051,0.012560576,-0.17947362,-0.68100077,自动合成参数 DQN 实验版 / self-synthesized DQN experimental run
河北,2024-12,流通,0.39397442,0.28185058,0.0905858,-0.116491176,-0.6123976,自动合成参数 DQN 实验版 / self-synthesized DQN experimental run
河北,2023-03,生产,0.4042369,0.42485362,0.35366222,0.2275245,-0.16073233,自动合成参数 DQN 实验版 / self-synthesized DQN experimental run
河北,2023-04,生产,0.52721214,0.53876114,0.43021393,0.29650357,-0.108899266,自动合成参数 DQN 实验版 / self-synthesized DQN experimental run
河北,2023-06,生产,0.2550692,0.19289793,0.027570084,-0.13226728,-0.59033966,自动合成参数 DQN 实验版 / self-synthesized DQN experimental run
河北,2023-07,生产,0.33503407,0.2603595,0.09962718,-0.068125255,-0.52746874,自动合成参数 DQN 实验版 / self-synthesized DQN experimental run
河北,2023-08,生产,0.2912305,0.19684714,0.024404258,-0.14673418,-0.6178731,自动合成参数 DQN 实验版 / self-synthesized DQN experimental run
河北,2023-09,生产,0.3833884,0.3018727,0.15353751,-0.020940064,-0.48329157,自动合成参数 DQN 实验版 / self-synthesized DQN experimental run
河北,2023-12,生产,0.4425329,0.32030496,0.17530146,-0.017533576,-0.48585898,自动合成参数 DQN 实验版 / self-synthesized DQN experimental run
河北,2024-02,生产,0.3144494,0.19983524,0.042066753,-0.14566547,-0.6108123,自动合成参数 DQN 实验版 / self-synthesized DQN experimental run
河北,2024-03,生产,0.31720212,0.20398492,0.04283017,-0.14589533,-0.61281484,自动合成参数 DQN 实验版 / self-synthesized DQN experimental run
河北,2024-04,生产,0.30469507,0.19412532,0.02801001,-0.1604681,-0.6283003,自动合成参数 DQN 实验版 / self-synthesized DQN experimental run
河北,2024-05,生产,0.4254871,0.32032603,0.15110265,-0.043706037,-0.531255,自动合成参数 DQN 实验版 / self-synthesized DQN experimental run
河北,2024-06,生产,0.38818038,0.49147496,0.53393316,0.46604085,0.15769905,自动合成参数 DQN 实验版 / self-synthesized DQN experimental run
河北,2024-07,生产,0.46941397,0.3601977,0.19267109,-0.008660829,-0.4699075,自动合成参数 DQN 实验版 / self-synthesized DQN experimental run
河北,2024-08,生产,0.36964613,0.2605729,0.08539137,-0.11064861,-0.57365024,自动合成参数 DQN 实验版 / self-synthesized DQN experimental run
河北,2024-09,生产,0.37709993,0.26762915,0.097250074,-0.103753306,-0.57422435,自动合成参数 DQN 实验版 / self-synthesized DQN experimental run
河北,2024-10,生产,0.30999926,0.20092271,0.024740487,-0.16927156,-0.6552129,自动合成参数 DQN 实验版 / self-synthesized DQN experimental run
河北,2024-11,生产,0.37062678,0.262944,0.08460826,-0.107327156,-0.5820074,自动合成参数 DQN 实验版 / self-synthesized DQN experimental run
河北,2024-12,生产,0.44984114,0.33841258,0.16718699,-0.016463196,-0.51904,自动合成参数 DQN 实验版 / self-synthesized DQN experimental run
河北,2023-02,餐饮,0.4042369,0.42485362,0.35366222,0.2275245,-0.16073233,自动合成参数 DQN 实验版 / self-synthesized DQN experimental run
河北,2023-03,餐饮,0.38061732,0.36220473,0.23130348,0.07898814,-0.34018624,自动合成参数 DQN 实验版 / self-synthesized DQN experimental run
河北,2023-04,餐饮,0.5572893,0.5328812,0.38540336,0.225009,-0.22797018,自动合成参数 DQN 实验版 / self-synthesized DQN experimental run
河北,2023-05,餐饮,0.258789,0.15241872,-0.021276772,-0.20382528,-0.67754966,自动合成参数 DQN 实验版 / self-synthesized DQN experimental run
河北,2023-06,餐饮,0.25018814,0.14048788,-0.034757882,-0.22572337,-0.70449644,自动合成参数 DQN 实验版 / self-synthesized DQN experimental run
河北,2023-07,餐饮,0.37258106,0.2647383,0.08499966,-0.08935333,-0.597095,自动合成参数 DQN 实验版 / self-synthesized DQN experimental run
河北,2023-08,餐饮,0.3036921,0.19417843,0.005856782,-0.16027674,-0.67803204,自动合成参数 DQN 实验版 / self-synthesized DQN experimental run
河北,2023-09,餐饮,0.40759242,0.29751065,0.10825515,-0.057416655,-0.57812786,自动合成参数 DQN 实验版 / self-synthesized DQN experimental run
河北,2023-10,餐饮,0.38429415,0.27450472,0.08417587,-0.08852678,-0.60901386,自动合成参数 DQN 实验版 / self-synthesized DQN experimental run
河北,2023-11,餐饮,0.5060693,0.39422795,0.20412792,0.032373615,-0.49240744,自动合成参数 DQN 实验版 / self-synthesized DQN experimental run
河北,2023-12,餐饮,0.4408977,0.34431604,0.13635755,-0.036816888,-0.54177743,自动合成参数 DQN 实验版 / self-synthesized DQN experimental run
河北,2024-01,餐饮,0.35816112,0.25783375,0.066667974,-0.13183275,-0.6346317,自动合成参数 DQN 实验版 / self-synthesized DQN experimental run
河北,2024-02,餐饮,0.3202141,0.21837243,0.026082486,-0.16240683,-0.6725863,自动合成参数 DQN 实验版 / self-synthesized DQN experimental run
河北,2024-03,餐饮,0.32166585,0.21998642,0.027658626,-0.16081917,-0.6709038,自动合成参数 DQN 实验版 / self-synthesized DQN experimental run
河北,2024-04,餐饮,0.33665603,0.23219883,0.038778156,-0.14418031,-0.65817124,自动合成参数 DQN 实验版 / self-synthesized DQN experimental run
河北,2024-05,餐饮,0.3363869,0.43384627,0.46346727,0.3824003,0.07803553,自动合成参数 DQN 实验版 / self-synthesized DQN experimental run
河北,2024-06,餐饮,0.40707585,0.29896814,0.11785336,-0.063427515,-0.5762802,自动合成参数 DQN 实验版 / self-synthesized DQN experimental run
河北,2024-07,餐饮,0.5458571,0.44470453,0.26590943,0.06797855,-0.4305546,自动合成参数 DQN 实验版 / self-synthesized DQN experimental run
河北,2024-08,餐饮,0.39810273,0.28642002,0.10649225,-0.07420748,-0.5878465,自动合成参数 DQN 实验版 / self-synthesized DQN experimental run
河北,2024-09,餐饮,0.4007669,0.29231787,0.108900756,-0.07158353,-0.5853709,自动合成参数 DQN 实验版 / self-synthesized DQN experimental run
河北,2024-10,餐饮,0.32156858,0.21358408,0.0273671,-0.16213706,-0.666641,自动合成参数 DQN 实验版 / self-synthesized DQN experimental run
河北,2024-11,餐饮,0.4000619,0.28864074,0.10945284,-0.074861,-0.5809433,自动合成参数 DQN 实验版 / self-synthesized DQN experimental run
河北,2024-12,餐饮,0.44491297,0.3337196,0.15487468,-0.024739644,-0.5348991,自动合成参数 DQN 实验版 / self-synthesized DQN experimental run
河南,2023-01,流通,0.44211635,0.5520482,0.57188296,0.50619805,0.18730521,自动合成参数 DQN 实验版 / self-synthesized DQN experimental run
河南,2023-02,流通,0.4553601,0.3405708,0.15400104,-0.0050755646,-0.5113797,自动合成参数 DQN 实验版 / self-synthesized DQN experimental run
河南,2023-03,流通,0.4032864,0.26546195,0.09132457,-0.052175306,-0.5593861,自动合成参数 DQN 实验版 / self-synthesized DQN experimental run
河南,2023-04,流通,0.44719663,0.56381845,0.587234,0.52382046,0.20819974,自动合成参数 DQN 实验版 / self-synthesized DQN experimental run
河南,2023-05,流通,0.25663134,0.15603735,-0.0452196,-0.23220289,-0.7253547,自动合成参数 DQN 实验版 / self-synthesized DQN experimental run
河南,2023-06,流通,0.2133548,0.10929668,-0.08909327,-0.2870788,-0.7830702,自动合成参数 DQN 实验版 / self-synthesized DQN experimental run
河南,2023-07,流通,0.3936567,0.28697553,0.09241706,-0.10115359,-0.5990499,自动合成参数 DQN 实验版 / self-synthesized DQN experimental run
河南,2023-08,流通,0.23967308,0.13298991,-0.06416096,-0.2732092,-0.76459193,自动合成参数 DQN 实验版 / self-synthesized DQN experimental run
河南,2023-09,流通,0.4353424,0.32101876,0.14817691,-0.063699074,-0.54306394,自动合成参数 DQN 实验版 / self-synthesized DQN experimental run
河南,2023-10,流通,0.40470317,0.2879842,0.10204443,-0.11317497,-0.59076965,自动合成参数 DQN 实验版 / self-synthesized DQN experimental run
河南,2023-11,流通,0.44167274,0.5331403,0.57131827,0.49619615,0.18679625,自动合成参数 DQN 实验版 / self-synthesized DQN experimental run
河南,2023-12,流通,0.47280255,0.36811298,0.16539869,-0.022838807,-0.53236,自动合成参数 DQN 实验版 / self-synthesized DQN experimental run
河南,2024-01,流通,0.26254982,0.3669521,0.3913957,0.30964816,0.0048324466,自动合成参数 DQN 实验版 / self-synthesized DQN experimental run
河南,2024-02,流通,0.27896437,0.1753945,0.014270633,-0.21848701,-0.7041594,自动合成参数 DQN 实验版 / self-synthesized DQN experimental run
河南,2024-03,流通,0.40439868,0.29836276,0.10754598,-0.07987229,-0.5799548,自动合成参数 DQN 实验版 / self-synthesized DQN experimental run
河南,2024-04,流通,0.42436737,0.30444428,0.1153298,-0.036780067,-0.5310702,自动合成参数 DQN 实验版 / self-synthesized DQN experimental run
河南,2024-05,流通,0.34646934,0.22636192,0.07738793,-0.13473037,-0.62711823,自动合成参数 DQN 实验版 / self-synthesized DQN experimental run
河南,2024-06,流通,0.42399395,0.31709158,0.12301692,-0.09519092,-0.57147384,自动合成参数 DQN 实验版 / self-synthesized DQN experimental run
河南,2024-07,流通,0.5774821,0.45132527,0.27329427,0.067377456,-0.41991645,自动合成参数 DQN 实验版 / self-synthesized DQN experimental run
河南,2024-08,流通,0.41929185,0.3128544,0.13941404,-0.06964635,-0.5457386,自动合成参数 DQN 实验版 / self-synthesized DQN experimental run
河南,2024-09,流通,0.42432946,0.31535625,0.11934435,-0.072112195,-0.58372754,自动合成参数 DQN 实验版 / self-synthesized DQN experimental run
河南,2024-10,流通,0.27940896,0.17601073,0.015593469,-0.21796846,-0.70391816,自动合成参数 DQN 实验版 / self-synthesized DQN experimental run
河南,2024-11,流通,0.44428766,0.33150002,0.13013664,-0.0596942,-0.57342917,自动合成参数 DQN 实验版 / self-synthesized DQN experimental run
河南,2024-12,流通,0.34142333,0.44661227,0.47272187,0.40007344,0.08921093,自动合成参数 DQN 实验版 / self-synthesized DQN experimental run
河南,2023-03,生产,0.41139698,0.41039485,0.2793637,0.13969229,-0.28246278,自动合成参数 DQN 实验版 / self-synthesized DQN experimental run
河南,2023-06,生产,0.23588401,0.22975636,0.084113106,-0.057566456,-0.4860985,自动合成参数 DQN 实验版 / self-synthesized DQN experimental run
河南,2023-08,生产,0.2618879,0.23997201,0.096018456,-0.051008172,-0.48193985,自动合成参数 DQN 实验版 / self-synthesized DQN experimental run
河南,2023-09,生产,0.44200605,0.4118405,0.27046585,0.12620845,-0.32161108,自动合成参数 DQN 实验版 / self-synthesized DQN experimental run
河南,2023-10,生产,0.442554,0.3853148,0.22471702,0.06185528,-0.40481135,自动合成参数 DQN 实验版 / self-synthesized DQN experimental run
河南,2023-11,生产,0.450814,0.3533714,0.17835662,-0.002187444,-0.48518488,自动合成参数 DQN 实验版 / self-synthesized DQN experimental run
河南,2023-12,生产,0.5321028,0.42135516,0.24426822,0.062117457,-0.43357435,自动合成参数 DQN 实验版 / self-synthesized DQN experimental run
河南,2024-01,生产,0.28788418,0.18668216,-0.003384173,-0.21093385,-0.6767398,自动合成参数 DQN 实验版 / self-synthesized DQN experimental run
河南,2024-02,生产,0.29309034,0.20698991,0.018172115,-0.17119868,-0.6551972,自动合成参数 DQN 实验版 / self-synthesized DQN experimental run
河南,2024-03,生产,0.45847666,0.36286804,0.17688958,0.00919188,-0.4867943,自动合成参数 DQN 实验版 / self-synthesized DQN experimental run
河南,2024-05,生产,0.41068318,0.3138377,0.13119444,-0.049547188,-0.52569646,自动合成参数 DQN 实验版 / self-synthesized DQN experimental run
河南,2024-06,生产,0.5225519,0.4233875,0.2414278,0.064448185,-0.41948962,自动合成参数 DQN 实验版 / self-synthesized DQN experimental run
河南,2024-07,生产,0.5960288,0.5100087,0.35713395,0.17189708,-0.30930895,自动合成参数 DQN 实验版 / self-synthesized DQN experimental run
河南,2024-08,生产,0.46589333,0.3686168,0.20151953,0.033988826,-0.45807698,自动合成参数 DQN 实验版 / self-synthesized DQN experimental run
河南,2024-09,生产,0.49642834,0.39979613,0.21405844,0.050559007,-0.45166776,自动合成参数 DQN 实验版 / self-synthesized DQN experimental run
河南,2024-10,生产,0.33939993,0.23362559,0.041476667,-0.12520725,-0.62090355,自动合成参数 DQN 实验版 / self-synthesized DQN experimental run
河南,2024-11,生产,0.4892568,0.3525985,0.16803099,0.06333607,-0.4462548,自动合成参数 DQN 实验版 / self-synthesized DQN experimental run
河南,2024-12,生产,0.372332,0.25205863,0.08017471,-0.11165526,-0.59373266,自动合成参数 DQN 实验版 / self-synthesized DQN experimental run
河南,2023-01,餐饮,0.261939,0.39614844,0.45248902,0.38953793,0.11021924,自动合成参数 DQN 实验版 / self-synthesized DQN experimental run
河南,2023-02,餐饮,0.26933882,0.39104652,0.43470848,0.36491787,0.07468921,自动合成参数 DQN 实验版 / self-synthesized DQN experimental run
河南,2023-03,餐饮,0.26625162,0.39102042,0.43772557,0.36941126,0.08190203,自动合成参数 DQN 实验版 / self-synthesized DQN experimental run
河南,2023-04,餐饮,0.25883597,0.3980032,0.4593635,0.39909855,0.124112606,自动合成参数 DQN 实验版 / self-synthesized DQN experimental run
河南,2023-05,餐饮,0.24662599,0.20304513,0.061212562,-0.10929583,-0.53822094,自动合成参数 DQN 实验版 / self-synthesized DQN experimental run
河南,2023-06,餐饮,0.26468605,0.21788782,0.074637175,-0.097554386,-0.5286022,自动合成参数 DQN 实验版 / self-synthesized DQN experimental run
河南,2023-07,餐饮,0.18982044,0.3315811,0.4091711,0.35226354,0.09353906,自动合成参数 DQN 实验版 / self-synthesized DQN experimental run
河南,2023-08,餐饮,0.29698557,0.23947829,0.044038266,-0.1245111,-0.5735205,自动合成参数 DQN 实验版 / self-synthesized DQN experimental run
河南,2023-09,餐饮,0.27948642,0.4162498,0.4783334,0.42139772,0.14511216,自动合成参数 DQN 实验版 / self-synthesized DQN experimental run
河南,2023-10,餐饮,0.26968515,0.40435106,0.46153903,0.40008464,0.12086201,自动合成参数 DQN 实验版 / self-synthesized DQN experimental run
河南,2023-11,餐饮,0.2796984,0.404062,0.44948077,0.38434535,0.092978716,自动合成参数 DQN 实验版 / self-synthesized DQN experimental run
河南,2023-12,餐饮,0.35672122,0.4951411,0.5428043,0.48375407,0.193667,自动合成参数 DQN 实验版 / self-synthesized DQN experimental run
河南,2024-01,餐饮,0.29533386,0.20213237,0.028422862,-0.15622368,-0.6330792,自动合成参数 DQN 实验版 / self-synthesized DQN experimental run
河南,2024-02,餐饮,0.2747272,0.177428,0.012515292,-0.1816481,-0.6384667,自动合成参数 DQN 实验版 / self-synthesized DQN experimental run
河南,2024-03,餐饮,0.26556432,0.39166757,0.43973097,0.37216267,0.08581412,自动合成参数 DQN 实验版 / self-synthesized DQN experimental run
河南,2024-04,餐饮,0.4759421,0.38383296,0.21973999,0.03162343,-0.43960634,自动合成参数 DQN 实验版 / self-synthesized DQN experimental run
河南,2024-05,餐饮,0.40929994,0.31411943,0.15019648,-0.039978094,-0.5078815,自动合成参数 DQN 实验版 / self-synthesized DQN experimental run
河南,2024-06,餐饮,0.34597844,0.50441104,0.5358635,0.46447587,0.17847157,自动合成参数 DQN 实验版 / self-synthesized DQN experimental run
河南,2024-07,餐饮,0.46622053,0.6043588,0.6387205,0.5824922,0.2768662,自动合成参数 DQN 实验版 / self-synthesized DQN experimental run
河南,2024-08,餐饮,0.30610728,0.43031102,0.47833905,0.4158632,0.12637085,自动合成参数 DQN 实验版 / self-synthesized DQN experimental run
河南,2024-09,餐饮,0.29060283,0.4123469,0.45525998,0.3874119,0.09530717,自动合成参数 DQN 实验版 / self-synthesized DQN experimental run
河南,2024-10,餐饮,0.2959473,0.2019327,0.026690423,-0.15738393,-0.6352893,自动合成参数 DQN 实验版 / self-synthesized DQN experimental run
河南,2024-11,餐饮,0.36383015,0.5088811,0.5336386,0.4908884,0.12973416,自动合成参数 DQN 实验版 / self-synthesized DQN experimental run
河南,2024-12,餐饮,0.2796761,0.38320827,0.42824563,0.35536847,0.06389934,自动合成参数 DQN 实验版 / self-synthesized DQN experimental run
浙江,2023-01,流通,0.29878104,0.19468763,-0.0035877228,-0.18144809,-0.6915175,自动合成参数 DQN 实验版 / self-synthesized DQN experimental run
浙江,2023-02,流通,0.26864833,0.15493217,-0.0312296,-0.20370844,-0.71983755,自动合成参数 DQN 实验版 / self-synthesized DQN experimental run
浙江,2023-03,流通,0.2517838,0.1376053,-0.0543541,-0.22864124,-0.7411226,自动合成参数 DQN 实验版 / self-synthesized DQN experimental run
浙江,2023-04,流通,0.22451504,0.11369364,-0.08572945,-0.2600143,-0.77005684,自动合成参数 DQN 实验版 / self-synthesized DQN experimental run
浙江,2023-05,流通,0.23619163,0.12885015,-0.06301844,-0.25632888,-0.7721913,自动合成参数 DQN 实验版 / self-synthesized DQN experimental run
浙江,2023-06,流通,0.30424792,0.18796909,-0.0016736686,-0.171331,-0.6862486,自动合成参数 DQN 实验版 / self-synthesized DQN experimental run
浙江,2023-07,流通,0.20006973,0.09478578,-0.09272057,-0.2885956,-0.79873145,自动合成参数 DQN 实验版 / self-synthesized DQN experimental run
浙江,2023-08,流通,0.28771484,0.1754455,-0.016295582,-0.18263486,-0.6942428,自动合成参数 DQN 实验版 / self-synthesized DQN experimental run
浙江,2023-09,流通,0.28568846,0.16659568,-0.017305404,-0.20156471,-0.7206861,自动合成参数 DQN 实验版 / self-synthesized DQN experimental run
浙江,2023-10,流通,0.28797597,0.17051047,-0.007042706,-0.19426472,-0.6978433,自动合成参数 DQN 实验版 / self-synthesized DQN experimental run
浙江,2023-11,流通,0.2592549,0.15446594,-0.046826124,-0.21187548,-0.7194389,自动合成参数 DQN 实验版 / self-synthesized DQN experimental run
浙江,2023-12,流通,0.3914543,0.2853278,0.10079709,-0.080565944,-0.59219587,自动合成参数 DQN 实验版 / self-synthesized DQN experimental run
浙江,2024-01,流通,0.27410862,0.16124302,-0.030868426,-0.19678319,-0.7086389,自动合成参数 DQN 实验版 / self-synthesized DQN experimental run
浙江,2024-02,流通,0.26603553,0.15146719,-0.03960356,-0.20563681,-0.7205342,自动合成参数 DQN 实验版 / self-synthesized DQN experimental run
浙江,2024-03,流通,0.25381482,0.14973012,-0.06997892,-0.21885577,-0.74683213,自动合成参数 DQN 实验版 / self-synthesized DQN experimental run
浙江,2024-04,流通,0.47228175,0.35137513,0.15816796,0.004058996,-0.52177995,自动合成参数 DQN 实验版 / self-synthesized DQN experimental run
浙江,2024-05,流通,0.40596384,0.2817573,0.095299244,-0.066672795,-0.58798116,自动合成参数 DQN 实验版 / self-synthesized DQN experimental run
浙江,2024-06,流通,0.31699577,0.4108934,0.4278485,0.34769598,0.03202218,自动合成参数 DQN 实验版 / self-synthesized DQN experimental run
浙江,2024-07,流通,0.3838866,0.47460106,0.51181495,0.42350882,0.12675607,自动合成参数 DQN 实验版 / self-synthesized DQN experimental run
浙江,2024-08,流通,0.32463768,0.21185002,0.022615135,-0.14212158,-0.6566666,自动合成参数 DQN 实验版 / self-synthesized DQN experimental run
浙江,2024-09,流通,0.31203148,0.19961223,0.009103417,-0.15601215,-0.6707902,自动合成参数 DQN 实验版 / self-synthesized DQN experimental run
浙江,2024-10,流通,0.30227226,0.19243345,-0.007774025,-0.16739905,-0.6870642,自动合成参数 DQN 实验版 / self-synthesized DQN experimental run
浙江,2024-11,流通,0.37545702,0.2684003,0.07582703,-0.09327396,-0.5976737,自动合成参数 DQN 实验版 / self-synthesized DQN experimental run
浙江,2024-12,流通,0.24736822,0.14218616,-0.044733435,-0.22675282,-0.7357514,自动合成参数 DQN 实验版 / self-synthesized DQN experimental run
浙江,2023-01,生产,0.31924424,0.21529251,0.044194162,-0.11359102,-0.59493273,自动合成参数 DQN 实验版 / self-synthesized DQN experimental run
浙江,2023-02,生产,0.30938566,0.21331358,0.035443842,-0.12531772,-0.59792197,自动合成参数 DQN 实验版 / self-synthesized DQN experimental run
浙江,2023-03,生产,0.2816918,0.18622383,0.0035692751,-0.1578117,-0.62971044,自动合成参数 DQN 实验版 / self-synthesized DQN experimental run
浙江,2023-04,生产,0.25724056,0.14254755,-0.03694731,-0.21152124,-0.6979068,自动合成参数 DQN 实验版 / self-synthesized DQN experimental run
浙江,2023-05,生产,0.25621778,0.14857009,-0.03273326,-0.20983717,-0.6954843,自动合成参数 DQN 实验版 / self-synthesized DQN experimental run
浙江,2023-06,生产,0.29789734,0.18927228,0.011169106,-0.16947457,-0.6678357,自动合成参数 DQN 实验版 / self-synthesized DQN experimental run
浙江,2023-07,生产,0.23016661,0.13004068,-0.026809216,-0.23245518,-0.70521307,自动合成参数 DQN 实验版 / self-synthesized DQN experimental run
浙江,2023-08,生产,0.37973326,0.2503806,0.0838635,-0.08791811,-0.5681536,自动合成参数 DQN 实验版 / self-synthesized DQN experimental run
浙江,2023-09,生产,0.33943257,0.21433246,0.04010582,-0.12707171,-0.60605204,自动合成参数 DQN 实验版 / self-synthesized DQN experimental run
浙江,2023-10,生产,0.3140929,0.18958697,0.012207985,-0.15399957,-0.6371767,自动合成参数 DQN 实验版 / self-synthesized DQN experimental run
