policy,状态ID,省份,年月,供应链环节,desired_action,applied_action,risk_score,uncertainty_score,rescaled_reward,experimental_label
Q-learning,上海|流通|2023-01,上海,2023-01,流通,3,3,0.54,1.0,0.9660816192626953,DQN修正版 experimental run / revised DQN experimental run; not formal policy conclusion
Q-learning,不详|流通|2023-01,不详,2023-01,流通,5,5,0.358076354789762,0.0006639639466778775,0.7470471262931824,DQN修正版 experimental run / revised DQN experimental run; not formal policy conclusion
Q-learning,不详|餐饮|2023-01,不详,2023-01,餐饮,0,0,0.01335623492969882,0.0029673315133508034,-0.004204052034765482,DQN修正版 experimental run / revised DQN experimental run; not formal policy conclusion
Q-learning,云南|流通|2023-01,云南,2023-01,流通,3,3,0.3622757598362948,0.591260444195483,0.8526921272277832,DQN修正版 experimental run / revised DQN experimental run; not formal policy conclusion
Q-learning,云南|餐饮|2023-01,云南,2023-01,餐饮,10,10,0.3208099612242066,0.4804793972381209,0.9408970475196838,DQN修正版 experimental run / revised DQN experimental run; not formal policy conclusion
Q-learning,内蒙古|餐饮|2023-01,内蒙古,2023-01,餐饮,10,10,0.3208099612242066,0.4804793972381209,0.9408970475196838,DQN修正版 experimental run / revised DQN experimental run; not formal policy conclusion
Q-learning,北京|流通|2023-01,北京,2023-01,流通,3,3,0.54,1.0,0.9660816192626953,DQN修正版 experimental run / revised DQN experimental run; not formal policy conclusion
Q-learning,吉林|流通|2023-01,吉林,2023-01,流通,3,3,0.415588929480408,0.7447291723394609,0.9087384343147278,DQN修正版 experimental run / revised DQN experimental run; not formal policy conclusion
Q-learning,吉林|餐饮|2023-01,吉林,2023-01,餐饮,3,3,0.54,1.0,0.9660816192626953,DQN修正版 experimental run / revised DQN experimental run; not formal policy conclusion
Q-learning,四川|流通|2023-01,四川,2023-01,流通,3,3,0.13125202471180325,0.10012916199417415,0.29638320207595825,DQN修正版 experimental run / revised DQN experimental run; not formal policy conclusion
Q-learning,四川|生产|2023-01,四川,2023-01,生产,5,5,0.54,1.0,0.9887419939041138,DQN修正版 experimental run / revised DQN experimental run; not formal policy conclusion
Q-learning,四川|餐饮|2023-01,四川,2023-01,餐饮,3,3,0.54,1.0,0.9660816192626953,DQN修正版 experimental run / revised DQN experimental run; not formal policy conclusion
Q-learning,天津|流通|2023-01,天津,2023-01,流通,3,3,0.15494676677585353,0.13420215500921534,0.37203335762023926,DQN修正版 experimental run / revised DQN experimental run; not formal policy conclusion
Q-learning,天津|生产|2023-01,天津,2023-01,生产,3,3,0.54,1.0,0.9660816192626953,DQN修正版 experimental run / revised DQN experimental run; not formal policy conclusion
Q-learning,天津|餐饮|2023-01,天津,2023-01,餐饮,3,3,0.54,1.0,0.9660816192626953,DQN修正版 experimental run / revised DQN experimental run; not formal policy conclusion
Q-learning,宁夏|餐饮|2023-01,宁夏,2023-01,餐饮,3,3,0.54,1.0,0.9660816192626953,DQN修正版 experimental run / revised DQN experimental run; not formal policy conclusion
Q-learning,安徽|流通|2023-01,安徽,2023-01,流通,1,1,0.05672348545287659,0.007505858313789851,0.04084385186433792,DQN修正版 experimental run / revised DQN experimental run; not formal policy conclusion
Q-learning,安徽|生产|2023-01,安徽,2023-01,生产,5,5,0.54,1.0,0.9887419939041138,DQN修正版 experimental run / revised DQN experimental run; not formal policy conclusion
Q-learning,安徽|餐饮|2023-01,安徽,2023-01,餐饮,10,10,0.2187403031021432,0.2466419817885368,0.7486451268196106,DQN修正版 experimental run / revised DQN experimental run; not formal policy conclusion
Q-learning,山东|流通|2023-01,山东,2023-01,流通,0,0,0.031612792327678454,0.0015506813482758098,-0.009950275532901287,DQN修正版 experimental run / revised DQN experimental run; not formal policy conclusion
Q-learning,山东|生产|2023-01,山东,2023-01,生产,5,5,0.2187403031021432,0.2466419817885368,0.6571694016456604,DQN修正版 experimental run / revised DQN experimental run; not formal policy conclusion
Q-learning,山东|餐饮|2023-01,山东,2023-01,餐饮,5,5,0.05851467698029951,0.024927432647313577,0.05227091908454895,DQN修正版 experimental run / revised DQN experimental run; not formal policy conclusion
Q-learning,山西|流通|2023-01,山西,2023-01,流通,5,5,0.17567966608189783,0.1675477907655853,0.5150994062423706,DQN修正版 experimental run / revised DQN experimental run; not formal policy conclusion
Q-learning,山西|生产|2023-01,山西,2023-01,生产,3,3,0.56,1.0,0.9691704511642456,DQN修正版 experimental run / revised DQN experimental run; not formal policy conclusion
Q-learning,山西|餐饮|2023-01,山西,2023-01,餐饮,3,3,0.025942059982690148,0.007039245063364228,-0.025748880580067635,DQN修正版 experimental run / revised DQN experimental run; not formal policy conclusion
Q-learning,广东|流通|2023-01,广东,2023-01,流通,10,10,0.10688565386569213,0.002144028239731714,0.1361558884382248,DQN修正版 experimental run / revised DQN experimental run; not formal policy conclusion
Q-learning,广东|生产|2023-01,广东,2023-01,生产,3,3,0.03298853556382933,0.01002244018795056,-0.0062286825850605965,DQN修正版 experimental run / revised DQN experimental run; not formal policy conclusion
Q-learning,广东|餐饮|2023-01,广东,2023-01,餐饮,10,10,0.20792842711167833,0.1224703773314362,0.6290979981422424,DQN修正版 experimental run / revised DQN experimental run; not formal policy conclusion
Q-learning,广西|流通|2023-01,广西,2023-01,流通,5,5,0.10391193771482188,0.06646425995808813,0.2339279055595398,DQN修正版 experimental run / revised DQN experimental run; not formal policy conclusion
Q-learning,广西|生产|2023-01,广西,2023-01,生产,5,5,0.415588929480408,0.7447291723394609,0.9586232304573059,DQN修正版 experimental run / revised DQN experimental run; not formal policy conclusion
Q-learning,广西|餐饮|2023-01,广西,2023-01,餐饮,3,3,0.415588929480408,0.7447291723394609,0.9087384343147278,DQN修正版 experimental run / revised DQN experimental run; not formal policy conclusion
Q-learning,新疆|流通|2023-01,新疆,2023-01,流通,3,3,0.54,1.0,0.9660816192626953,DQN修正版 experimental run / revised DQN experimental run; not formal policy conclusion
Q-learning,江苏|流通|2023-01,江苏,2023-01,流通,1,1,0.04920139390676474,0.005289386080838853,0.03068956546485424,DQN修正版 experimental run / revised DQN experimental run; not formal policy conclusion
Q-learning,江苏|生产|2023-01,江苏,2023-01,生产,5,5,0.3622757598362948,0.591260444195483,0.9216907620429993,DQN修正版 experimental run / revised DQN experimental run; not formal policy conclusion
Q-learning,江苏|餐饮|2023-01,江苏,2023-01,餐饮,5,5,0.047623523309272456,0.01779411812184164,0.010666261427104473,DQN修正版 experimental run / revised DQN experimental run; not formal policy conclusion
Q-learning,江西|流通|2023-01,江西,2023-01,流通,3,3,0.05851467698029951,0.024927432647313577,0.06773689389228821,DQN修正版 experimental run / revised DQN experimental run; not formal policy conclusion
Q-learning,江西|生产|2023-01,江西,2023-01,生产,5,5,0.54,1.0,0.9887419939041138,DQN修正版 experimental run / revised DQN experimental run; not formal policy conclusion
Q-learning,江西|餐饮|2023-01,江西,2023-01,餐饮,3,3,0.4866731556725592,0.9654482420296796,0.9538114070892334,DQN修正版 experimental run / revised DQN experimental run; not formal policy conclusion
Q-learning,河北|流通|2023-01,河北,2023-01,流通,0,0,0.016727438068892826,0.003898295833541738,-0.0052651651203632355,DQN修正版 experimental run / revised DQN experimental run; not formal policy conclusion
Q-learning,河南|流通|2023-01,河南,2023-01,流通,10,10,0.46015927237872617,0.008155919275930314,0.9258598685264587,DQN修正版 experimental run / revised DQN experimental run; not formal policy conclusion
Q-learning,河南|餐饮|2023-01,河南,2023-01,餐饮,5,5,0.6623362509039543,0.04526733177187794,0.9616411328315735,DQN修正版 experimental run / revised DQN experimental run; not formal policy conclusion
Q-learning,浙江|流通|2023-01,浙江,2023-01,流通,1,1,0.021186126091698156,0.005309660232948346,-0.003278448712080717,DQN修正版 experimental run / revised DQN experimental run; not formal policy conclusion
Q-learning,浙江|生产|2023-01,浙江,2023-01,生产,10,10,0.14621712496278244,0.12113665944806615,0.4453985393047333,DQN修正版 experimental run / revised DQN experimental run; not formal policy conclusion
Q-learning,浙江|餐饮|2023-01,浙江,2023-01,餐饮,10,10,0.2187403031021432,0.2466419817885368,0.7486451268196106,DQN修正版 experimental run / revised DQN experimental run; not formal policy conclusion
Q-learning,湖北|流通|2023-01,湖北,2023-01,流通,3,3,0.15494676677585353,0.13420215500921534,0.37203335762023926,DQN修正版 experimental run / revised DQN experimental run; not formal policy conclusion
Q-learning,湖北|生产|2023-01,湖北,2023-01,生产,5,5,0.54,1.0,0.9887419939041138,DQN修正版 experimental run / revised DQN experimental run; not formal policy conclusion
Q-learning,湖北|餐饮|2023-01,湖北,2023-01,餐饮,3,3,0.54,1.0,0.9660816192626953,DQN修正版 experimental run / revised DQN experimental run; not formal policy conclusion
Q-learning,湖南|流通|2023-01,湖南,2023-01,流通,3,3,0.15494676677585353,0.13420215500921534,0.37203335762023926,DQN修正版 experimental run / revised DQN experimental run; not formal policy conclusion
Q-learning,湖南|餐饮|2023-01,湖南,2023-01,餐饮,3,3,0.54,1.0,0.9660816192626953,DQN修正版 experimental run / revised DQN experimental run; not formal policy conclusion
Q-learning,甘肃|流通|2023-01,甘肃,2023-01,流通,3,3,0.54,1.0,0.9660816192626953,DQN修正版 experimental run / revised DQN experimental run; not formal policy conclusion
Q-learning,福建|流通|2023-01,福建,2023-01,流通,1,1,0.04649775502116138,0.01712184084298388,0.03296899050474167,DQN修正版 experimental run / revised DQN experimental run; not formal policy conclusion
Q-learning,福建|生产|2023-01,福建,2023-01,生产,5,5,0.4866731556725592,0.9654482420296796,0.9831331372261047,DQN修正版 experimental run / revised DQN experimental run; not formal policy conclusion
Q-learning,福建|餐饮|2023-01,福建,2023-01,餐饮,3,3,0.54,1.0,0.9660816192626953,DQN修正版 experimental run / revised DQN experimental run; not formal policy conclusion
Q-learning,贵州|流通|2023-01,贵州,2023-01,流通,5,5,0.3208099612242066,0.4804793972381209,0.8749182224273682,DQN修正版 experimental run / revised DQN experimental run; not formal policy conclusion
Q-learning,贵州|生产|2023-01,贵州,2023-01,生产,5,5,0.54,1.0,0.9887419939041138,DQN修正版 experimental run / revised DQN experimental run; not formal policy conclusion
Q-learning,辽宁|流通|2023-01,辽宁,2023-01,流通,3,3,0.06372200982925966,0.02873636152219323,0.08338241279125214,DQN修正版 experimental run / revised DQN experimental run; not formal policy conclusion
Q-learning,辽宁|生产|2023-01,辽宁,2023-01,生产,5,5,0.54,1.0,0.9887419939041138,DQN修正版 experimental run / revised DQN experimental run; not formal policy conclusion
Q-learning,重庆|流通|2023-01,重庆,2023-01,流通,3,3,0.15494676677585353,0.13420215500921534,0.37203335762023926,DQN修正版 experimental run / revised DQN experimental run; not formal policy conclusion
Q-learning,重庆|生产|2023-01,重庆,2023-01,生产,5,5,0.2604960723338964,0.33498519689181727,0.7664281725883484,DQN修正版 experimental run / revised DQN experimental run; not formal policy conclusion
Q-learning,陕西|流通|2023-01,陕西,2023-01,流通,5,5,0.12478982233069849,0.09161327622055174,0.31874194741249084,DQN修正版 experimental run / revised DQN experimental run; not formal policy conclusion
Q-learning,陕西|餐饮|2023-01,陕西,2023-01,餐饮,3,3,0.54,1.0,0.9660816192626953,DQN修正版 experimental run / revised DQN experimental run; not formal policy conclusion
Q-learning,黑龙江|流通|2023-01,黑龙江,2023-01,流通,3,3,0.54,1.0,0.9660816192626953,DQN修正版 experimental run / revised DQN experimental run; not formal policy conclusion
Q-learning,黑龙江|餐饮|2023-01,黑龙江,2023-01,餐饮,0,0,0.008725266406910914,0.0018812752845262105,-0.002746402518823743,DQN修正版 experimental run / revised DQN experimental run; not formal policy conclusion
Q-learning,上海|流通|2023-02,上海,2023-02,流通,5,5,0.3226631812739088,0.4852544612300188,0.8774341940879822,DQN修正版 experimental run / revised DQN experimental run; not formal policy conclusion
Q-learning,不详|流通|2023-02,不详,2023-02,流通,10,10,0.3944298630477565,0.0011140377156480493,0.8722141981124878,DQN修正版 experimental run / revised DQN experimental run; not formal policy conclusion
Q-learning,不详|餐饮|2023-02,不详,2023-02,餐饮,0,0,0.010416459073269645,0.002251917452299819,-0.003278726013377309,DQN修正版 experimental run / revised DQN experimental run; not formal policy conclusion
Q-learning,云南|流通|2023-02,云南,2023-02,流通,5,5,0.2442577176326589,0.29934366298316406,0.7274212837219238,DQN修正版 experimental run / revised DQN experimental run; not formal policy conclusion
Q-learning,云南|餐饮|2023-02,云南,2023-02,餐饮,10,10,0.19287452796370227,0.19758647382146022,0.6574985980987549,DQN修正版 experimental run / revised DQN experimental run; not formal policy conclusion
Q-learning,内蒙古|流通|2023-02,内蒙古,2023-02,流通,3,3,0.54,1.0,0.9660816192626953,DQN修正版 experimental run / revised DQN experimental run; not formal policy conclusion
Q-learning,北京|餐饮|2023-02,北京,2023-02,餐饮,3,3,0.4866731556725592,0.9654482420296796,0.9538114070892334,DQN修正版 experimental run / revised DQN experimental run; not formal policy conclusion
Q-learning,吉林|流通|2023-02,吉林,2023-02,流通,5,5,0.20621357233261722,0.2223182990867734,0.6187432408332825,DQN修正版 experimental run / revised DQN experimental run; not formal policy conclusion
Q-learning,四川|流通|2023-02,四川,2023-02,流通,3,3,0.08223606842953962,0.04431486718117511,0.1402500867843628,DQN修正版 experimental run / revised DQN experimental run; not formal policy conclusion
Q-learning,四川|餐饮|2023-02,四川,2023-02,餐饮,3,3,0.16522147793637104,0.1503261490619329,0.404349684715271,DQN修正版 experimental run / revised DQN experimental run; not formal policy conclusion
Q-learning,天津|流通|2023-02,天津,2023-02,流通,5,5,0.11777053353742961,0.08275110867483518,0.29032328724861145,DQN修正版 experimental run / revised DQN experimental run; not formal policy conclusion
Q-learning,天津|餐饮|2023-02,天津,2023-02,餐饮,3,3,0.54,1.0,0.9660816192626953,DQN修正版 experimental run / revised DQN experimental run; not formal policy conclusion
Q-learning,宁夏|流通|2023-02,宁夏,2023-02,流通,1,1,0.54,1.0,0.798214316368103,DQN修正版 experimental run / revised DQN experimental run; not formal policy conclusion
Q-learning,宁夏|餐饮|2023-02,宁夏,2023-02,餐饮,10,10,0.26173539881794383,0.3377701613078277,0.8580126166343689,DQN修正版 experimental run / revised DQN experimental run; not formal policy conclusion
Q-learning,安徽|流通|2023-02,安徽,2023-02,流通,0,0,0.01859136584055248,0.002844115670485028,-0.0058518461883068085,DQN修正版 experimental run / revised DQN experimental run; not formal policy conclusion
Q-learning,安徽|生产|2023-02,安徽,2023-02,生产,5,5,0.54,1.0,0.9887419939041138,DQN修正版 experimental run / revised DQN experimental run; not formal policy conclusion
Q-learning,安徽|餐饮|2023-02,安徽,2023-02,餐饮,3,3,0.1425816443105521,0.11587025775927712,0.33269405364990234,DQN修正版 experimental run / revised DQN experimental run; not formal policy conclusion
Q-learning,山东|流通|2023-02,山东,2023-02,流通,0,0,0.0007324259802349804,0.0002329890973579756,-0.00023054213670548052,DQN修正版 experimental run / revised DQN experimental run; not formal policy conclusion
Q-learning,山东|生产|2023-02,山东,2023-02,生产,5,5,0.5005584694847792,0.05245235021422821,0.89909827709198,DQN修正版 experimental run / revised DQN experimental run; not formal policy conclusion
Q-learning,山东|餐饮|2023-02,山东,2023-02,餐饮,3,3,0.03367711228374204,0.010340662343888715,-0.004298945423215628,DQN修正版 experimental run / revised DQN experimental run; not formal policy conclusion
Q-learning,山西|流通|2023-02,山西,2023-02,流通,5,5,0.1722453821477677,0.16180363826224237,0.502644956111908,DQN修正版 experimental run / revised DQN experimental run; not formal policy conclusion
Q-learning,山西|生产|2023-02,山西,2023-02,生产,3,3,0.5321960312925356,1.0,0.9647955298423767,DQN修正版 experimental run / revised DQN experimental run; not formal policy conclusion
Q-learning,山西|餐饮|2023-02,山西,2023-02,餐饮,3,3,0.023380384505218774,0.006079027202384334,-0.032740090042352676,DQN修正版 experimental run / revised DQN experimental run; not formal policy conclusion
Q-learning,广东|流通|2023-02,广东,2023-02,流通,5,5,0.030920792024682016,0.0004948285158798748,-0.059823621064424515,DQN修正版 experimental run / revised DQN experimental run; not formal policy conclusion
Q-learning,广东|生产|2023-02,广东,2023-02,生产,3,3,0.022742394199770602,0.0058502644932909575,-0.034472350031137466,DQN修正版 experimental run / revised DQN experimental run; not formal policy conclusion
Q-learning,广东|餐饮|2023-02,广东,2023-02,餐饮,3,3,0.030332190519678753,0.005705405643651747,-0.01618715561926365,DQN修正版 experimental run / revised DQN experimental run; not formal policy conclusion
Q-learning,广西|流通|2023-02,广西,2023-02,流通,3,3,0.047853995557232076,0.017933264179513752,0.0362643338739872,DQN修正版 experimental run / revised DQN experimental run; not formal policy conclusion
Q-learning,广西|生产|2023-02,广西,2023-02,生产,0,0,0.10971135010812111,0.07308213735330736,-0.034519582986831665,DQN修正版 experimental run / revised DQN experimental run; not formal policy conclusion
Q-learning,广西|餐饮|2023-02,广西,2023-02,餐饮,10,10,0.26680799093869606,0.34926295488398224,0.8678083419799805,DQN修正版 experimental run / revised DQN experimental run; not formal policy conclusion
Q-learning,江苏|流通|2023-02,江苏,2023-02,流通,1,1,0.01162137048215374,0.0015841054524681844,-0.016631724312901497,DQN修正版 experimental run / revised DQN experimental run; not formal policy conclusion
Q-learning,江苏|生产|2023-02,江苏,2023-02,生产,5,5,0.224165265246426,0.25749749687060164,0.6730166077613831,DQN修正版 experimental run / revised DQN experimental run; not formal policy conclusion
Q-learning,江苏|餐饮|2023-02,江苏,2023-02,餐饮,3,3,0.031401609181793556,0.009307088672487512,-0.010661161504685879,DQN修正版 experimental run / revised DQN experimental run; not formal policy conclusion
Q-learning,江西|流通|2023-02,江西,2023-02,流通,3,3,0.07446501135589365,0.014161391169895383,0.09746625274419785,DQN修正版 experimental run / revised DQN experimental run; not formal policy conclusion
Q-learning,江西|生产|2023-02,江西,2023-02,生产,10,10,0.15634057513256247,0.136342520271706,0.4960354268550873,DQN修正版 experimental run / revised DQN experimental run; not formal policy conclusion
Q-learning,江西|餐饮|2023-02,江西,2023-02,餐饮,10,10,0.10048422531520027,0.06268828337606971,0.19750334322452545,DQN修正版 experimental run / revised DQN experimental run; not formal policy conclusion
Q-learning,河北|流通|2023-02,河北,2023-02,流通,3,3,0.06476003914858824,0.003000128410799166,0.06505045294761658,DQN修正版 experimental run / revised DQN experimental run; not formal policy conclusion
Q-learning,河北|餐饮|2023-02,河北,2023-02,餐饮,3,3,0.54,1.0,0.9660816192626953,DQN修正版 experimental run / revised DQN experimental run; not formal policy conclusion
Q-learning,河南|流通|2023-02,河南,2023-02,流通,3,3,0.03314537207362262,0.0032364407407853442,-0.011372419074177742,DQN修正版 experimental run / revised DQN experimental run; not formal policy conclusion
Q-learning,河南|餐饮|2023-02,河南,2023-02,餐饮,5,5,0.5924809694108729,0.015783302265879123,0.9375275373458862,DQN修正版 experimental run / revised DQN experimental run; not formal policy conclusion
Q-learning,浙江|流通|2023-02,浙江,2023-02,流通,1,1,0.012326371082427647,0.0027064552779815162,-0.015249245800077915,DQN修正版 experimental run / revised DQN experimental run; not formal policy conclusion
Q-learning,浙江|生产|2023-02,浙江,2023-02,生产,10,10,0.13724920508533459,0.10833404980008977,0.39884814620018005,DQN修正版 experimental run / revised DQN experimental run; not formal policy conclusion
Q-learning,浙江|餐饮|2023-02,浙江,2023-02,餐饮,3,3,0.17057521366916353,0.15904140638693795,0.4210135042667389,DQN修正版 experimental run / revised DQN experimental run; not formal policy conclusion
Q-learning,湖北|流通|2023-02,湖北,2023-02,流通,3,3,0.07637999045821275,0.03904797410571781,0.12207210808992386,DQN修正版 experimental run / revised DQN experimental run; not formal policy conclusion
Q-learning,湖南|流通|2023-02,湖南,2023-02,流通,3,3,0.07389997857949945,0.036911432447538715,0.11442384868860245,DQN修正版 experimental run / revised DQN experimental run; not formal policy conclusion
Q-learning,湖南|生产|2023-02,湖南,2023-02,生产,5,5,0.54,1.0,0.9887419939041138,DQN修正版 experimental run / revised DQN experimental run; not formal policy conclusion
Q-learning,甘肃|流通|2023-02,甘肃,2023-02,流通,3,3,0.36699971157691225,0.6043817219101,0.8586227297782898,DQN修正版 experimental run / revised DQN experimental run; not formal policy conclusion
Q-learning,甘肃|餐饮|2023-02,甘肃,2023-02,餐饮,3,3,0.54,1.0,0.9660816192626953,DQN修正版 experimental run / revised DQN experimental run; not formal policy conclusion
Q-learning,福建|流通|2023-02,福建,2023-02,流通,5,5,0.10757179933389335,0.014902612864878697,0.19316700100898743,DQN修正版 experimental run / revised DQN experimental run; not formal policy conclusion
Q-learning,福建|生产|2023-02,福建,2023-02,生产,5,5,0.26552222974142203,0.34633563914260085,0.7776132225990295,DQN修正版 experimental run / revised DQN experimental run; not formal policy conclusion
Q-learning,福建|餐饮|2023-02,福建,2023-02,餐饮,3,3,0.36699971157691225,0.6043817219101,0.8586227297782898,DQN修正版 experimental run / revised DQN experimental run; not formal policy conclusion
Q-learning,贵州|流通|2023-02,贵州,2023-02,流通,3,3,0.15823583862043866,0.13927669004255516,0.3824213743209839,DQN修正版 experimental run / revised DQN experimental run; not formal policy conclusion
Q-learning,贵州|生产|2023-02,贵州,2023-02,生产,5,5,0.3170587682895265,0.27515084645769144,0.8096818327903748,DQN修正版 experimental run / revised DQN experimental run; not formal policy conclusion
Q-learning,贵州|餐饮|2023-02,贵州,2023-02,餐饮,10,10,0.3208099612242066,0.4804793972381209,0.9408970475196838,DQN修正版 experimental run / revised DQN experimental run; not formal policy conclusion
Q-learning,辽宁|流通|2023-02,辽宁,2023-02,流通,3,3,0.07827315871231302,0.015846763458312197,0.10796613991260529,DQN修正版 experimental run / revised DQN experimental run; not formal policy conclusion
Q-learning,辽宁|生产|2023-02,辽宁,2023-02,生产,5,5,0.3170587682895265,0.27515084645769144,0.8096818327903748,DQN修正版 experimental run / revised DQN experimental run; not formal policy conclusion
Q-learning,辽宁|餐饮|2023-02,辽宁,2023-02,餐饮,10,10,0.23775515532930508,0.15913389056760643,0.7257067561149597,DQN修正版 experimental run / revised DQN experimental run; not formal policy conclusion
Q-learning,重庆|流通|2023-02,重庆,2023-02,流通,3,3,0.16570794424654475,0.07786182856926971,0.35488611459732056,DQN修正版 experimental run / revised DQN experimental run; not formal policy conclusion
Q-learning,重庆|生产|2023-02,重庆,2023-02,生产,5,5,0.20941844318140113,0.22844146000162335,0.6288141012191772,DQN修正版 experimental run / revised DQN experimental run; not formal policy conclusion
Q-learning,陕西|生产|2023-02,陕西,2023-02,生产,1,1,0.54,1.0,0.798214316368103,DQN修正版 experimental run / revised DQN experimental run; not formal policy conclusion
Q-learning,黑龙江|流通|2023-02,黑龙江,2023-02,流通,3,3,0.13159132889410474,0.1005856578573786,0.2974727749824524,DQN修正版 experimental run / revised DQN experimental run; not formal policy conclusion
Q-learning,黑龙江|餐饮|2023-02,黑龙江,2023-02,餐饮,0,0,0.008790090479780409,0.0018949295793443195,-0.0027668066322803497,DQN修正版 experimental run / revised DQN experimental run; not formal policy conclusion
Q-learning,上海|流通|2023-03,上海,2023-03,流通,5,5,0.12117238993928492,0.08699528844352941,0.3041154444217682,DQN修正版 experimental run / revised DQN experimental run; not formal policy conclusion
Q-learning,上海|生产|2023-03,上海,2023-03,生产,5,5,0.3208099612242066,0.4804793972381209,0.8749182224273682,DQN修正版 experimental run / revised DQN experimental run; not formal policy conclusion
Q-learning,不详|流通|2023-03,不详,2023-03,流通,10,10,0.3824228623021685,0.0006386947648690016,0.859430730342865,DQN修正版 experimental run / revised DQN experimental run; not formal policy conclusion
Q-learning,不详|餐饮|2023-03,不详,2023-03,餐饮,0,0,0.004080938683225989,0.0009375248961516943,-0.0012845363235101104,DQN修正版 experimental run / revised DQN experimental run; not formal policy conclusion
Q-learning,云南|流通|2023-03,云南,2023-03,流通,5,5,0.10748680453334464,0.07050975269550429,0.24849063158035278,DQN修正版 experimental run / revised DQN experimental run; not formal policy conclusion
Q-learning,云南|餐饮|2023-03,云南,2023-03,餐饮,0,0,0.018933723551740087,0.004571141704750361,-0.005959604866802692,DQN修正版 experimental run / revised DQN experimental run; not formal policy conclusion
Q-learning,内蒙古|流通|2023-03,内蒙古,2023-03,流通,3,3,0.36462288051245045,0.5977675848358822,0.8556641936302185,DQN修正版 experimental run / revised DQN experimental run; not formal policy conclusion
Q-learning,内蒙古|餐饮|2023-03,内蒙古,2023-03,餐饮,3,3,0.15823583862043866,0.13927669004255516,0.3824213743209839,DQN修正版 experimental run / revised DQN experimental run; not formal policy conclusion
Q-learning,北京|生产|2023-03,北京,2023-03,生产,3,3,0.54,1.0,0.9660816192626953,DQN修正版 experimental run / revised DQN experimental run; not formal policy conclusion
Q-learning,吉林|流通|2023-03,吉林,2023-03,流通,5,5,0.10319871805403097,0.06567024234021691,0.2310227006673813,DQN修正版 experimental run / revised DQN experimental run; not formal policy conclusion
Q-learning,四川|流通|2023-03,四川,2023-03,流通,1,1,0.037591432111738154,0.01223926180568691,0.01987847127020359,DQN修正版 experimental run / revised DQN experimental run; not formal policy conclusion
Q-learning,四川|生产|2023-03,四川,2023-03,生产,5,5,0.49510687742417053,0.9926700906210701,0.9848785996437073,DQN修正版 experimental run / revised DQN experimental run; not formal policy conclusion
Q-learning,四川|餐饮|2023-03,四川,2023-03,餐饮,3,3,0.13686416879181712,0.10779862336750105,0.3143910765647888,DQN修正版 experimental run / revised DQN experimental run; not formal policy conclusion
Q-learning,天津|流通|2023-03,天津,2023-03,流通,3,3,0.09517943231578627,0.05704507148312534,0.18093545734882355,DQN修正版 experimental run / revised DQN experimental run; not formal policy conclusion
Q-learning,安徽|流通|2023-03,安徽,2023-03,流通,10,10,0.4160529204208716,0.0033253896736373033,0.8929498195648193,DQN修正版 experimental run / revised DQN experimental run; not formal policy conclusion
Q-learning,安徽|生产|2023-03,安徽,2023-03,生产,5,5,0.424769453403072,0.7722762566833125,0.9630526900291443,DQN修正版 experimental run / revised DQN experimental run; not formal policy conclusion
Q-learning,安徽|餐饮|2023-03,安徽,2023-03,餐饮,5,5,0.09734347623722234,0.05931760261772806,0.20718730986118317,DQN修正版 experimental run / revised DQN experimental run; not formal policy conclusion
Q-learning,山东|流通|2023-03,山东,2023-03,流通,0,0,0.0,1.519715036014636e-05,0.0,DQN修正版 experimental run / revised DQN experimental run; not formal policy conclusion
Q-learning,山东|生产|2023-03,山东,2023-03,生产,0,0,0.13291157863068603,0.05360623685055215,-0.041811536997556686,DQN修正版 experimental run / revised DQN experimental run; not formal policy conclusion
Q-learning,山东|餐饮|2023-03,山东,2023-03,餐饮,3,3,0.02199928578711146,0.005589043304326733,-0.03648550808429718,DQN修正版 experimental run / revised DQN experimental run; not formal policy conclusion
Q-learning,山西|流通|2023-03,山西,2023-03,流通,3,3,0.14972589140580866,0.1263173403474671,0.3554726839065552,DQN修正版 experimental run / revised DQN experimental run; not formal policy conclusion
Q-learning,山西|生产|2023-03,山西,2023-03,生产,3,3,0.45698303408130514,0.6767895013993155,0.9162842631340027,DQN修正版 experimental run / revised DQN experimental run; not formal policy conclusion
Q-learning,山西|餐饮|2023-03,山西,2023-03,餐饮,3,3,0.022331017969866702,0.0057049590714592195,-0.03558741509914398,DQN修正版 experimental run / revised DQN experimental run; not formal policy conclusion
Q-learning,广东|流通|2023-03,广东,2023-03,流通,5,5,0.4124468347424513,0.0006682140303357763,0.8133165836334229,DQN修正版 experimental run / revised DQN experimental run; not formal policy conclusion
Q-learning,广东|生产|2023-03,广东,2023-03,生产,10,10,0.4094986033171789,0.010389362507000984,0.8894505500793457,DQN修正版 experimental run / revised DQN experimental run; not formal policy conclusion
Q-learning,广东|餐饮|2023-03,广东,2023-03,餐饮,3,3,0.02976967052449819,0.005649119051050197,-0.017597438767552376,DQN修正版 experimental run / revised DQN experimental run; not formal policy conclusion
Q-learning,广西|流通|2023-03,广西,2023-03,流通,1,1,0.0362037980230554,0.01154880406603614,0.01787121407687664,DQN修正版 experimental run / revised DQN experimental run; not formal policy conclusion
Q-learning,广西|生产|2023-03,广西,2023-03,生产,10,10,0.6302004100738169,0.04740003364151394,0.9836928844451904,DQN修正版 experimental run / revised DQN experimental run; not formal policy conclusion
