policy,状态ID,省份,年月,供应链环节,desired_action,applied_action,risk_score,uncertainty_score,rescaled_reward,experimental_label
Q-learning,湖北|生产|2024-07,湖北,2024-07,生产,10,10,0.18889982285811402,0.06793562538448276,0.5219392776489258,DQN修正版 experimental run / revised DQN experimental run; not formal policy conclusion
Q-learning,湖北|餐饮|2024-07,湖北,2024-07,餐饮,1,1,0.05783293202233952,0.002647405914014026,0.03990766406059265,DQN修正版 experimental run / revised DQN experimental run; not formal policy conclusion
Q-learning,湖南|流通|2024-07,湖南,2024-07,流通,3,3,0.03502680120504341,0.000996048778553747,-0.008631689473986626,DQN修正版 experimental run / revised DQN experimental run; not formal policy conclusion
Q-learning,湖南|生产|2024-07,湖南,2024-07,生产,3,3,0.053941485963711136,0.004241347050871893,0.039882365614175797,DQN修正版 experimental run / revised DQN experimental run; not formal policy conclusion
Q-learning,湖南|餐饮|2024-07,湖南,2024-07,餐饮,3,3,0.032666902834705525,0.009875420924971979,-0.007128723431378603,DQN修正版 experimental run / revised DQN experimental run; not formal policy conclusion
Q-learning,甘肃|流通|2024-07,甘肃,2024-07,流通,3,3,0.10526230911342653,0.06797956204100133,0.21300412714481354,DQN修正版 experimental run / revised DQN experimental run; not formal policy conclusion
Q-learning,福建|流通|2024-07,福建,2024-07,流通,5,5,0.03195347770793327,0.00010998798003943218,-0.05699928104877472,DQN修正版 experimental run / revised DQN experimental run; not formal policy conclusion
Q-learning,福建|生产|2024-07,福建,2024-07,生产,3,3,0.02407976295742511,0.004567222747744903,-0.03227446228265762,DQN修正版 experimental run / revised DQN experimental run; not formal policy conclusion
Q-learning,福建|餐饮|2024-07,福建,2024-07,餐饮,0,0,0.011686189545825953,0.0017765106684627537,-0.003678387962281704,DQN修正版 experimental run / revised DQN experimental run; not formal policy conclusion
Q-learning,贵州|流通|2024-07,贵州,2024-07,流通,10,10,0.12231420524101497,0.00678866086977576,0.2056855410337448,DQN修正版 experimental run / revised DQN experimental run; not formal policy conclusion
Q-learning,贵州|生产|2024-07,贵州,2024-07,生产,0,0,0.12004871957706104,0.062779002037687,-0.037769172340631485,DQN修正版 experimental run / revised DQN experimental run; not formal policy conclusion
Q-learning,贵州|餐饮|2024-07,贵州,2024-07,餐饮,5,5,0.05928999523851709,0.005996219556537515,0.0348384864628315,DQN修正版 experimental run / revised DQN experimental run; not formal policy conclusion
Q-learning,辽宁|流通|2024-07,辽宁,2024-07,流通,5,5,0.054297645231735324,0.0002485408937276573,0.013154842890799046,DQN修正版 experimental run / revised DQN experimental run; not formal policy conclusion
Q-learning,辽宁|生产|2024-07,辽宁,2024-07,生产,3,3,0.05201290841751196,0.011616397366598398,0.04120505973696709,DQN修正版 experimental run / revised DQN experimental run; not formal policy conclusion
Q-learning,辽宁|餐饮|2024-07,辽宁,2024-07,餐饮,0,0,0.002831532187998134,0.0006303281025947901,-0.0008912672637961805,DQN修正版 experimental run / revised DQN experimental run; not formal policy conclusion
Q-learning,重庆|流通|2024-07,重庆,2024-07,流通,10,10,0.06080626980755301,0.0022766844988744927,-0.05612612143158913,DQN修正版 experimental run / revised DQN experimental run; not formal policy conclusion
Q-learning,重庆|生产|2024-07,重庆,2024-07,生产,1,1,0.08817844557825531,0.020970466403280916,0.0851488932967186,DQN修正版 experimental run / revised DQN experimental run; not formal policy conclusion
Q-learning,重庆|餐饮|2024-07,重庆,2024-07,餐饮,0,0,0.0020145638551766765,0.0003528378795511786,-0.0006341143161989748,DQN修正版 experimental run / revised DQN experimental run; not formal policy conclusion
Q-learning,陕西|流通|2024-07,陕西,2024-07,流通,1,1,0.04810994941419028,0.0072757313193716,0.030299482867121696,DQN修正版 experimental run / revised DQN experimental run; not formal policy conclusion
Q-learning,陕西|餐饮|2024-07,陕西,2024-07,餐饮,3,3,0.025117115485312303,0.0035061859889778816,-0.030622955411672592,DQN修正版 experimental run / revised DQN experimental run; not formal policy conclusion
Q-learning,青海|流通|2024-07,青海,2024-07,流通,5,5,0.2844653856788753,0.20297292332066494,0.7388900518417358,DQN修正版 experimental run / revised DQN experimental run; not formal policy conclusion
Q-learning,青海|餐饮|2024-07,青海,2024-07,餐饮,5,5,0.08127279887779894,0.04342720661160081,0.14216232299804688,DQN修正版 experimental run / revised DQN experimental run; not formal policy conclusion
Q-learning,黑龙江|流通|2024-07,黑龙江,2024-07,流通,5,5,0.035149906814335025,0.004378578207863413,-0.042525049299001694,DQN修正版 experimental run / revised DQN experimental run; not formal policy conclusion
Q-learning,黑龙江|餐饮|2024-07,黑龙江,2024-07,餐饮,0,0,0.0020533594346102946,0.0003619006202233364,-0.000646325817797333,DQN修正版 experimental run / revised DQN experimental run; not formal policy conclusion
Q-learning,上海|流通|2024-08,上海,2024-08,流通,5,5,0.0426484582061564,0.011424359004815561,-0.011629421263933182,DQN修正版 experimental run / revised DQN experimental run; not formal policy conclusion
Q-learning,不详|流通|2024-08,不详,2024-08,流通,3,3,0.39892298011037824,0.0,0.7031433582305908,DQN修正版 experimental run / revised DQN experimental run; not formal policy conclusion
Q-learning,不详|餐饮|2024-08,不详,2024-08,餐饮,10,10,0.33552935716495363,0.0002268345419768312,0.7982407808303833,DQN修正版 experimental run / revised DQN experimental run; not formal policy conclusion
Q-learning,云南|流通|2024-08,云南,2024-08,流通,3,3,0.09634478334891462,0.016162199246639235,0.15132206678390503,DQN修正版 experimental run / revised DQN experimental run; not formal policy conclusion
Q-learning,云南|餐饮|2024-08,云南,2024-08,餐饮,3,3,0.020513973608216537,0.0013848083065666078,-0.04350089654326439,DQN修正版 experimental run / revised DQN experimental run; not formal policy conclusion
Q-learning,内蒙古|流通|2024-08,内蒙古,2024-08,流通,3,3,0.08625461027002476,0.020742201817530392,0.1309829205274582,DQN修正版 experimental run / revised DQN experimental run; not formal policy conclusion
Q-learning,内蒙古|餐饮|2024-08,内蒙古,2024-08,餐饮,0,0,0.011859289457908054,0.0025917789072808844,-0.0037328731268644333,DQN修正版 experimental run / revised DQN experimental run; not formal policy conclusion
Q-learning,北京|餐饮|2024-08,北京,2024-08,餐饮,5,5,0.4436458996540929,0.02657456355927578,0.8515645265579224,DQN修正版 experimental run / revised DQN experimental run; not formal policy conclusion
Q-learning,吉林|流通|2024-08,吉林,2024-08,流通,1,1,0.0063343178862115875,0.0007799404075969181,-0.023421039804816246,DQN修正版 experimental run / revised DQN experimental run; not formal policy conclusion
Q-learning,四川|流通|2024-08,四川,2024-08,流通,3,3,0.029642323045524905,0.0014266504836356535,-0.02134263888001442,DQN修正版 experimental run / revised DQN experimental run; not formal policy conclusion
Q-learning,四川|生产|2024-08,四川,2024-08,生产,1,1,0.08456429934441001,0.02471119097865104,0.0825410783290863,DQN修正版 experimental run / revised DQN experimental run; not formal policy conclusion
Q-learning,四川|餐饮|2024-08,四川,2024-08,餐饮,3,3,0.02112011744808889,0.0011679009750980157,-0.04220915958285332,DQN修正版 experimental run / revised DQN experimental run; not formal policy conclusion
Q-learning,天津|流通|2024-08,天津,2024-08,流通,0,0,0.015378018441905453,0.0015146577222614282,-0.004840425681322813,DQN修正版 experimental run / revised DQN experimental run; not formal policy conclusion
Q-learning,宁夏|餐饮|2024-08,宁夏,2024-08,餐饮,5,5,0.06201242729469439,0.027457754289907904,0.06585154682397842,DQN修正版 experimental run / revised DQN experimental run; not formal policy conclusion
Q-learning,安徽|流通|2024-08,安徽,2024-08,流通,0,0,0.006821495864229029,0.0,-0.0021471655927598476,DQN修正版 experimental run / revised DQN experimental run; not formal policy conclusion
Q-learning,安徽|生产|2024-08,安徽,2024-08,生产,0,0,0.009419132725005943,0.0020297177956484923,-0.002964805578812957,DQN修正版 experimental run / revised DQN experimental run; not formal policy conclusion
Q-learning,安徽|餐饮|2024-08,安徽,2024-08,餐饮,3,3,0.028830905458864464,0.003715683051681119,-0.021447790786623955,DQN修正版 experimental run / revised DQN experimental run; not formal policy conclusion
Q-learning,山东|流通|2024-08,山东,2024-08,流通,10,10,0.4602901470612968,0.0,0.9241895079612732,DQN修正版 experimental run / revised DQN experimental run; not formal policy conclusion
Q-learning,山东|生产|2024-08,山东,2024-08,生产,1,1,0.07296456390975394,0.0034684729935356797,0.05860476940870285,DQN修正版 experimental run / revised DQN experimental run; not formal policy conclusion
Q-learning,山东|餐饮|2024-08,山东,2024-08,餐饮,10,10,0.4587988083136618,0.0010664127235873312,0.9235047698020935,DQN修正版 experimental run / revised DQN experimental run; not formal policy conclusion
Q-learning,山西|餐饮|2024-08,山西,2024-08,餐饮,5,5,0.053259766986466846,0.004827282260743203,0.014712190255522728,DQN修正版 experimental run / revised DQN experimental run; not formal policy conclusion
Q-learning,广东|流通|2024-08,广东,2024-08,流通,5,5,0.09311969498373769,0.0,0.13383224606513977,DQN修正版 experimental run / revised DQN experimental run; not formal policy conclusion
Q-learning,广东|生产|2024-08,广东,2024-08,生产,10,10,0.4477452515765989,5.8859321145945415e-05,0.9161384701728821,DQN修正版 experimental run / revised DQN experimental run; not formal policy conclusion
Q-learning,广东|餐饮|2024-08,广东,2024-08,餐饮,0,0,0.010661456888648408,0.0002962131590884067,-0.003355841850861907,DQN修正版 experimental run / revised DQN experimental run; not formal policy conclusion
Q-learning,广西|流通|2024-08,广西,2024-08,流通,10,10,0.08285155484726245,0.001337278975263714,0.034925445914268494,DQN修正版 experimental run / revised DQN experimental run; not formal policy conclusion
Q-learning,广西|生产|2024-08,广西,2024-08,生产,10,10,0.4178007022695851,4.622388751750797e-05,0.8934474587440491,DQN修正版 experimental run / revised DQN experimental run; not formal policy conclusion
Q-learning,广西|餐饮|2024-08,广西,2024-08,餐饮,3,3,0.025451571308468215,0.003278167308347493,-0.02999766543507576,DQN修正版 experimental run / revised DQN experimental run; not formal policy conclusion
Q-learning,新疆|生产|2024-08,新疆,2024-08,生产,3,3,0.2687576624124107,0.2583770512703189,0.6457759141921997,DQN修正版 experimental run / revised DQN experimental run; not formal policy conclusion
Q-learning,新疆|餐饮|2024-08,新疆,2024-08,餐饮,0,0,0.015190473227909822,0.002188119903855494,-0.004781394265592098,DQN修正版 experimental run / revised DQN experimental run; not formal policy conclusion
Q-learning,江苏|流通|2024-08,江苏,2024-08,流通,5,5,0.09596085095696916,0.00014571140308786528,0.14272189140319824,DQN修正版 experimental run / revised DQN experimental run; not formal policy conclusion
Q-learning,江苏|生产|2024-08,江苏,2024-08,生产,3,3,0.028410241894053202,0.0060451030288686215,-0.020572397857904434,DQN修正版 experimental run / revised DQN experimental run; not formal policy conclusion
Q-learning,江苏|餐饮|2024-08,江苏,2024-08,餐饮,10,10,0.45191153070072565,0.0011480707178411623,0.9191551804542542,DQN修正版 experimental run / revised DQN experimental run; not formal policy conclusion
Q-learning,江西|流通|2024-08,江西,2024-08,流通,5,5,0.36182010426831174,0.0004988022520098767,0.7521147131919861,DQN修正版 experimental run / revised DQN experimental run; not formal policy conclusion
Q-learning,江西|生产|2024-08,江西,2024-08,生产,3,3,0.057134515736878916,0.011077031991754381,0.05316584184765816,DQN修正版 experimental run / revised DQN experimental run; not formal policy conclusion
Q-learning,江西|餐饮|2024-08,江西,2024-08,餐饮,0,0,0.007751168872782837,0.0016814088198057774,-0.0024397927336394787,DQN修正版 experimental run / revised DQN experimental run; not formal policy conclusion
Q-learning,河北|流通|2024-08,河北,2024-08,流通,5,5,0.45855712593668824,7.668376977493991e-05,0.8566790223121643,DQN修正版 experimental run / revised DQN experimental run; not formal policy conclusion
Q-learning,河北|生产|2024-08,河北,2024-08,生产,1,1,0.07154829153181905,0.015463751702816326,0.06251045316457748,DQN修正版 experimental run / revised DQN experimental run; not formal policy conclusion
Q-learning,河北|餐饮|2024-08,河北,2024-08,餐饮,3,3,0.02848756782442908,0.0023650496676311562,-0.023379461839795113,DQN修正版 experimental run / revised DQN experimental run; not formal policy conclusion
Q-learning,河南|流通|2024-08,河南,2024-08,流通,3,3,0.025967610062179073,0.0,-0.03141310065984726,DQN修正版 experimental run / revised DQN experimental run; not formal policy conclusion
Q-learning,河南|生产|2024-08,河南,2024-08,生产,1,1,0.09639472055688707,0.02975289471528926,0.09912478178739548,DQN修正版 experimental run / revised DQN experimental run; not formal policy conclusion
Q-learning,河南|餐饮|2024-08,河南,2024-08,餐饮,5,5,0.5448140127316555,0.003247215855443147,0.9145351052284241,DQN修正版 experimental run / revised DQN experimental run; not formal policy conclusion
Q-learning,浙江|流通|2024-08,浙江,2024-08,流通,3,3,0.024474188143682386,0.0006480962986455094,-0.03450563922524452,DQN修正版 experimental run / revised DQN experimental run; not formal policy conclusion
Q-learning,浙江|生产|2024-08,浙江,2024-08,生产,1,1,0.07919264767617797,0.01441170629176439,0.07125049829483032,DQN修正版 experimental run / revised DQN experimental run; not formal policy conclusion
Q-learning,浙江|餐饮|2024-08,浙江,2024-08,餐饮,5,5,0.05013863325143687,0.005252272381463809,0.0053720329888165,DQN修正版 experimental run / revised DQN experimental run; not formal policy conclusion
Q-learning,湖北|流通|2024-08,湖北,2024-08,流通,0,0,0.003473399127172275,0.00018420811102528697,-0.0010933043668046594,DQN修正版 experimental run / revised DQN experimental run; not formal policy conclusion
Q-learning,湖北|生产|2024-08,湖北,2024-08,生产,10,10,0.16510223182523165,0.05525000115437312,0.43030446767807007,DQN修正版 experimental run / revised DQN experimental run; not formal policy conclusion
Q-learning,湖北|餐饮|2024-08,湖北,2024-08,餐饮,0,0,0.037272543398761515,0.0026948977404692063,-0.011731557548046112,DQN修正版 experimental run / revised DQN experimental run; not formal policy conclusion
Q-learning,湖南|流通|2024-08,湖南,2024-08,流通,0,0,0.013424671025755414,0.0008906538522445833,-0.004225592594593763,DQN修正版 experimental run / revised DQN experimental run; not formal policy conclusion
Q-learning,湖南|生产|2024-08,湖南,2024-08,生产,3,3,0.034007760968640076,0.00438822709116344,-0.008342568762600422,DQN修正版 experimental run / revised DQN experimental run; not formal policy conclusion
Q-learning,湖南|餐饮|2024-08,湖南,2024-08,餐饮,3,3,0.03162669889891734,0.009407020763460578,-0.010033728554844856,DQN修正版 experimental run / revised DQN experimental run; not formal policy conclusion
Q-learning,福建|流通|2024-08,福建,2024-08,流通,5,5,0.09735454953832719,0.00015586977326061135,0.14701123535633087,DQN修正版 experimental run / revised DQN experimental run; not formal policy conclusion
Q-learning,福建|生产|2024-08,福建,2024-08,生产,3,3,0.019808599536833317,0.0035351903271677245,-0.04346175491809845,DQN修正版 experimental run / revised DQN experimental run; not formal policy conclusion
Q-learning,福建|餐饮|2024-08,福建,2024-08,餐饮,3,3,0.03547717648659933,0.0017343330279510243,-0.0069379727356135845,DQN修正版 experimental run / revised DQN experimental run; not formal policy conclusion
Q-learning,贵州|流通|2024-08,贵州,2024-08,流通,10,10,0.10580196740406969,0.0069797575618625,0.13874571025371552,DQN修正版 experimental run / revised DQN experimental run; not formal policy conclusion
Q-learning,贵州|生产|2024-08,贵州,2024-08,生产,0,0,0.12022028335989915,0.06379479161193644,-0.03782309964299202,DQN修正版 experimental run / revised DQN experimental run; not formal policy conclusion
Q-learning,贵州|餐饮|2024-08,贵州,2024-08,餐饮,3,3,0.045293505636897824,0.00395389194572684,0.018684441223740578,DQN修正版 experimental run / revised DQN experimental run; not formal policy conclusion
Q-learning,辽宁|流通|2024-08,辽宁,2024-08,流通,1,1,0.01240183265904996,0.00019643800472834823,-0.016337230801582336,DQN修正版 experimental run / revised DQN experimental run; not formal policy conclusion
Q-learning,辽宁|生产|2024-08,辽宁,2024-08,生产,3,3,0.04920841019923093,0.010843154289892755,0.033781375735998154,DQN修正版 experimental run / revised DQN experimental run; not formal policy conclusion
Q-learning,辽宁|餐饮|2024-08,辽宁,2024-08,餐饮,0,0,0.0017169623619916617,0.00038135365655409567,-0.0005404397961683571,DQN修正版 experimental run / revised DQN experimental run; not formal policy conclusion
Q-learning,重庆|流通|2024-08,重庆,2024-08,流通,3,3,0.03696051697791913,0.0020189821104866753,-0.003107253694906831,DQN修正版 experimental run / revised DQN experimental run; not formal policy conclusion
Q-learning,重庆|餐饮|2024-08,重庆,2024-08,餐饮,0,0,0.0022434800236324466,0.0004073753589331418,-0.0007061691139824688,DQN修正版 experimental run / revised DQN experimental run; not formal policy conclusion
Q-learning,陕西|流通|2024-08,陕西,2024-08,流通,5,5,0.045884727784750015,0.006944000222479897,-0.006189976818859577,DQN修正版 experimental run / revised DQN experimental run; not formal policy conclusion
Q-learning,陕西|餐饮|2024-08,陕西,2024-08,餐饮,10,10,0.31221778715916054,0.005514848644433041,0.7631725072860718,DQN修正版 experimental run / revised DQN experimental run; not formal policy conclusion
Q-learning,青海|流通|2024-08,青海,2024-08,流通,5,5,0.2754444806530157,0.19665086707965582,0.7226150035858154,DQN修正版 experimental run / revised DQN experimental run; not formal policy conclusion
Q-learning,青海|餐饮|2024-08,青海,2024-08,餐饮,5,5,0.06792912837610253,0.03199919184080285,0.08903849869966507,DQN修正版 experimental run / revised DQN experimental run; not formal policy conclusion
Q-learning,黑龙江|流通|2024-08,黑龙江,2024-08,流通,10,10,0.3225985846189544,0.006518458151546783,0.7813501358032227,DQN修正版 experimental run / revised DQN experimental run; not formal policy conclusion
Q-learning,黑龙江|生产|2024-08,黑龙江,2024-08,生产,3,3,0.1367111816663429,0.10758620956467585,0.3139006495475769,DQN修正版 experimental run / revised DQN experimental run; not formal policy conclusion
Q-learning,黑龙江|餐饮|2024-08,黑龙江,2024-08,餐饮,0,0,0.0022662748425455403,0.00041294602671619943,-0.0007133440813049674,DQN修正版 experimental run / revised DQN experimental run; not formal policy conclusion
Q-learning,上海|流通|2024-09,上海,2024-09,流通,5,5,0.040957343405073926,0.010841269046123548,-0.01754431426525116,DQN修正版 experimental run / revised DQN experimental run; not formal policy conclusion
Q-learning,上海|生产|2024-09,上海,2024-09,生产,3,3,0.13320188326487192,0.10276513669093194,0.3026432991027832,DQN修正版 experimental run / revised DQN experimental run; not formal policy conclusion
Q-learning,不详|流通|2024-09,不详,2024-09,流通,3,3,0.3993727575983134,0.0,0.7036947011947632,DQN修正版 experimental run / revised DQN experimental run; not formal policy conclusion
Q-learning,不详|生产|2024-09,不详,2024-09,生产,10,10,0.19840062081079002,0.037259343506018144,0.5177626609802246,DQN修正版 experimental run / revised DQN experimental run; not formal policy conclusion
Q-learning,不详|餐饮|2024-09,不详,2024-09,餐饮,10,10,0.3696220733513363,0.0002865083620813453,0.8445736765861511,DQN修正版 experimental run / revised DQN experimental run; not formal policy conclusion
Q-learning,云南|流通|2024-09,云南,2024-09,流通,3,3,0.07703708530839931,0.016918581885065172,0.10586392134428024,DQN修正版 experimental run / revised DQN experimental run; not formal policy conclusion
Q-learning,云南|生产|2024-09,云南,2024-09,生产,3,3,0.4811755435293089,0.389079450268815,0.8831322193145752,DQN修正版 experimental run / revised DQN experimental run; not formal policy conclusion
Q-learning,云南|餐饮|2024-09,云南,2024-09,餐饮,3,3,0.02058035678221357,0.0014491223843343254,-0.04328787326812744,DQN修正版 experimental run / revised DQN experimental run; not formal policy conclusion
Q-learning,内蒙古|流通|2024-09,内蒙古,2024-09,流通,3,3,0.08410058184239237,0.020431136367501955,0.12559346854686737,DQN修正版 experimental run / revised DQN experimental run; not formal policy conclusion
Q-learning,北京|餐饮|2024-09,北京,2024-09,餐饮,10,10,0.10118873862027256,0.025943283004129986,0.14739109575748444,DQN修正版 experimental run / revised DQN experimental run; not formal policy conclusion
Q-learning,吉林|流通|2024-09,吉林,2024-09,流通,0,0,0.004352308456036078,0.0005844152509047271,-0.001369953970424831,DQN修正版 experimental run / revised DQN experimental run; not formal policy conclusion
Q-learning,吉林|餐饮|2024-09,吉林,2024-09,餐饮,0,0,0.005869808731592382,0.0013236523721747535,-0.0018476088298484683,DQN修正版 experimental run / revised DQN experimental run; not formal policy conclusion
Q-learning,四川|流通|2024-09,四川,2024-09,流通,3,3,0.09493777403997239,0.001427768394707676,0.13623131811618805,DQN修正版 experimental run / revised DQN experimental run; not formal policy conclusion
Q-learning,四川|生产|2024-09,四川,2024-09,生产,3,3,0.07359714118515613,0.01989862795194108,0.1000063568353653,DQN修正版 experimental run / revised DQN experimental run; not formal policy conclusion
Q-learning,四川|餐饮|2024-09,四川,2024-09,餐饮,0,0,0.017472276262310425,0.0009181868278466208,-0.005499607417732477,DQN修正版 experimental run / revised DQN experimental run; not formal policy conclusion
Q-learning,天津|流通|2024-09,天津,2024-09,流通,0,0,0.012248382499426471,0.0011706132715503612,-0.0038553443737328053,DQN修正版 experimental run / revised DQN experimental run; not formal policy conclusion
Q-learning,天津|生产|2024-09,天津,2024-09,生产,3,3,0.18398482728897078,0.1817928692464594,0.4621030390262604,DQN修正版 experimental run / revised DQN experimental run; not formal policy conclusion
Q-learning,宁夏|餐饮|2024-09,宁夏,2024-09,餐饮,1,1,0.03724455889787444,0.012064877698400835,0.019375883042812347,DQN修正版 experimental run / revised DQN experimental run; not formal policy conclusion
Q-learning,安徽|流通|2024-09,安徽,2024-09,流通,3,3,0.026227165605529252,0.0,-0.030783941969275475,DQN修正版 experimental run / revised DQN experimental run; not formal policy conclusion
Q-learning,安徽|生产|2024-09,安徽,2024-09,生产,0,0,0.00904398277628882,0.001948832989580471,-0.0028467224910855293,DQN修正版 experimental run / revised DQN experimental run; not formal policy conclusion
Q-learning,安徽|餐饮|2024-09,安徽,2024-09,餐饮,3,3,0.028495572952816677,0.0037561594213175484,-0.022228093817830086,DQN修正版 experimental run / revised DQN experimental run; not formal policy conclusion
Q-learning,山东|流通|2024-09,山东,2024-09,流通,10,10,0.4205027414264985,0.0,0.8956986665725708,DQN修正版 experimental run / revised DQN experimental run; not formal policy conclusion
Q-learning,山东|生产|2024-09,山东,2024-09,生产,0,0,0.06528017013365844,0.002979438288877739,-0.020545028150081635,DQN修正版 experimental run / revised DQN experimental run; not formal policy conclusion
Q-learning,山东|餐饮|2024-09,山东,2024-09,餐饮,1,1,0.05732759146759847,0.0009830225943837523,0.03851442411541939,DQN修正版 experimental run / revised DQN experimental run; not formal policy conclusion
Q-learning,山西|流通|2024-09,山西,2024-09,流通,3,3,0.1397849000336323,0.03591059142472748,0.26731613278388977,DQN修正版 experimental run / revised DQN experimental run; not formal policy conclusion
Q-learning,山西|生产|2024-09,山西,2024-09,生产,3,3,0.22618244152939532,0.19058505847626803,0.5437930226325989,DQN修正版 experimental run / revised DQN experimental run; not formal policy conclusion
Q-learning,山西|餐饮|2024-09,山西,2024-09,餐饮,10,10,0.33903997284649323,0.004889118788427522,0.805965781211853,DQN修正版 experimental run / revised DQN experimental run; not formal policy conclusion
Q-learning,广东|流通|2024-09,广东,2024-09,流通,5,5,0.07138362393566453,0.0,0.06637810170650482,DQN修正版 experimental run / revised DQN experimental run; not formal policy conclusion
Q-learning,广东|生产|2024-09,广东,2024-09,生产,10,10,0.3866036783601523,3.020914850329191e-05,0.8637188076972961,DQN修正版 experimental run / revised DQN experimental run; not formal policy conclusion
Q-learning,广东|餐饮|2024-09,广东,2024-09,餐饮,1,1,0.030585956852363667,0.00026037510977828545,0.005751683842390776,DQN修正版 experimental run / revised DQN experimental run; not formal policy conclusion
Q-learning,广西|流通|2024-09,广西,2024-09,流通,3,3,0.35553784380289283,0.0005678500827333422,0.6461648941040039,DQN修正版 experimental run / revised DQN experimental run; not formal policy conclusion
Q-learning,广西|生产|2024-09,广西,2024-09,生产,10,10,0.44110653258976745,3.1414447015370874e-05,0.9115383625030518,DQN修正版 experimental run / revised DQN experimental run; not formal policy conclusion
Q-learning,广西|餐饮|2024-09,广西,2024-09,餐饮,3,3,0.02333603267927293,0.002969150006966172,-0.03537648171186447,DQN修正版 experimental run / revised DQN experimental run; not formal policy conclusion
Q-learning,新疆|流通|2024-09,新疆,2024-09,流通,3,3,0.2088701628929188,0.08896346846742327,0.4500691890716553,DQN修正版 experimental run / revised DQN experimental run; not formal policy conclusion
Q-learning,新疆|生产|2024-09,新疆,2024-09,生产,3,3,0.22655907424439373,0.1938173071439877,0.5462851524353027,DQN修正版 experimental run / revised DQN experimental run; not formal policy conclusion
Q-learning,新疆|餐饮|2024-09,新疆,2024-09,餐饮,0,0,0.01409937629767486,0.0020331350643907698,-0.004437962546944618,DQN修正版 experimental run / revised DQN experimental run; not formal policy conclusion
Q-learning,江苏|流通|2024-09,江苏,2024-09,流通,5,5,0.09942939242515424,0.00018087498739445264,0.15339678525924683,DQN修正版 experimental run / revised DQN experimental run; not formal policy conclusion
Q-learning,江苏|生产|2024-09,江苏,2024-09,生产,3,3,0.02869223460669549,0.006211286718134886,-0.0197532270103693,DQN修正版 experimental run / revised DQN experimental run; not formal policy conclusion
Q-learning,江苏|餐饮|2024-09,江苏,2024-09,餐饮,3,3,0.03001588258382975,0.0010878678616897404,-0.02071234956383705,DQN修正版 experimental run / revised DQN experimental run; not formal policy conclusion
Q-learning,江西|流通|2024-09,江西,2024-09,流通,5,5,0.03385594908923434,0.0004745631685453379,-0.0506683886051178,DQN修正版 experimental run / revised DQN experimental run; not formal policy conclusion
Q-learning,江西|生产|2024-09,江西,2024-09,生产,3,3,0.053674881326800414,0.010256513490868311,0.044125113636255264,DQN修正版 experimental run / revised DQN experimental run; not formal policy conclusion
Q-learning,江西|餐饮|2024-09,江西,2024-09,餐饮,0,0,0.008465778846958656,0.001827059470370559,-0.0026647255290299654,DQN修正版 experimental run / revised DQN experimental run; not formal policy conclusion
Q-learning,河北|流通|2024-09,河北,2024-09,流通,5,5,0.03644729287248683,7.037142471122411e-05,-0.042983703315258026,DQN修正版 experimental run / revised DQN experimental run; not formal policy conclusion
Q-learning,河北|生产|2024-09,河北,2024-09,生产,3,3,0.06375064220814587,0.013059595038656521,0.07076454162597656,DQN修正版 experimental run / revised DQN experimental run; not formal policy conclusion
Q-learning,河北|餐饮|2024-09,河北,2024-09,餐饮,3,3,0.02730132419543721,0.0023005138225859444,-0.026308413594961166,DQN修正版 experimental run / revised DQN experimental run; not formal policy conclusion
Q-learning,河南|流通|2024-09,河南,2024-09,流通,3,3,0.025607968501212375,0.0,-0.032284826040267944,DQN修正版 experimental run / revised DQN experimental run; not formal policy conclusion
Q-learning,河南|生产|2024-09,河南,2024-09,生产,1,1,0.06281274834155767,0.014583612398637008,0.051534995436668396,DQN修正版 experimental run / revised DQN experimental run; not formal policy conclusion
Q-learning,河南|餐饮|2024-09,河南,2024-09,餐饮,5,5,0.5339446343802166,0.003010515214534016,0.9087372422218323,DQN修正版 experimental run / revised DQN experimental run; not formal policy conclusion
Q-learning,浙江|流通|2024-09,浙江,2024-09,流通,5,5,0.022393128573979293,0.0005865257170705098,-0.08632604032754898,DQN修正版 experimental run / revised DQN experimental run; not formal policy conclusion
Q-learning,浙江|生产|2024-09,浙江,2024-09,生产,1,1,0.0787560559854814,0.014760743293746789,0.0708867534995079,DQN修正版 experimental run / revised DQN experimental run; not formal policy conclusion
Q-learning,浙江|餐饮|2024-09,浙江,2024-09,餐饮,3,3,0.04192318914986902,0.0040521608815063895,0.010588711127638817,DQN修正版 experimental run / revised DQN experimental run; not formal policy conclusion
Q-learning,湖北|流通|2024-09,湖北,2024-09,流通,0,0,0.0022392845498377854,0.00012261613633846014,-0.0007048484985716641,DQN修正版 experimental run / revised DQN experimental run; not formal policy conclusion
Q-learning,湖北|生产|2024-09,湖北,2024-09,生产,10,10,0.20450527261237147,0.03967226179476023,0.5388154983520508,DQN修正版 experimental run / revised DQN experimental run; not formal policy conclusion
Q-learning,湖北|餐饮|2024-09,湖北,2024-09,餐饮,5,5,0.0938819936646336,0.003447423518282295,0.13973364233970642,DQN修正版 experimental run / revised DQN experimental run; not formal policy conclusion
Q-learning,湖南|流通|2024-09,湖南,2024-09,流通,0,0,0.012382184506615136,0.000834054157713308,-0.0038974599447101355,DQN修正版 experimental run / revised DQN experimental run; not formal policy conclusion
