policy,状态ID,省份,年月,供应链环节,desired_action,applied_action,risk_score,uncertainty_score,rescaled_reward,experimental_label
DQN修正版,上海|流通|2023-01,上海,2023-01,流通,1,1,0.54,1.0,0.798214316368103,DQN修正版 experimental run / revised DQN experimental run; not formal policy conclusion
DQN修正版,不详|流通|2023-01,不详,2023-01,流通,5,5,0.358076354789762,0.0006639639466778775,0.7470471262931824,DQN修正版 experimental run / revised DQN experimental run; not formal policy conclusion
DQN修正版,不详|餐饮|2023-01,不详,2023-01,餐饮,1,1,0.01335623492969882,0.0029673315133508034,-0.013877518475055695,DQN修正版 experimental run / revised DQN experimental run; not formal policy conclusion
DQN修正版,云南|流通|2023-01,云南,2023-01,流通,3,3,0.3622757598362948,0.591260444195483,0.8526921272277832,DQN修正版 experimental run / revised DQN experimental run; not formal policy conclusion
DQN修正版,云南|餐饮|2023-01,云南,2023-01,餐饮,3,3,0.3208099612242066,0.4804793972381209,0.7913880348205566,DQN修正版 experimental run / revised DQN experimental run; not formal policy conclusion
DQN修正版,内蒙古|餐饮|2023-01,内蒙古,2023-01,餐饮,1,1,0.3208099612242066,0.4804793972381209,0.5252503752708435,DQN修正版 experimental run / revised DQN experimental run; not formal policy conclusion
DQN修正版,北京|流通|2023-01,北京,2023-01,流通,1,1,0.54,1.0,0.798214316368103,DQN修正版 experimental run / revised DQN experimental run; not formal policy conclusion
DQN修正版,吉林|流通|2023-01,吉林,2023-01,流通,1,1,0.415588929480408,0.7447291723394609,0.6765656471252441,DQN修正版 experimental run / revised DQN experimental run; not formal policy conclusion
DQN修正版,吉林|餐饮|2023-01,吉林,2023-01,餐饮,1,1,0.54,1.0,0.798214316368103,DQN修正版 experimental run / revised DQN experimental run; not formal policy conclusion
DQN修正版,四川|流通|2023-01,四川,2023-01,流通,10,10,0.13125202471180325,0.10012916199417415,0.3669668436050415,DQN修正版 experimental run / revised DQN experimental run; not formal policy conclusion
DQN修正版,四川|生产|2023-01,四川,2023-01,生产,10,10,0.54,1.0,0.9979373216629028,DQN修正版 experimental run / revised DQN experimental run; not formal policy conclusion
DQN修正版,四川|餐饮|2023-01,四川,2023-01,餐饮,5,5,0.54,1.0,0.9887419939041138,DQN修正版 experimental run / revised DQN experimental run; not formal policy conclusion
DQN修正版,天津|流通|2023-01,天津,2023-01,流通,5,5,0.15494676677585353,0.13420215500921534,0.4378603398799896,DQN修正版 experimental run / revised DQN experimental run; not formal policy conclusion
DQN修正版,天津|生产|2023-01,天津,2023-01,生产,1,1,0.54,1.0,0.798214316368103,DQN修正版 experimental run / revised DQN experimental run; not formal policy conclusion
DQN修正版,天津|餐饮|2023-01,天津,2023-01,餐饮,1,1,0.54,1.0,0.798214316368103,DQN修正版 experimental run / revised DQN experimental run; not formal policy conclusion
DQN修正版,宁夏|餐饮|2023-01,宁夏,2023-01,餐饮,1,1,0.54,1.0,0.798214316368103,DQN修正版 experimental run / revised DQN experimental run; not formal policy conclusion
DQN修正版,安徽|流通|2023-01,安徽,2023-01,流通,1,1,0.05672348545287659,0.007505858313789851,0.04084385186433792,DQN修正版 experimental run / revised DQN experimental run; not formal policy conclusion
DQN修正版,安徽|生产|2023-01,安徽,2023-01,生产,5,5,0.54,1.0,0.9887419939041138,DQN修正版 experimental run / revised DQN experimental run; not formal policy conclusion
DQN修正版,安徽|餐饮|2023-01,安徽,2023-01,餐饮,10,10,0.2187403031021432,0.2466419817885368,0.7486451268196106,DQN修正版 experimental run / revised DQN experimental run; not formal policy conclusion
DQN修正版,山东|流通|2023-01,山东,2023-01,流通,5,5,0.031612792327678454,0.0015506813482758098,-0.0565548837184906,DQN修正版 experimental run / revised DQN experimental run; not formal policy conclusion
DQN修正版,山东|生产|2023-01,山东,2023-01,生产,10,10,0.2187403031021432,0.2466419817885368,0.7486451268196106,DQN修正版 experimental run / revised DQN experimental run; not formal policy conclusion
DQN修正版,山东|餐饮|2023-01,山东,2023-01,餐饮,3,3,0.05851467698029951,0.024927432647313577,0.06773689389228821,DQN修正版 experimental run / revised DQN experimental run; not formal policy conclusion
DQN修正版,山西|流通|2023-01,山西,2023-01,流通,5,5,0.17567966608189783,0.1675477907655853,0.5150994062423706,DQN修正版 experimental run / revised DQN experimental run; not formal policy conclusion
DQN修正版,山西|生产|2023-01,山西,2023-01,生产,3,3,0.56,1.0,0.9691704511642456,DQN修正版 experimental run / revised DQN experimental run; not formal policy conclusion
DQN修正版,山西|餐饮|2023-01,山西,2023-01,餐饮,0,0,0.025942059982690148,0.007039245063364228,-0.00816547404974699,DQN修正版 experimental run / revised DQN experimental run; not formal policy conclusion
DQN修正版,广东|流通|2023-01,广东,2023-01,流通,10,10,0.10688565386569213,0.002144028239731714,0.1361558884382248,DQN修正版 experimental run / revised DQN experimental run; not formal policy conclusion
DQN修正版,广东|生产|2023-01,广东,2023-01,生产,3,3,0.03298853556382933,0.01002244018795056,-0.0062286825850605965,DQN修正版 experimental run / revised DQN experimental run; not formal policy conclusion
DQN修正版,广东|餐饮|2023-01,广东,2023-01,餐饮,5,5,0.20792842711167833,0.1224703773314362,0.5534908771514893,DQN修正版 experimental run / revised DQN experimental run; not formal policy conclusion
DQN修正版,广西|流通|2023-01,广西,2023-01,流通,5,5,0.10391193771482188,0.06646425995808813,0.2339279055595398,DQN修正版 experimental run / revised DQN experimental run; not formal policy conclusion
DQN修正版,广西|生产|2023-01,广西,2023-01,生产,3,3,0.415588929480408,0.7447291723394609,0.9087384343147278,DQN修正版 experimental run / revised DQN experimental run; not formal policy conclusion
DQN修正版,广西|餐饮|2023-01,广西,2023-01,餐饮,3,3,0.415588929480408,0.7447291723394609,0.9087384343147278,DQN修正版 experimental run / revised DQN experimental run; not formal policy conclusion
DQN修正版,新疆|流通|2023-01,新疆,2023-01,流通,1,1,0.54,1.0,0.798214316368103,DQN修正版 experimental run / revised DQN experimental run; not formal policy conclusion
DQN修正版,江苏|流通|2023-01,江苏,2023-01,流通,5,5,0.04920139390676474,0.005289386080838853,0.0024719135835766792,DQN修正版 experimental run / revised DQN experimental run; not formal policy conclusion
DQN修正版,江苏|生产|2023-01,江苏,2023-01,生产,10,10,0.3622757598362948,0.591260444195483,0.9695359468460083,DQN修正版 experimental run / revised DQN experimental run; not formal policy conclusion
DQN修正版,江苏|餐饮|2023-01,江苏,2023-01,餐饮,0,0,0.047623523309272456,0.01779411812184164,-0.014989100396633148,DQN修正版 experimental run / revised DQN experimental run; not formal policy conclusion
DQN修正版,江西|流通|2023-01,江西,2023-01,流通,3,3,0.05851467698029951,0.024927432647313577,0.06773689389228821,DQN修正版 experimental run / revised DQN experimental run; not formal policy conclusion
DQN修正版,江西|生产|2023-01,江西,2023-01,生产,1,1,0.54,1.0,0.798214316368103,DQN修正版 experimental run / revised DQN experimental run; not formal policy conclusion
DQN修正版,江西|餐饮|2023-01,江西,2023-01,餐饮,3,3,0.4866731556725592,0.9654482420296796,0.9538114070892334,DQN修正版 experimental run / revised DQN experimental run; not formal policy conclusion
DQN修正版,河北|流通|2023-01,河北,2023-01,流通,0,0,0.016727438068892826,0.003898295833541738,-0.0052651651203632355,DQN修正版 experimental run / revised DQN experimental run; not formal policy conclusion
DQN修正版,河南|流通|2023-01,河南,2023-01,流通,10,10,0.46015927237872617,0.008155919275930314,0.9258598685264587,DQN修正版 experimental run / revised DQN experimental run; not formal policy conclusion
DQN修正版,河南|餐饮|2023-01,河南,2023-01,餐饮,10,10,0.6623362509039543,0.04526733177187794,0.9874453544616699,DQN修正版 experimental run / revised DQN experimental run; not formal policy conclusion
DQN修正版,浙江|流通|2023-01,浙江,2023-01,流通,1,1,0.021186126091698156,0.005309660232948346,-0.003278448712080717,DQN修正版 experimental run / revised DQN experimental run; not formal policy conclusion
DQN修正版,浙江|生产|2023-01,浙江,2023-01,生产,10,10,0.14621712496278244,0.12113665944806615,0.4453985393047333,DQN修正版 experimental run / revised DQN experimental run; not formal policy conclusion
DQN修正版,浙江|餐饮|2023-01,浙江,2023-01,餐饮,10,10,0.2187403031021432,0.2466419817885368,0.7486451268196106,DQN修正版 experimental run / revised DQN experimental run; not formal policy conclusion
DQN修正版,湖北|流通|2023-01,湖北,2023-01,流通,10,10,0.15494676677585353,0.13420215500921534,0.4891960024833679,DQN修正版 experimental run / revised DQN experimental run; not formal policy conclusion
DQN修正版,湖北|生产|2023-01,湖北,2023-01,生产,10,10,0.54,1.0,0.9979373216629028,DQN修正版 experimental run / revised DQN experimental run; not formal policy conclusion
DQN修正版,湖北|餐饮|2023-01,湖北,2023-01,餐饮,5,5,0.54,1.0,0.9887419939041138,DQN修正版 experimental run / revised DQN experimental run; not formal policy conclusion
DQN修正版,湖南|流通|2023-01,湖南,2023-01,流通,10,10,0.15494676677585353,0.13420215500921534,0.4891960024833679,DQN修正版 experimental run / revised DQN experimental run; not formal policy conclusion
DQN修正版,湖南|餐饮|2023-01,湖南,2023-01,餐饮,10,10,0.54,1.0,0.9979373216629028,DQN修正版 experimental run / revised DQN experimental run; not formal policy conclusion
DQN修正版,甘肃|流通|2023-01,甘肃,2023-01,流通,1,1,0.54,1.0,0.798214316368103,DQN修正版 experimental run / revised DQN experimental run; not formal policy conclusion
DQN修正版,福建|流通|2023-01,福建,2023-01,流通,3,3,0.04649775502116138,0.01712184084298388,0.03231768682599068,DQN修正版 experimental run / revised DQN experimental run; not formal policy conclusion
DQN修正版,福建|生产|2023-01,福建,2023-01,生产,1,1,0.4866731556725592,0.9654482420296796,0.7668915390968323,DQN修正版 experimental run / revised DQN experimental run; not formal policy conclusion
DQN修正版,福建|餐饮|2023-01,福建,2023-01,餐饮,1,1,0.54,1.0,0.798214316368103,DQN修正版 experimental run / revised DQN experimental run; not formal policy conclusion
DQN修正版,贵州|流通|2023-01,贵州,2023-01,流通,1,1,0.3208099612242066,0.4804793972381209,0.5252503752708435,DQN修正版 experimental run / revised DQN experimental run; not formal policy conclusion
DQN修正版,贵州|生产|2023-01,贵州,2023-01,生产,1,1,0.54,1.0,0.798214316368103,DQN修正版 experimental run / revised DQN experimental run; not formal policy conclusion
DQN修正版,辽宁|流通|2023-01,辽宁,2023-01,流通,3,3,0.06372200982925966,0.02873636152219323,0.08338241279125214,DQN修正版 experimental run / revised DQN experimental run; not formal policy conclusion
DQN修正版,辽宁|生产|2023-01,辽宁,2023-01,生产,1,1,0.54,1.0,0.798214316368103,DQN修正版 experimental run / revised DQN experimental run; not formal policy conclusion
DQN修正版,重庆|流通|2023-01,重庆,2023-01,流通,5,5,0.15494676677585353,0.13420215500921534,0.4378603398799896,DQN修正版 experimental run / revised DQN experimental run; not formal policy conclusion
DQN修正版,重庆|生产|2023-01,重庆,2023-01,生产,3,3,0.2604960723338964,0.33498519689181727,0.6697790622711182,DQN修正版 experimental run / revised DQN experimental run; not formal policy conclusion
DQN修正版,陕西|流通|2023-01,陕西,2023-01,流通,5,5,0.12478982233069849,0.09161327622055174,0.31874194741249084,DQN修正版 experimental run / revised DQN experimental run; not formal policy conclusion
DQN修正版,陕西|餐饮|2023-01,陕西,2023-01,餐饮,1,1,0.54,1.0,0.798214316368103,DQN修正版 experimental run / revised DQN experimental run; not formal policy conclusion
DQN修正版,黑龙江|流通|2023-01,黑龙江,2023-01,流通,1,1,0.54,1.0,0.798214316368103,DQN修正版 experimental run / revised DQN experimental run; not formal policy conclusion
DQN修正版,黑龙江|餐饮|2023-01,黑龙江,2023-01,餐饮,0,0,0.008725266406910914,0.0018812752845262105,-0.002746402518823743,DQN修正版 experimental run / revised DQN experimental run; not formal policy conclusion
DQN修正版,上海|流通|2023-02,上海,2023-02,流通,1,1,0.3226631812739088,0.4852544612300188,0.5284959077835083,DQN修正版 experimental run / revised DQN experimental run; not formal policy conclusion
DQN修正版,不详|流通|2023-02,不详,2023-02,流通,10,10,0.3944298630477565,0.0011140377156480493,0.8722141981124878,DQN修正版 experimental run / revised DQN experimental run; not formal policy conclusion
DQN修正版,不详|餐饮|2023-02,不详,2023-02,餐饮,0,0,0.010416459073269645,0.002251917452299819,-0.003278726013377309,DQN修正版 experimental run / revised DQN experimental run; not formal policy conclusion
DQN修正版,云南|流通|2023-02,云南,2023-02,流通,10,10,0.2442577176326589,0.29934366298316406,0.8195002675056458,DQN修正版 experimental run / revised DQN experimental run; not formal policy conclusion
DQN修正版,云南|餐饮|2023-02,云南,2023-02,餐饮,10,10,0.19287452796370227,0.19758647382146022,0.6574985980987549,DQN修正版 experimental run / revised DQN experimental run; not formal policy conclusion
DQN修正版,内蒙古|流通|2023-02,内蒙古,2023-02,流通,1,1,0.54,1.0,0.798214316368103,DQN修正版 experimental run / revised DQN experimental run; not formal policy conclusion
DQN修正版,北京|餐饮|2023-02,北京,2023-02,餐饮,1,1,0.4866731556725592,0.9654482420296796,0.7668915390968323,DQN修正版 experimental run / revised DQN experimental run; not formal policy conclusion
DQN修正版,吉林|流通|2023-02,吉林,2023-02,流通,5,5,0.20621357233261722,0.2223182990867734,0.6187432408332825,DQN修正版 experimental run / revised DQN experimental run; not formal policy conclusion
DQN修正版,四川|流通|2023-02,四川,2023-02,流通,10,10,0.08223606842953962,0.04431486718117511,0.09594202041625977,DQN修正版 experimental run / revised DQN experimental run; not formal policy conclusion
DQN修正版,四川|餐饮|2023-02,四川,2023-02,餐饮,10,10,0.16522147793637104,0.1503261490619329,0.5385358333587646,DQN修正版 experimental run / revised DQN experimental run; not formal policy conclusion
DQN修正版,天津|流通|2023-02,天津,2023-02,流通,10,10,0.11777053353742961,0.08275110867483518,0.29360130429267883,DQN修正版 experimental run / revised DQN experimental run; not formal policy conclusion
DQN修正版,天津|餐饮|2023-02,天津,2023-02,餐饮,1,1,0.54,1.0,0.798214316368103,DQN修正版 experimental run / revised DQN experimental run; not formal policy conclusion
DQN修正版,宁夏|流通|2023-02,宁夏,2023-02,流通,1,1,0.54,1.0,0.798214316368103,DQN修正版 experimental run / revised DQN experimental run; not formal policy conclusion
DQN修正版,宁夏|餐饮|2023-02,宁夏,2023-02,餐饮,3,3,0.26173539881794383,0.3377701613078277,0.6726770401000977,DQN修正版 experimental run / revised DQN experimental run; not formal policy conclusion
DQN修正版,安徽|流通|2023-02,安徽,2023-02,流通,1,1,0.01859136584055248,0.002844115670485028,-0.007585091982036829,DQN修正版 experimental run / revised DQN experimental run; not formal policy conclusion
DQN修正版,安徽|生产|2023-02,安徽,2023-02,生产,5,5,0.54,1.0,0.9887419939041138,DQN修正版 experimental run / revised DQN experimental run; not formal policy conclusion
DQN修正版,安徽|餐饮|2023-02,安徽,2023-02,餐饮,10,10,0.1425816443105521,0.11587025775927712,0.4267037808895111,DQN修正版 experimental run / revised DQN experimental run; not formal policy conclusion
DQN修正版,山东|流通|2023-02,山东,2023-02,流通,1,1,0.0007324259802349804,0.0002329890973579756,-0.030469007790088654,DQN修正版 experimental run / revised DQN experimental run; not formal policy conclusion
DQN修正版,山东|生产|2023-02,山东,2023-02,生产,10,10,0.5005584694847792,0.05245235021422821,0.9530449509620667,DQN修正版 experimental run / revised DQN experimental run; not formal policy conclusion
DQN修正版,山东|餐饮|2023-02,山东,2023-02,餐饮,3,3,0.03367711228374204,0.010340662343888715,-0.004298945423215628,DQN修正版 experimental run / revised DQN experimental run; not formal policy conclusion
DQN修正版,山西|流通|2023-02,山西,2023-02,流通,5,5,0.1722453821477677,0.16180363826224237,0.502644956111908,DQN修正版 experimental run / revised DQN experimental run; not formal policy conclusion
DQN修正版,山西|生产|2023-02,山西,2023-02,生产,3,3,0.5321960312925356,1.0,0.9647955298423767,DQN修正版 experimental run / revised DQN experimental run; not formal policy conclusion
DQN修正版,山西|餐饮|2023-02,山西,2023-02,餐饮,3,3,0.023380384505218774,0.006079027202384334,-0.032740090042352676,DQN修正版 experimental run / revised DQN experimental run; not formal policy conclusion
DQN修正版,广东|流通|2023-02,广东,2023-02,流通,1,1,0.030920792024682016,0.0004948285158798748,0.0062680779956281185,DQN修正版 experimental run / revised DQN experimental run; not formal policy conclusion
DQN修正版,广东|生产|2023-02,广东,2023-02,生产,1,1,0.022742394199770602,0.0058502644932909575,-0.0011363424127921462,DQN修正版 experimental run / revised DQN experimental run; not formal policy conclusion
DQN修正版,广东|餐饮|2023-02,广东,2023-02,餐饮,1,1,0.030332190519678753,0.005705405643651747,0.008003086782991886,DQN修正版 experimental run / revised DQN experimental run; not formal policy conclusion
DQN修正版,广西|流通|2023-02,广西,2023-02,流通,3,3,0.047853995557232076,0.017933264179513752,0.0362643338739872,DQN修正版 experimental run / revised DQN experimental run; not formal policy conclusion
DQN修正版,广西|生产|2023-02,广西,2023-02,生产,5,5,0.10971135010812111,0.07308213735330736,0.2575506567955017,DQN修正版 experimental run / revised DQN experimental run; not formal policy conclusion
DQN修正版,广西|餐饮|2023-02,广西,2023-02,餐饮,10,10,0.26680799093869606,0.34926295488398224,0.8678083419799805,DQN修正版 experimental run / revised DQN experimental run; not formal policy conclusion
DQN修正版,江苏|流通|2023-02,江苏,2023-02,流通,0,0,0.01162137048215374,0.0015841054524681844,-0.0036579854786396027,DQN修正版 experimental run / revised DQN experimental run; not formal policy conclusion
DQN修正版,江苏|生产|2023-02,江苏,2023-02,生产,10,10,0.224165265246426,0.25749749687060164,0.7652522921562195,DQN修正版 experimental run / revised DQN experimental run; not formal policy conclusion
DQN修正版,江苏|餐饮|2023-02,江苏,2023-02,餐饮,0,0,0.031401609181793556,0.009307088672487512,-0.00988380890339613,DQN修正版 experimental run / revised DQN experimental run; not formal policy conclusion
DQN修正版,江西|流通|2023-02,江西,2023-02,流通,5,5,0.07446501135589365,0.014161391169895383,0.09077265113592148,DQN修正版 experimental run / revised DQN experimental run; not formal policy conclusion
DQN修正版,江西|生产|2023-02,江西,2023-02,生产,5,5,0.15634057513256247,0.136342520271706,0.44319605827331543,DQN修正版 experimental run / revised DQN experimental run; not formal policy conclusion
DQN修正版,江西|餐饮|2023-02,江西,2023-02,餐饮,5,5,0.10048422531520027,0.06268828337606971,0.2199682891368866,DQN修正版 experimental run / revised DQN experimental run; not formal policy conclusion
DQN修正版,河北|流通|2023-02,河北,2023-02,流通,1,1,0.06476003914858824,0.003000128410799166,0.04846041277050972,DQN修正版 experimental run / revised DQN experimental run; not formal policy conclusion
DQN修正版,河北|餐饮|2023-02,河北,2023-02,餐饮,10,10,0.54,1.0,0.9979373216629028,DQN修正版 experimental run / revised DQN experimental run; not formal policy conclusion
DQN修正版,河南|流通|2023-02,河南,2023-02,流通,1,1,0.03314537207362262,0.0032364407407853442,0.010255249217152596,DQN修正版 experimental run / revised DQN experimental run; not formal policy conclusion
DQN修正版,河南|餐饮|2023-02,河南,2023-02,餐饮,10,10,0.5924809694108729,0.015783302265879123,0.9755148887634277,DQN修正版 experimental run / revised DQN experimental run; not formal policy conclusion
DQN修正版,浙江|流通|2023-02,浙江,2023-02,流通,1,1,0.012326371082427647,0.0027064552779815162,-0.015249245800077915,DQN修正版 experimental run / revised DQN experimental run; not formal policy conclusion
DQN修正版,浙江|生产|2023-02,浙江,2023-02,生产,10,10,0.13724920508533459,0.10833404980008977,0.39884814620018005,DQN修正版 experimental run / revised DQN experimental run; not formal policy conclusion
DQN修正版,浙江|餐饮|2023-02,浙江,2023-02,餐饮,10,10,0.17057521366916353,0.15904140638693795,0.5632046461105347,DQN修正版 experimental run / revised DQN experimental run; not formal policy conclusion
DQN修正版,湖北|流通|2023-02,湖北,2023-02,流通,5,5,0.07637999045821275,0.03904797410571781,0.12256594002246857,DQN修正版 experimental run / revised DQN experimental run; not formal policy conclusion
DQN修正版,湖南|流通|2023-02,湖南,2023-02,流通,10,10,0.07389997857949945,0.036911432447538715,0.05020591989159584,DQN修正版 experimental run / revised DQN experimental run; not formal policy conclusion
DQN修正版,湖南|生产|2023-02,湖南,2023-02,生产,10,10,0.54,1.0,0.9979373216629028,DQN修正版 experimental run / revised DQN experimental run; not formal policy conclusion
DQN修正版,甘肃|流通|2023-02,甘肃,2023-02,流通,1,1,0.36699971157691225,0.6043817219101,0.6029935479164124,DQN修正版 experimental run / revised DQN experimental run; not formal policy conclusion
DQN修正版,甘肃|餐饮|2023-02,甘肃,2023-02,餐饮,1,1,0.54,1.0,0.798214316368103,DQN修正版 experimental run / revised DQN experimental run; not formal policy conclusion
DQN修正版,福建|流通|2023-02,福建,2023-02,流通,5,5,0.10757179933389335,0.014902612864878697,0.19316700100898743,DQN修正版 experimental run / revised DQN experimental run; not formal policy conclusion
DQN修正版,福建|生产|2023-02,福建,2023-02,生产,3,3,0.26552222974142203,0.34633563914260085,0.6814296841621399,DQN修正版 experimental run / revised DQN experimental run; not formal policy conclusion
DQN修正版,福建|餐饮|2023-02,福建,2023-02,餐饮,3,3,0.36699971157691225,0.6043817219101,0.8586227297782898,DQN修正版 experimental run / revised DQN experimental run; not formal policy conclusion
DQN修正版,贵州|流通|2023-02,贵州,2023-02,流通,5,5,0.15823583862043866,0.13927669004255516,0.45042121410369873,DQN修正版 experimental run / revised DQN experimental run; not formal policy conclusion
DQN修正版,贵州|生产|2023-02,贵州,2023-02,生产,5,5,0.3170587682895265,0.27515084645769144,0.8096818327903748,DQN修正版 experimental run / revised DQN experimental run; not formal policy conclusion
DQN修正版,贵州|餐饮|2023-02,贵州,2023-02,餐饮,1,1,0.3208099612242066,0.4804793972381209,0.5252503752708435,DQN修正版 experimental run / revised DQN experimental run; not formal policy conclusion
DQN修正版,辽宁|流通|2023-02,辽宁,2023-02,流通,5,5,0.07827315871231302,0.015846763458312197,0.1043555960059166,DQN修正版 experimental run / revised DQN experimental run; not formal policy conclusion
DQN修正版,辽宁|生产|2023-02,辽宁,2023-02,生产,5,5,0.3170587682895265,0.27515084645769144,0.8096818327903748,DQN修正版 experimental run / revised DQN experimental run; not formal policy conclusion
DQN修正版,辽宁|餐饮|2023-02,辽宁,2023-02,餐饮,5,5,0.23775515532930508,0.15913389056760643,0.6384015679359436,DQN修正版 experimental run / revised DQN experimental run; not formal policy conclusion
DQN修正版,重庆|流通|2023-02,重庆,2023-02,流通,5,5,0.16570794424654475,0.07786182856926971,0.41704684495925903,DQN修正版 experimental run / revised DQN experimental run; not formal policy conclusion
DQN修正版,重庆|生产|2023-02,重庆,2023-02,生产,5,5,0.20941844318140113,0.22844146000162335,0.6288141012191772,DQN修正版 experimental run / revised DQN experimental run; not formal policy conclusion
DQN修正版,陕西|生产|2023-02,陕西,2023-02,生产,1,1,0.54,1.0,0.798214316368103,DQN修正版 experimental run / revised DQN experimental run; not formal policy conclusion
DQN修正版,黑龙江|流通|2023-02,黑龙江,2023-02,流通,10,10,0.13159132889410474,0.1005856578573786,0.3687848448753357,DQN修正版 experimental run / revised DQN experimental run; not formal policy conclusion
DQN修正版,黑龙江|餐饮|2023-02,黑龙江,2023-02,餐饮,0,0,0.008790090479780409,0.0018949295793443195,-0.0027668066322803497,DQN修正版 experimental run / revised DQN experimental run; not formal policy conclusion
DQN修正版,上海|流通|2023-03,上海,2023-03,流通,10,10,0.12117238993928492,0.08699528844352941,0.3122968077659607,DQN修正版 experimental run / revised DQN experimental run; not formal policy conclusion
DQN修正版,上海|生产|2023-03,上海,2023-03,生产,1,1,0.3208099612242066,0.4804793972381209,0.5252503752708435,DQN修正版 experimental run / revised DQN experimental run; not formal policy conclusion
DQN修正版,不详|流通|2023-03,不详,2023-03,流通,10,10,0.3824228623021685,0.0006386947648690016,0.859430730342865,DQN修正版 experimental run / revised DQN experimental run; not formal policy conclusion
DQN修正版,不详|餐饮|2023-03,不详,2023-03,餐饮,0,0,0.004080938683225989,0.0009375248961516943,-0.0012845363235101104,DQN修正版 experimental run / revised DQN experimental run; not formal policy conclusion
DQN修正版,云南|流通|2023-03,云南,2023-03,流通,5,5,0.10748680453334464,0.07050975269550429,0.24849063158035278,DQN修正版 experimental run / revised DQN experimental run; not formal policy conclusion
DQN修正版,云南|餐饮|2023-03,云南,2023-03,餐饮,0,0,0.018933723551740087,0.004571141704750361,-0.005959604866802692,DQN修正版 experimental run / revised DQN experimental run; not formal policy conclusion
DQN修正版,内蒙古|流通|2023-03,内蒙古,2023-03,流通,1,1,0.36462288051245045,0.5977675848358822,0.599166214466095,DQN修正版 experimental run / revised DQN experimental run; not formal policy conclusion
DQN修正版,内蒙古|餐饮|2023-03,内蒙古,2023-03,餐饮,5,5,0.15823583862043866,0.13927669004255516,0.45042121410369873,DQN修正版 experimental run / revised DQN experimental run; not formal policy conclusion
DQN修正版,北京|生产|2023-03,北京,2023-03,生产,1,1,0.54,1.0,0.798214316368103,DQN修正版 experimental run / revised DQN experimental run; not formal policy conclusion
DQN修正版,吉林|流通|2023-03,吉林,2023-03,流通,10,10,0.10319871805403097,0.06567024234021691,0.21266214549541473,DQN修正版 experimental run / revised DQN experimental run; not formal policy conclusion
DQN修正版,四川|流通|2023-03,四川,2023-03,流通,0,0,0.037591432111738154,0.01223926180568691,-0.011831918731331825,DQN修正版 experimental run / revised DQN experimental run; not formal policy conclusion
DQN修正版,四川|生产|2023-03,四川,2023-03,生产,10,10,0.49510687742417053,0.9926700906210701,0.9969286918640137,DQN修正版 experimental run / revised DQN experimental run; not formal policy conclusion
DQN修正版,四川|餐饮|2023-03,四川,2023-03,餐饮,10,10,0.13686416879181712,0.10779862336750105,0.396818071603775,DQN修正版 experimental run / revised DQN experimental run; not formal policy conclusion
DQN修正版,天津|流通|2023-03,天津,2023-03,流通,10,10,0.09517943231578627,0.05704507148312534,0.16787737607955933,DQN修正版 experimental run / revised DQN experimental run; not formal policy conclusion
DQN修正版,安徽|流通|2023-03,安徽,2023-03,流通,10,10,0.4160529204208716,0.0033253896736373033,0.8929498195648193,DQN修正版 experimental run / revised DQN experimental run; not formal policy conclusion
DQN修正版,安徽|生产|2023-03,安徽,2023-03,生产,3,3,0.424769453403072,0.7722762566833125,0.9162164926528931,DQN修正版 experimental run / revised DQN experimental run; not formal policy conclusion
DQN修正版,安徽|餐饮|2023-03,安徽,2023-03,餐饮,10,10,0.09734347623722234,0.05931760261772806,0.17996039986610413,DQN修正版 experimental run / revised DQN experimental run; not formal policy conclusion
DQN修正版,山东|流通|2023-03,山东,2023-03,流通,1,1,0.0,1.519715036014636e-05,-0.031458981335163116,DQN修正版 experimental run / revised DQN experimental run; not formal policy conclusion
DQN修正版,山东|生产|2023-03,山东,2023-03,生产,5,5,0.13291157863068603,0.05360623685055215,0.30567634105682373,DQN修正版 experimental run / revised DQN experimental run; not formal policy conclusion
DQN修正版,山东|餐饮|2023-03,山东,2023-03,餐饮,1,1,0.02199928578711146,0.005589043304326733,-0.002160638105124235,DQN修正版 experimental run / revised DQN experimental run; not formal policy conclusion
DQN修正版,山西|流通|2023-03,山西,2023-03,流通,5,5,0.14972589140580866,0.1263173403474671,0.4177148938179016,DQN修正版 experimental run / revised DQN experimental run; not formal policy conclusion
DQN修正版,山西|生产|2023-03,山西,2023-03,生产,3,3,0.45698303408130514,0.6767895013993155,0.9162842631340027,DQN修正版 experimental run / revised DQN experimental run; not formal policy conclusion
DQN修正版,山西|餐饮|2023-03,山西,2023-03,餐饮,3,3,0.022331017969866702,0.0057049590714592195,-0.03558741509914398,DQN修正版 experimental run / revised DQN experimental run; not formal policy conclusion
DQN修正版,广东|流通|2023-03,广东,2023-03,流通,5,5,0.4124468347424513,0.0006682140303357763,0.8133165836334229,DQN修正版 experimental run / revised DQN experimental run; not formal policy conclusion
DQN修正版,广东|生产|2023-03,广东,2023-03,生产,5,5,0.4094986033171789,0.010389362507000984,0.8136452436447144,DQN修正版 experimental run / revised DQN experimental run; not formal policy conclusion
DQN修正版,广东|餐饮|2023-03,广东,2023-03,餐饮,1,1,0.02976967052449819,0.005649119051050197,0.00729424087330699,DQN修正版 experimental run / revised DQN experimental run; not formal policy conclusion
