省份,年份,月份,年月,供应链环节,抽检总批次数,AFB1相关记录数,浓度可用记录数,总体不合格_后验均值,AFB1条件不合格_后验均值,EDI均值,EDI_P95,MOE_default_均值,低于MOE阈值比例,人口加权风险_proxy,MOE风险惩罚_proxy,dqn_risk_proxy,dqn_uncertainty_proxy,dqn_coverage_gap_proxy,Q_action_0,Q_action_1,Q_action_2,recommended_action,recommended_action_name,recommended_inspection_units
安徽,2023,9,2023-09,生产,5,0,0,0.0159516341763885,0.5,,,,,0.0,0.0,0.33575605680868836,0.5730994152046783,0.0,0.6541924710084012,0.7570621051036305,-0.05721265802585936,1,常规加密抽检,1
安徽,2023,10,2023-10,生产,16,0,0,0.0132178923599038,0.5,,,,,0.0,0.0,0.32748538011695905,0.5152046783625731,0.0,0.673777816312981,0.7256468149198458,-0.13748218354556135,1,常规加密抽检,1
安徽,2023,11,2023-11,生产,12,0,0,0.0119086924243166,0.5,,,,,0.0,0.0,0.3236424394319131,0.48830409356725146,0.0,0.6337826679075392,0.70868736130498,-0.18653504267755966,1,常规加密抽检,1
安徽,2023,12,2023-12,生产,18,0,0,0.0102172533781958,0.5,,,,,0.0,0.0,0.3161236424394319,0.43567251461988304,0.0,0.6075125720793019,0.6629701377278195,-0.2720777188304845,1,常规加密抽检,1
安徽,2024,1,2024-01,生产,1,0,0,0.01062925412351,0.5,,,,,0.0,0.0,0.31762740183792815,0.4461988304093567,0.3068528194400547,0.5505765625783748,0.6515041069051265,0.438243376729452,1,常规加密抽检,1
安徽,2024,2,2024-02,生产,1,0,0,0.0110526573364047,0.5,,,,,0.0,0.0,0.32038429406850455,0.4654970760233918,0.3068528194400547,0.5592114375722638,0.6623732166073483,0.4493107173064812,1,常规加密抽检,1
安徽,2024,3,2024-03,生产,35,0,0,0.0082609003378643,0.5,,,,,0.0,0.0,0.3048454469507101,0.3567251461988304,0.0,0.5390645900382794,0.5959279842058126,-0.4437694738264184,1,常规加密抽检,1
安徽,2024,4,2024-04,生产,12,0,0,0.0078678471319897,0.5,,,,,0.0,0.0,0.3030075187969925,0.34385964912280703,0.0,0.5085693563268864,0.5870967138207738,-0.4148189982146924,1,常规加密抽检,1
安徽,2024,5,2024-05,生产,26,0,0,0.006809920469959,0.5,,,,,0.0,0.0,0.2964912280701754,0.2982456140350877,0.0,0.46802694207054485,0.5536704935266091,-0.535321879387928,1,常规加密抽检,1
安徽,2024,6,2024-06,生产,11,0,0,0.0066400020394513,0.5,,,,,0.0,0.0,0.29565580618212195,0.29239766081871343,0.0,0.4616624450819463,0.5449771473751935,-0.49428657683903754,1,常规加密抽检,1
安徽,2024,7,2024-07,生产,6,0,0,0.0067036599105641,0.5,,,,,0.0,0.0,0.2960735171261487,0.2953216374269006,0.0,0.485550247180616,0.5613527690934065,-0.4750556356726209,1,常规加密抽检,1
安徽,2024,8,2024-08,生产,5,0,0,0.0068113565470291,0.5,,,,,0.0,0.0,0.29657477025898077,0.29883040935672517,0.0,0.48537905071168275,0.5602193873632609,-0.461800740026558,1,常规加密抽检,1
安徽,2024,9,2024-09,生产,10,0,0,0.0066857007987063,0.5,,,,,0.0,0.0,0.29598997493734336,0.29473684210526313,0.0,0.46763702758671655,0.5510639030917336,-0.487770696367244,1,常规加密抽检,1
安徽,2024,10,2024-10,生产,4,0,0,0.0068402117895423,0.5,,,,,0.0,0.0,0.2966583124477861,0.2994152046783626,0.0,0.4903427499225259,0.5554511621987114,-0.45219076317769336,1,常规加密抽检,1
安徽,2024,11,2024-11,生产,21,0,0,0.0125012041353491,0.5,,,,,0.0,0.0,0.3082706766917293,0.38070175438596493,0.0,0.5475593099461685,0.6167574679546965,-0.3801135411442231,1,常规加密抽检,1
安徽,2024,12,2024-12,生产,24,0,0,0.0110741745349823,0.5,,,,,0.0,0.0,0.30334168755221386,0.34619883040935673,0.0,0.5129472462659929,0.5895691942293118,-0.45175740192411895,1,常规加密抽检,1
安徽,2023,1,2023-01,餐饮,11,0,0,0.0769230769230769,0.5,,,,,0.0,0.0,0.3784878863826232,0.8722222222222222,0.0,0.7879013612107043,1.0385545677098493,0.49195434482544775,1,常规加密抽检,1
安徽,2023,2,2023-02,餐饮,7,0,0,0.0514138817480719,0.5,,,,,0.0,0.0,0.3699248120300752,0.8122807017543859,0.0,0.777389940023334,0.9405868364345197,0.3418146104800043,1,常规加密抽检,1
安徽,2023,3,2023-03,餐饮,9,0,0,0.0362614450185839,0.5,,,,,0.0,0.0,0.3614035087719298,0.7526315789473684,0.0,0.7471878254233132,0.8838415274927296,0.2189480743476775,1,常规加密抽检,1
安徽,2023,4,2023-04,餐饮,28,0,0,0.0184166726137171,0.5,,,,,0.0,0.0,0.3411027568922306,0.6105263157894737,0.0,0.7110295209637293,0.7726708581593739,0.056603122194842634,1,常规加密抽检,1
安徽,2023,5,2023-05,餐饮,16,1,1,0.0295492147250016,0.6666666666666666,0.0029119999999999,0.0029119999999999,36.05769230769232,1.0,61210000.0,0.9885893378773124,0.9182121971595656,0.6415204678362573,0.0,0.8586743715646199,1.3498149211805968,1.666654089764041,2,重点专项抽检,2
安徽,2023,6,2023-06,餐饮,7,0,0,0.0273111121575507,0.6610169491525423,,,,,0.0,0.0,0.34269005847953216,0.6216374269005848,0.0,0.8035975980435658,0.9380213445354323,0.20977611864537393,1,常规加密抽检,1
安徽,2023,7,2023-07,餐饮,12,0,0,0.0238022157028682,0.6554694229112834,,,,,0.0,0.0,0.3389306599832915,0.5953216374269006,0.0,0.8230842672932955,0.8922741132667186,0.18075705372836892,1,常规加密抽检,1
安徽,2023,8,2023-08,餐饮,4,0,0,0.0232075978510968,0.6500284351896408,,,,,0.0,0.0,0.3383458646616541,0.5912280701754385,0.0,0.7825316977659752,0.9397408329243103,0.12565117450028113,1,常规加密抽检,1
安徽,2023,9,2023-09,餐饮,7,0,0,0.0218269650323736,0.6446978932805709,,,,,0.0,0.0,0.3364243943191312,0.5777777777777777,0.0,0.7818753133998763,0.9060142649420259,0.12123561419579011,1,常规加密抽检,1
安徽,2023,10,2023-10,餐饮,12,0,0,0.0194760820521451,0.63948126310894,,,,,0.0,0.0,0.33191311612364244,0.5461988304093567,0.0,0.8125579257929673,0.8713442385110641,0.10012815540829652,1,常规加密抽检,1
安徽,2023,11,2023-11,餐饮,9,0,0,0.0181454933319375,0.6343815710807842,,,,,0.0,0.0,0.329156223893066,0.5269005847953216,0.0,0.7844019456575954,0.8766914743859346,0.05785967285820197,1,常规加密抽检,1
安徽,2023,12,2023-12,餐饮,21,0,0,0.0151718485439387,0.6294014089907696,,,,,0.0,0.0,0.32289055973266495,0.4830409356725146,0.0,0.8100797573981905,0.8205732177997929,-0.009709166541926807,1,常规加密抽检,1
安徽,2024,1,2024-01,餐饮,7,1,1,0.0234780426576035,0.7270310577898573,0.0012012,0.0012012,87.41258741258741,1.0,61230000.0,0.972337788793485,0.8918964076858814,0.5415204678362573,0.0,0.9638105859553184,1.3811225215916036,1.7574832860397605,2,重点专项抽检,2
安徽,2024,2,2024-02,餐饮,7,0,0,0.0224621707595622,0.7206898499071551,,,,,0.0,0.0,0.32940685045948204,0.5286549707602339,0.0,0.9645174612900184,1.027020054608132,0.18209720555091685,1,常规加密抽检,1
安徽,2024,3,2024-03,餐饮,2,0,0,0.0224876091222178,0.714386653244459,,,,,0.0,0.0,0.33065998329156226,0.5374269005847954,0.0,0.8869406858581395,0.961587683649816,0.16730850703235384,1,常规加密抽检,1
安徽,2024,4,2024-04,餐饮,25,0,0,0.0185535658980762,0.7081293357557018,,,,,0.0,0.0,0.32355889724310777,0.48771929824561405,0.0,1.030578275772914,1.0834744645420675,0.12268067401218762,1,常规加密抽检,1
安徽,2024,5,2024-05,餐饮,16,0,0,0.0167811969582695,0.7019255316452612,,,,,0.0,0.0,0.3193817878028404,0.4584795321637427,0.0,0.9679329505286479,1.0165162923917133,0.05602964996221925,1,常规加密抽检,1
安徽,2024,6,2024-06,餐饮,27,0,0,0.0142578681041257,0.6957826057380532,,,,,0.0,0.0,0.3121971595655806,0.408187134502924,0.0,0.9087007545655535,0.9909958132239592,-0.0634195950830096,1,常规加密抽检,1
安徽,2024,7,2024-07,餐饮,12,0,0,0.0135130224393491,0.6897076206816933,,,,,0.0,0.0,0.3092731829573935,0.387719298245614,0.0,0.8721337575105046,0.933658549908925,-0.07161782746558679,1,常规加密抽检,1
安徽,2024,8,2024-08,餐饮,6,0,0,0.0133132922063203,0.6837073072638962,,,,,0.0,0.0,0.3091896407685882,0.3871345029239766,0.0,0.8326489117866884,0.8902693788954145,-0.0764351542350186,1,常规加密抽检,1
安徽,2024,9,2024-09,餐饮,5,0,0,0.0132009732332577,0.6777880380745419,,,,,0.0,0.0,0.30969089390142024,0.3906432748538012,0.0,0.8138526289332385,0.8647769830526437,-0.08411336122261852,1,常规加密抽检,1
安徽,2024,10,2024-10,餐饮,5,0,0,0.0130902567859725,0.6719558046858779,,,,,0.0,0.0,0.3100250626566416,0.3929824561403509,0.0,0.7991177406267969,0.8522925563110862,-0.09143902219854026,1,常规加密抽检,1
安徽,2024,11,2024-11,餐饮,13,0,0,0.0123392366254574,0.666216198467515,,,,,0.0,0.0,0.3072681704260652,0.3736842105263158,0.0,0.7959723336889488,0.8476924724319727,-0.13840684752280777,1,常规加密抽检,1
安徽,2024,12,2024-12,餐饮,18,1,1,0.0171518719431919,0.7465886842383365,0.005512,0.005512,19.049346879535555,1.0,61230000.0,0.993971725671033,0.8967418546365914,0.4269005847953216,0.0,1.0207048952360147,1.4834880839834959,1.7460367009083297,2,重点专项抽检,2
山东,2023,1,2023-01,流通,201,3,0,0.0098522167487684,0.2,,,,,0.0,0.0,0.2970760233918129,0.3023391812865497,0.0,0.7813980899625862,0.7542271723390211,-0.38059650970966596,0,维持/不加码,0
山东,2023,2,2023-02,流通,214,0,0,0.0047917434574272,0.2061855670103093,,,,,0.0,0.0,0.27092731829573935,0.11929824561403508,0.0,0.74848115696796,0.7456944388244241,-0.45506861491466855,0,维持/不加码,0
山东,2023,3,2023-03,流通,188,0,0,0.0033104084287087,0.2124269782262347,,,,,0.0,0.0,0.2606516290726817,0.04736842105263158,0.0,0.7098945742745345,0.6819058838038609,-0.5572665695085792,0,维持/不加码,0
山东,2023,4,2023-04,流通,270,1,1,0.0035013959478529,0.3589294927877605,0.00245175,0.00245175,42.82655246252676,1.0,101230000.0,0.9864472935245168,0.8411027568922306,0.03216374269005848,0.0,0.8526857397797557,1.3175040824093542,1.5532185765164048,2,重点专项抽检,2
山东,2023,5,2023-05,流通,284,0,0,0.002609590503066,0.3615450488607276,,,,,0.0,0.0,0.25572263993316624,0.012865497076023392,0.0,0.6759261301434768,0.6227472778103531,-0.5064410976075998,0,维持/不加码,0
山东,2023,6,2023-06,流通,391,5,1,0.0033461860261991,0.2838952097787839,5.448333333333333e-05,5.448333333333333e-05,1927.1948608137047,1.0,101230000.0,0.390128208603258,0.8197159565580617,0.012280701754385965,0.0,1.0727382237784546,1.3845964700197324,1.4612817544952066,2,重点专项抽检,2
山东,2023,7,2023-07,流通,340,6,0,0.0026937760263813,0.1775398102604838,,,,,0.0,0.0,0.25530492898913953,0.009941520467836258,0.0,0.9027744902868665,0.9293332859114438,-0.3756330621599875,1,常规加密抽检,1
山东,2023,8,2023-08,流通,351,4,0,0.0022309422039449,0.1420878398060244,,,,,0.0,0.0,0.254469507101086,0.004093567251461989,0.0,0.8928896019838589,0.8736677666603473,-0.46945146816623673,0,维持/不加码,0
山东,2023,9,2023-09,流通,262,1,0,0.0038804712993413,0.1365704993902998,,,,,0.0,0.0,0.2553884711779449,0.010526315789473684,0.0,0.8174112147612703,0.735147553058053,-0.591643947655694,0,维持/不加码,0
山东,2023,10,2023-10,流通,416,1,0,0.0036463481375881,0.1829442564987703,,,,,0.0,0.0,0.2552213868003342,0.00935672514619883,0.0,0.8397241616286892,0.8054730333604149,-0.40968641501087166,0,维持/不加码,0
山东,2023,11,2023-11,流通,581,2,0,0.0039705120966225,0.1666684451508349,,,,,0.0,0.0,0.25513784461152883,0.008771929824561403,0.0,0.9187858536576131,0.8968002045013914,-0.17498769879119602,0,维持/不加码,0
山东,2023,12,2023-12,流通,633,11,1,0.0038325714553545,0.1405290198928879,0.00277865,0.00277865,37.788134525758906,1.0,101230000.0,0.988041729580456,0.8390977443609022,0.0029239766081871343,0.0,1.194817895533356,1.5039781511761372,1.865456420587672,2,重点专项抽检,2
山东,2024,1,2024-01,流通,240,1,1,0.003870371735231,0.1702026268545746,0.0018212999999999,0.0018212999999999,57.65112831493988,1.0,100800000.0,0.9817559720522342,0.8295739348370927,0.0023391812865497076,0.0,0.8287201216511074,1.2653284694351377,1.4382097606961324,2,重点专项抽检,2
