序号,省份,年份,月份,年月,供应链环节,产品分类,产品名称,AFB1浓度_μg_kg_food,消费量_g_day,消费量_kg_day,消费量匹配方式,消费量匹配置信度,是否建议人工复核_消费量,消费量复核原因,体重_kg_bw,EDI_μg_kg_bw_day,MOE_low_bmdl,MOE_sensitive_bmdl,MOE_default_bmdl,MOE_high_bmdl,MOE_upper_bmdl,MOE_cutoff,是否低于MOE阈值,MOE风险等级,MOE风险惩罚项
19,不详,2024,4,2024-04,流通,花生仁/炒货坚果,花生米,42.0,2.13,0.00213,全国中位数默认值,低,True,省份无法匹配消费量，使用全国中位数默认值。,60.0,0.001491,33.5345405767941,44.26559356136821,70.4225352112676,105.96914822266936,126.7605633802817,3160.0,True,低于阈值/需关注,0.977714387591371
20,不详,2024,4,2024-04,流通,花生仁/炒货坚果,红花生,128.0,2.13,0.00213,全国中位数默认值,低,True,省份无法匹配消费量，使用全国中位数默认值。,60.0,0.004544,11.003521126760564,14.524647887323944,23.10739436619718,34.77112676056338,41.59330985915493,3160.0,True,低于阈值/需关注,0.9926875334284186
36,不详,2024,5,2024-05,流通,花生仁/炒货坚果,生花生米,120.0,2.13,0.00213,全国中位数默认值,低,True,省份无法匹配消费量，使用全国中位数默认值。,60.0,0.00426,11.737089201877936,15.492957746478874,24.64788732394366,37.08920187793427,44.36619718309859,3160.0,True,低于阈值/需关注,0.9922000356569799
33,不详,2024,5,2024-05,流通,花生仁/炒货坚果,散花生米,72.1,2.13,0.00213,全国中位数默认值,低,True,省份无法匹配消费量，使用全国中位数默认值。,60.0,0.00255955,19.534683831142196,25.7857826571077,41.022836045398606,61.72960090640933,73.8411048817175,3160.0,True,低于阈值/需关注,0.9870180898590512
98,不详,2024,5,2024-05,流通,花生仁/炒货坚果,大花生米,1.7,2.13,0.00213,全国中位数默认值,低,True,省份无法匹配消费量，使用全国中位数默认值。,60.0,6.0349999999999996e-05,828.5004142502072,1093.6205468102735,1739.850869925435,2618.0613090306547,3131.731565865783,3160.0,True,低于阈值/需关注,0.44941428166916614
16,不详,2024,5,2024-05,流通,花生仁/炒货坚果,花生米（生干籽类）,350.0,2.13,0.00213,全国中位数默认值,低,True,省份无法匹配消费量，使用全国中位数默认值。,60.0,0.012424999999999999,4.024144869215292,5.311871227364186,8.450704225352114,12.716297786720324,15.211267605633804,3160.0,True,低于阈值/需关注,0.9973257265109645
36,不详,2024,5,2024-05,流通,花生仁/炒货坚果,"花生米
（生）",49.7,2.13,0.00213,全国中位数默认值,低,True,省份无法匹配消费量，使用全国中位数默认值。,60.0,0.00176435,28.339048374755578,37.407543854677364,59.512001586986706,89.55139286422762,107.12160285657608,3160.0,True,低于阈值/需关注,0.981167088105384
2,不详,2024,5,2024-05,餐饮,花生仁/炒货坚果,花生米(生),65.1,2.13,0.00213,全国中位数默认值,低,True,省份无法匹配消费量，使用全国中位数默认值。,60.0,0.00231105,21.63518746889942,28.558447458947235,45.433893684688776,68.36719240172216,81.78100863243981,3160.0,True,低于阈值/需关注,0.98562218554282
19,不详,2024,5,2024-05,流通,花生仁/炒货坚果,生花生米,116.0,2.13,0.00213,全国中位数默认值,低,True,省份无法匹配消费量，使用全国中位数默认值。,60.0,0.004118,12.141816415735795,16.027197668771247,25.497814473045167,38.368139873725106,45.8960660514813,3160.0,True,低于阈值/需关注,0.9919310713692895
20,不详,2024,5,2024-05,流通,花生仁/炒货坚果,生花生米,42.6,2.13,0.00213,全国中位数默认值,低,True,省份无法匹配消费量，使用全国中位数默认值。,60.0,0.0015123,33.06222310388151,43.642134497123585,69.43066851815115,104.47662500826556,124.97520333267208,3160.0,True,低于阈值/需关注,0.9780282694562814
23,不详,2024,5,2024-05,餐饮,花生仁/炒货坚果,花生米,183.0,2.13,0.00213,全国中位数默认值,低,True,省份无法匹配消费量，使用全国中位数默认值。,60.0,0.0064965,7.696451935657663,10.159316555068115,16.16254906488109,24.320788116678212,29.092588316785964,3160.0,True,低于阈值/需关注,0.9948852692832655
7,不详,2024,5,2024-05,餐饮,花生仁/炒货坚果,花生米,131.0,2.13,0.00213,全国中位数默认值,低,True,省份无法匹配消费量，使用全国中位数默认值。,60.0,0.0046505,10.751532093323299,14.192022363186755,22.578217395978925,33.974841414901626,40.64079131276207,3160.0,True,低于阈值/需关注,0.9928549944949434
20,不详,2024,5,2024-05,流通,花生仁/炒货坚果,红彩花生米,72.6,2.13,0.00213,全国中位数默认值,低,True,省份无法匹配消费量，使用全国中位数默认值。,60.0,0.0025773,19.400147441120556,25.608194622279132,40.74030962635316,61.30446591394095,73.3325573274357,3160.0,True,低于阈值/需关注,0.9871074969536856
21,不详,2024,5,2024-05,流通,花生仁/炒货坚果,红花生米,201.0,2.13,0.00213,全国中位数默认值,低,True,省份无法匹配消费量，使用全国中位数默认值。,60.0,0.0071355,7.007217433956976,9.249527012823208,14.715156611309647,22.142807091304043,26.487281900357367,3160.0,True,低于阈值/需关注,0.9953433048698387
30,不详,2024,5,2024-05,餐饮,花生仁/炒货坚果,生花生米,30.3,2.13,0.00213,全国中位数默认值,低,True,省份无法匹配消费量，使用全国中位数默认值。,60.0,0.00107565,46.48352159159578,61.35824850090643,97.61539534235114,146.88792822944265,175.70771161623205,3160.0,True,低于阈值/需关注,0.9691090521068508
9,不详,2024,5,2024-05,流通,花生仁/炒货坚果,生花生米,155.0,2.13,0.00213,全国中位数默认值,低,True,省份无法匹配消费量，使用全国中位数默认值。,60.0,0.0055025,9.086778736937756,11.99454793275784,19.082235347569288,28.71422080872331,34.34802362562472,3160.0,True,低于阈值/需关注,0.9939613179279845
12,不详,2024,5,2024-05,流通,花生仁/炒货坚果,生花生米,67.6,2.13,0.00213,全国中位数默认值,低,True,省份无法匹配消费量，使用全国中位数默认值。,60.0,0.0023997999999999997,20.83506958913243,27.50229185765481,43.7536461371781,65.83881990165848,78.75656304692059,3160.0,True,低于阈值/需关注,0.98615390945026
28,不详,2024,5,2024-05,流通,花生仁/炒货坚果,生花生米,67.6,2.13,0.00213,全国中位数默认值,低,True,省份无法匹配消费量，使用全国中位数默认值。,60.0,0.0023997999999999997,20.83506958913243,27.50229185765481,43.7536461371781,65.83881990165848,78.75656304692059,3160.0,True,低于阈值/需关注,0.98615390945026
34,不详,2024,5,2024-05,流通,花生仁/炒货坚果,白花生米（生干籽类）,750.0,2.13,0.00213,全国中位数默认值,低,True,省份无法匹配消费量，使用全国中位数默认值。,60.0,0.026625,1.8779342723004697,2.47887323943662,3.943661971830986,5.934272300469484,7.098591549295775,3160.0,True,低于阈值/需关注,0.9987520057051168
15,不详,2024,6,2024-06,流通,花生仁/炒货坚果,生花生仁,73.5,2.13,0.00213,全国中位数默认值,低,True,省份无法匹配消费量，使用全国中位数默认值。,60.0,0.00260925,19.162594615310915,25.294624892210408,40.241448692152915,60.55379898438249,72.43460764587525,3160.0,True,低于阈值/需关注,0.9872653643379262
24,不详,2024,6,2024-06,流通,花生仁/炒货坚果,生花生仁,51.3,2.13,0.00213,全国中位数默认值,低,True,省份无法匹配消费量，使用全国中位数默认值。,60.0,0.00182115,27.45517941959751,36.24083683386871,57.65587678115477,86.75836696592813,103.78057820607859,3160.0,True,低于阈值/需关注,0.9817544693730523
25,不详,2024,6,2024-06,流通,花生仁/炒货坚果,生花生仁,372.0,2.13,0.00213,全国中位数默认值,低,True,省份无法匹配消费量，使用全国中位数默认值。,60.0,0.013205999999999999,3.7861578070573985,4.997728305315766,7.950931394820536,11.96425867030138,14.311676510676966,3160.0,True,低于阈值/需关注,0.9974838824699935
55,不详,2024,6,2024-06,流通,花生仁/炒货坚果,生花生米,67.5,2.13,0.00213,全国中位数默认值,低,True,省份无法匹配消费量，使用全国中位数默认值。,60.0,0.00239625,20.865936358894107,27.543035993740222,43.81846635367762,65.93635889410538,78.87323943661973,3160.0,True,低于阈值/需关注,0.9861333967235197
23,不详,2024,6,2024-06,流通,花生仁/炒货坚果,生花生米,54.7,2.13,0.00213,全国中位数默认值,低,True,省份无法匹配消费量，使用全国中位数默认值。,60.0,0.00194185,25.74864175914721,33.988207122074314,54.07214769420913,81.36570795890518,97.32986584957644,3160.0,True,低于阈值/需关注,0.982888560856263
24,不详,2024,6,2024-06,流通,花生仁/炒货坚果,花生米,61.3,2.13,0.00213,全国中位数默认值,低,True,省份无法匹配消费量，使用全国中位数默认值。,60.0,0.00217615,22.97635732830917,30.328791673368105,48.25035038944925,72.60528915745698,86.85063070100867,3160.0,True,低于阈值/需关注,0.9847309017754908
25,不详,2024,6,2024-06,流通,花生仁/炒货坚果,花生米,758.0,2.13,0.00213,全国中位数默认值,低,True,省份无法匹配消费量，使用全国中位数默认值。,60.0,0.026909,1.858114385521573,2.452710988888476,3.902040209595303,5.87164145824817,7.023672377271545,3160.0,True,低于阈值/需关注,0.9987651771488623
2,不详,2024,6,2024-06,流通,花生仁/炒货坚果,红皮小花生,238.0,2.13,0.00213,全国中位数默认值,低,True,省份无法匹配消费量，使用全国中位数默认值。,60.0,0.008449,5.917860101787194,7.811575334359096,12.427506213753107,18.700437921647534,22.36951118475559,3160.0,True,低于阈值/需关注,0.9960672448690655
64,不详,2024,6,2024-06,流通,花生仁/炒货坚果,红皮小花生,238.0,2.13,0.00213,全国中位数默认值,低,True,省份无法匹配消费量，使用全国中位数默认值。,60.0,0.008449,5.917860101787194,7.811575334359096,12.427506213753107,18.700437921647534,22.36951118475559,3160.0,True,低于阈值/需关注,0.9960672448690655
7,不详,2024,6,2024-06,流通,花生仁/炒货坚果,生花生米,34.5,2.13,0.00213,全国中位数默认值,低,True,省份无法匹配消费量，使用全国中位数默认值。,60.0,0.00122475,40.82465809348847,53.888548683404785,85.73178199632578,129.00591957542358,154.31720759338643,3160.0,True,低于阈值/需关注,0.9728696892416691
8,不详,2024,6,2024-06,流通,花生仁/炒货坚果,生花生米,162.0,2.13,0.00213,全国中位数默认值,低,True,省份无法匹配消费量，使用全国中位数默认值。,60.0,0.005751,8.69414014953921,11.476264997391759,18.257694314032342,27.473482872543904,32.863849765258216,3160.0,True,低于阈值/需关注,0.9942222486347998
9,不详,2024,6,2024-06,流通,花生仁/炒货坚果,生花生米,216.0,2.13,0.00213,全国中位数默认值,低,True,省份无法匹配消费量，使用全国中位数默认值。,60.0,0.0076679999999999995,6.520605112154409,8.60719874804382,13.693270735524257,20.60511215440793,24.647887323943664,3160.0,True,低于阈值/需关注,0.9956666864761
10,不详,2024,6,2024-06,流通,花生仁/炒货坚果,生花生米,273.0,2.13,0.00213,全国中位数默认值,低,True,省份无法匹配消费量，使用全国中位数默认值。,60.0,0.009691499999999999,5.159160088737554,6.810091317133572,10.834236186348864,16.30294588041067,19.501625135427954,3160.0,True,低于阈值/需关注,0.9965714442448264
110,不详,2024,6,2024-06,流通,花生仁/炒货坚果,白皮花生仁,263.0,2.13,0.00213,全国中位数默认值,低,True,省份无法匹配消费量，使用全国中位数默认值。,60.0,0.0093365,5.355325871579287,7.069030150484658,11.2461843303165,16.922829754190545,20.243131794569702,3160.0,True,低于阈值/需关注,0.9964410809081278
15,不详,2024,6,2024-06,餐饮,花生仁/炒货坚果,花生米,106.0,2.13,0.00213,全国中位数默认值,低,True,省份无法匹配消费量，使用全国中位数默认值。,60.0,0.003763,13.287270794578795,17.53919744884401,27.903268668615468,41.98777571086899,50.22588360350784,3160.0,True,低于阈值/需关注,0.991169851687147
28,不详,2024,6,2024-06,流通,花生仁/炒货坚果,（新）花生米,289.0,2.13,0.00213,全国中位数默认值,低,True,省份无法匹配消费量，使用全国中位数默认值。,60.0,0.0102595,4.8735318485306305,6.433062040060433,10.234416881914324,15.400360641356793,18.421950387445783,3160.0,True,低于阈值/需关注,0.9967612604804068
183,不详,2024,6,2024-06,流通,花生仁/炒货坚果,红皮花生,210.0,2.13,0.00213,全国中位数默认值,低,True,省份无法匹配消费量，使用全国中位数默认值。,60.0,0.007455,6.70690811535882,8.853118712273643,14.08450704225352,21.19382964453387,25.35211267605634,3160.0,True,低于阈值/需关注,0.9955428775182743
184,不详,2024,6,2024-06,餐饮,花生仁/炒货坚果,花生米,362.0,2.13,0.00213,全国中位数默认值,低,True,省份无法匹配消费量，使用全国中位数默认值。,60.0,0.012851,3.8907478017274926,5.13578709828029,8.170570383627734,12.294763053458876,14.70702669052992,3160.0,True,低于阈值/需关注,0.9974143764608773
185,不详,2024,6,2024-06,餐饮,花生仁/炒货坚果,花生米,149.0,2.13,0.00213,全国中位数默认值,低,True,省份无法匹配消费量，使用全国中位数默认值。,60.0,0.0052895,9.452689290103034,12.477549862936007,19.850647509216373,29.87049815672559,35.73116551658947,3160.0,True,低于阈值/需关注,0.9937181495223999
186,不详,2024,6,2024-06,流通,花生仁/炒货坚果,花生米,37.2,2.13,0.00213,全国中位数默认值,低,True,省份无法匹配消费量，使用全国中位数默认值。,60.0,0.0013206000000000001,37.861578070573984,49.977283053157656,79.50931394820535,119.64258670301378,143.11676510676963,3160.0,True,低于阈值/需关注,0.974838824699935
7,不详,2024,7,2024-07,流通,花生仁/炒货坚果,白皮花生米,261.0,2.13,0.00213,全国中位数默认值,低,True,省份无法匹配消费量，使用全国中位数默认值。,60.0,0.009265500000000001,5.3963628514381305,7.123198963898332,11.332361988020073,17.05250661054449,20.39825157843613,3160.0,True,低于阈值/需关注,0.9964138094974619
20,不详,2024,7,2024-07,流通,花生仁/炒货坚果,散称花生米,137.0,2.13,0.00213,全国中位数默认值,低,True,省份无法匹配消费量，使用全国中位数默认值。,60.0,0.004863500000000001,10.280662074637606,13.570473938521639,21.58939035673897,32.48689215585483,38.86090264213015,3160.0,True,低于阈值/需关注,0.9931679144440699
5,不详,2024,7,2024-07,流通,花生仁/炒货坚果,生花生米,270.0,2.13,0.00213,全国中位数默认值,低,True,省份无法匹配消费量，使用全国中位数默认值。,60.0,0.009585,5.216484089723527,6.885758998435056,10.954616588419405,16.484089723526345,19.71830985915493,3160.0,True,低于阈值/需关注,0.9965333491808799
6,不详,2024,7,2024-07,流通,花生仁/炒货坚果,生花生米,270.0,2.13,0.00213,全国中位数默认值,低,True,省份无法匹配消费量，使用全国中位数默认值。,60.0,0.009585,5.216484089723527,6.885758998435056,10.954616588419405,16.484089723526345,19.71830985915493,3160.0,True,低于阈值/需关注,0.9965333491808799
4,不详,2024,7,2024-07,餐饮,花生仁/炒货坚果,花生米,37.3,2.13,0.00213,全国中位数默认值,低,True,省份无法匹配消费量，使用全国中位数默认值。,60.0,0.0013241499999999998,37.7600724993392,49.84329569912775,79.29615224861233,119.32182909791189,142.73307404750219,3160.0,True,低于阈值/需关注,0.9749062809339833
29,不详,2024,7,2024-07,流通,花生仁/炒货坚果,花生,927.0,2.13,0.00213,全国中位数默认值,低,True,省份无法匹配消费量，使用全国中位数默认值。,60.0,0.0329085,1.5193642979777262,2.0055608733305985,3.1906650257532245,4.801191181609615,5.743197046355805,3160.0,True,低于阈值/需关注,0.9989902958779262
30,不详,2024,7,2024-07,流通,花生仁/炒货坚果,花生米,462.0,2.13,0.00213,全国中位数默认值,低,True,省份无法匹配消费量，使用全国中位数默认值。,60.0,0.016401,3.048594597890373,4.024144869215292,6.402048655569782,9.633558929333578,11.523687580025609,3160.0,True,低于阈值/需关注,0.9979740352355793
31,不详,2024,7,2024-07,流通,花生仁/炒货坚果,花生米,522.0,2.13,0.00213,全国中位数默认值,低,True,省份无法匹配消费量，使用全国中位数默认值。,60.0,0.018531000000000002,2.6981814257190653,3.561599481949166,5.666180994010037,8.526253305272245,10.199125789218066,3160.0,True,低于阈值/需关注,0.998206904748731
32,不详,2024,7,2024-07,流通,花生仁/炒货坚果,生花生米,38.0,2.13,0.00213,全国中位数默认值,低,True,省份无法匹配消费量，使用全国中位数默认值。,60.0,0.001349,37.064492216456635,48.92512972572276,77.83543365455893,117.12379540400298,140.10378057820608,3160.0,True,低于阈值/需关注,0.9753685336536205
7,不详,2024,7,2024-07,流通,花生仁/炒货坚果,生花生米,86.5,2.13,0.00213,全国中位数默认值,低,True,省份无法匹配消费量，使用全国中位数默认值。,60.0,0.0030707499999999997,16.282667100871127,21.493120573149884,34.19360091182936,51.453228038752755,61.54848164129285,3160.0,True,低于阈值/需关注,0.9891792402177755
49,不详,2024,7,2024-07,餐饮,花生仁/炒货坚果,生花生米,35.6,2.13,0.00213,全国中位数默认值,低,True,省份无法匹配消费量，使用全国中位数默认值。,60.0,0.0012638,39.56322202880202,52.22345307801867,83.08276626048425,125.0197816110144,149.54897926887165,3160.0,True,低于阈值/需关注,0.9737079853606062
9,不详,2024,7,2024-07,流通,花生仁/炒货坚果,生花生米,181.0,2.13,0.00213,全国中位数默认值,低,True,省份无法匹配消费量，使用全国中位数默认值。,60.0,0.0064255,7.781495603454985,10.27157419656058,16.341140767255467,24.589526106917752,29.41405338105984,3160.0,True,低于阈值/需关注,0.9948287529217545
41,不详,2024,7,2024-07,流通,花生仁/炒货坚果,散装小花生米（生干籽类）,487.0,2.13,0.00213,全国中位数默认值,低,True,省份无法匹配消费量，使用全国中位数默认值。,60.0,0.0172885,2.8920959019001073,3.8175665905081417,6.073401393990225,9.139023050004338,10.932122509182406,3160.0,True,低于阈值/需关注,0.9980780375335475
28,不详,2024,7,2024-07,流通,花生仁/炒货坚果,小花生米,61.6,2.13,0.00213,全国中位数默认值,低,True,省份无法匹配消费量，使用全国中位数默认值。,60.0,0.0021868,22.864459484177797,30.18108651911469,48.015364916773365,72.25169197000183,86.42765685019207,3160.0,True,低于阈值/需关注,0.9848052642668439
29,不详,2024,7,2024-07,流通,花生仁/炒货坚果,生花生米,54.6,2.13,0.00213,全国中位数默认值,低,True,省份无法匹配消费量，使用全国中位数默认值。,60.0,0.0019383,25.795800443687767,34.05045658566785,54.17118093174431,81.51472940205335,97.50812567713976,3160.0,True,低于阈值/需关注,0.9828572212241315
34,不详,2024,7,2024-07,流通,花生仁/炒货坚果,小花生米,61.6,2.13,0.00213,全国中位数默认值,低,True,省份无法匹配消费量，使用全国中位数默认值。,60.0,0.0021868,22.864459484177797,30.18108651911469,48.015364916773365,72.25169197000183,86.42765685019207,3160.0,True,低于阈值/需关注,0.9848052642668439
35,不详,2024,7,2024-07,流通,花生仁/炒货坚果,生花生米,54.6,2.13,0.00213,全国中位数默认值,低,True,省份无法匹配消费量，使用全国中位数默认值。,60.0,0.0019383,25.795800443687767,34.05045658566785,54.17118093174431,81.51472940205335,97.50812567713976,3160.0,True,低于阈值/需关注,0.9828572212241315
20,不详,2024,7,2024-07,流通,花生仁/炒货坚果,（新）花生米,492.0,2.13,0.00213,全国中位数默认值,低,True,省份无法匹配消费量，使用全国中位数默认值。,60.0,0.017466,2.8627046833848624,3.778770182068018,6.01167983510821,9.046146799496166,10.82102370319478,3160.0,True,低于阈值/需关注,0.9980975696724341
28,不详,2024,7,2024-07,流通,花生仁/炒货坚果,（新）花生米,492.0,2.13,0.00213,全国中位数默认值,低,True,省份无法匹配消费量，使用全国中位数默认值。,60.0,0.017466,2.8627046833848624,3.778770182068018,6.01167983510821,9.046146799496166,10.82102370319478,3160.0,True,低于阈值/需关注,0.9980975696724341
77,不详,2024,7,2024-07,流通,花生仁/炒货坚果,鲁花花生米,59.2,2.13,0.00213,全国中位数默认值,低,True,省份无法匹配消费量，使用全国中位数默认值。,60.0,0.0021016000000000003,23.791397030833647,31.404644080700415,49.961933764750654,75.18081461743432,89.93148077655118,3160.0,True,低于阈值/需关注,0.9841892614668512
52,不详,2024,8,2024-08,流通,花生仁/炒货坚果,红皮花生,156.0,2.13,0.00213,全国中位数默认值,低,True,省份无法匹配消费量，使用全国中位数默认值。,60.0,0.005538,9.028530155290719,11.917659804983748,18.959913326110506,28.530155290718668,34.12784398699891,3160.0,True,低于阈值/需关注,0.9940000274284461
53,不详,2024,8,2024-08,流通,花生仁/炒货坚果,花生米,37.4,2.13,0.00213,全国中位数默认值,低,True,省份无法匹配消费量，使用全国中位数默认值。,60.0,0.0013277,37.65910973864578,49.71002485501243,79.08413045115613,119.00278677412066,142.35143481208104,3160.0,True,低于阈值/需关注,0.9749733764395077
54,不详,2024,8,2024-08,流通,花生仁/炒货坚果,红皮花生,156.0,2.13,0.00213,全国中位数默认值,低,True,省份无法匹配消费量，使用全国中位数默认值。,60.0,0.005538,9.028530155290719,11.917659804983748,18.959913326110506,28.530155290718668,34.12784398699891,3160.0,True,低于阈值/需关注,0.9940000274284461
55,不详,2024,8,2024-08,流通,花生仁/炒货坚果,红皮花生,130.0,2.13,0.00213,全国中位数默认值,低,True,省份无法匹配消费量，使用全国中位数默认值。,60.0,0.004614999999999999,10.834236186348864,14.301191765980501,22.751895991332614,34.23618634886241,40.95341278439871,3160.0,True,低于阈值/需关注,0.9928000329141352
56,不详,2024,8,2024-08,流通,花生仁/炒货坚果,花生米,37.4,2.13,0.00213,全国中位数默认值,低,True,省份无法匹配消费量，使用全国中位数默认值。,60.0,0.0013277,37.65910973864578,49.71002485501243,79.08413045115613,119.00278677412066,142.35143481208104,3160.0,True,低于阈值/需关注,0.9749733764395077
63,不详,2024,8,2024-08,流通,花生仁/炒货坚果,花生米（生干籽类）,91.0,2.13,0.00213,全国中位数默认值,低,True,省份无法匹配消费量，使用全国中位数默认值。,60.0,0.0032305,15.477480266212662,20.430273951400714,32.50270855904659,48.90883764123201,58.50487540628386,3160.0,True,低于阈值/需关注,0.989714332734479
6,不详,2024,8,2024-08,流通,花生仁/炒货坚果,花生米,53.7,2.13,0.00213,全国中位数默认值,低,True,省份无法匹配消费量，使用全国中位数默认值。,60.0,0.00190635,26.228132294699297,34.62113462900307,55.07907781886851,82.88089805124977,99.14234007396334,3160.0,True,低于阈值/需关注,0.9825699120826366
27,不详,2024,8,2024-08,流通,花生仁/炒货坚果,花生米,53.7,2.13,0.00213,全国中位数默认值,低,True,省份无法匹配消费量，使用全国中位数默认值。,60.0,0.00190635,26.228132294699297,34.62113462900307,55.07907781886851,82.88089805124977,99.14234007396334,3160.0,True,低于阈值/需关注,0.9825699120826366
2,不详,2024,8,2024-08,餐饮,花生仁/炒货坚果,生花生米,27.0,2.13,0.00213,全国中位数默认值,低,True,省份无法匹配消费量，使用全国中位数默认值。,60.0,0.0009584999999999999,52.16484089723527,68.85758998435055,109.54616588419405,164.84089723526344,197.1830985915493,3160.0,True,低于阈值/需关注,0.9653334918087993
23,不详,2024,8,2024-08,流通,花生仁/炒货坚果,花生米,252.0,2.13,0.00213,全国中位数默认值,低,True,省份无法匹配消费量，使用全国中位数默认值。,60.0,0.008946,5.58909009613235,7.377598926894701,11.737089201877932,17.661524703778223,21.12676056338028,3160.0,True,低于阈值/需关注,0.9962857312652285
3,不详,2024,8,2024-08,餐饮,花生仁/炒货坚果,花生籽,252.0,2.13,0.00213,全国中位数默认值,低,True,省份无法匹配消费量，使用全国中位数默认值。,60.0,0.008946,5.58909009613235,7.377598926894701,11.737089201877932,17.661524703778223,21.12676056338028,3160.0,True,低于阈值/需关注,0.9962857312652285
1,不详,2024,8,2024-08,流通,花生仁/炒货坚果,白花生米,36.2,2.13,0.00213,全国中位数默认值,低,True,省份无法匹配消费量，使用全国中位数默认值。,60.0,0.0012851000000000002,38.90747801727492,51.35787098280289,81.70570383627732,122.94763053458873,147.07026690529918,3160.0,True,低于阈值/需关注,0.974143764608773
33,不详,2024,8,2024-08,流通,花生仁/炒货坚果,生花生米,341.0,2.13,0.00213,全国中位数默认值,低,True,省份无法匹配消费量，使用全国中位数默认值。,60.0,0.0121055,4.130353971335344,5.452067242162654,8.67374333980422,13.051918549419685,15.612738011647599,3160.0,True,低于阈值/需关注,0.9972551445127201
34,不详,2024,8,2024-08,流通,花生仁/炒货坚果,生花生米,83.6,2.13,0.00213,全国中位数默认值,低,True,省份无法匹配消费量，使用全国中位数默认值。,60.0,0.0029677999999999996,16.847496462025745,22.238695329873984,35.379742570254066,53.23808882000136,63.68353662645732,3160.0,True,低于阈值/需关注,0.9888038789334639
19,不详,2024,8,2024-08,流通,花生仁/炒货坚果,散白沙花生米DJ,49.7,2.13,0.00213,全国中位数默认值,低,True,省份无法匹配消费量，使用全国中位数默认值。,60.0,0.00176435,28.339048374755578,37.407543854677364,59.512001586986706,89.55139286422762,107.12160285657608,3160.0,True,低于阈值/需关注,0.981167088105384
31,不详,2024,8,2024-08,流通,花生仁/炒货坚果,花生米,140.0,2.13,0.00213,全国中位数默认值,低,True,省份无法匹配消费量，使用全国中位数默认值。,60.0,0.0049700000000000005,10.060362173038229,13.279678068410462,21.12676056338028,31.790744466800803,38.028169014084504,3160.0,True,低于阈值/需关注,0.9933143162774113
42,不详,2024,8,2024-08,流通,花生仁/炒货坚果,生花生米,270.0,2.13,0.00213,全国中位数默认值,低,True,省份无法匹配消费量，使用全国中位数默认值。,60.0,0.009585,5.216484089723527,6.885758998435056,10.954616588419405,16.484089723526345,19.71830985915493,3160.0,True,低于阈值/需关注,0.9965333491808799
43,不详,2024,8,2024-08,流通,花生仁/炒货坚果,红皮花生,307.0,2.13,0.00213,全国中位数默认值,低,True,省份无法匹配消费量，使用全国中位数默认值。,60.0,0.0108985,4.587787310180301,6.0558792494379965,9.63435335137863,14.497407900169748,17.341836032481535,3160.0,True,低于阈值/需关注,0.9969511540027283
37,不详,2024,8,2024-08,流通,花生仁/炒货坚果,生花生米,40.6,2.13,0.00213,全国中位数默认值,低,True,省份无法匹配消费量，使用全国中位数默认值。,60.0,0.0014413,34.69090404495942,45.791993339346426,72.85089849441476,109.62325678207175,131.13161728994658,3160.0,True,低于阈值/需关注,0.97694591819797
38,山东,2024,8,2024-08,流通,花生仁/炒货坚果,花生米,113.0,4.67,0.00467,同省最近年份(2022),中,True,消费量数据年份未覆盖当前面板年份，使用同省最近年份。,60.0,0.008795166666666666,5.68494059237081,7.5041215819294695,11.938375243978701,17.96441227189176,21.489075439161663,3160.0,True,低于阈值/需关注,0.9962220331506397
16,不详,2024,8,2024-08,流通,花生仁/炒货坚果,白花生米,51.7,2.13,0.00213,全国中位数默认值,低,True,省份无法匹配消费量，使用全国中位数默认值。,60.0,0.00183535,27.242760236467163,35.960443512136656,57.209796496581035,86.08712234723623,102.97763369384586,3160.0,True,低于阈值/需关注,0.9818956340200693
72,不详,2024,9,2024-09,流通,花生仁/炒货坚果,生花生米,102.0,2.13,0.00213,全国中位数默认值,低,True,省份无法匹配消费量，使用全国中位数默认值。,60.0,0.003621,13.808340237503453,18.227009113504558,28.997514498757248,43.634355150510906,52.19552609776305,3160.0,True,低于阈值/需关注,0.9908235713611528
73,不详,2024,9,2024-09,流通,花生仁/炒货坚果,生花生米,138.0,2.13,0.00213,全国中位数默认值,低,True,省份无法匹配消费量，使用全国中位数默认值。,60.0,0.004899,10.206164523372118,13.472137170851196,21.432945499081445,32.251479893855894,38.57930189834661,3160.0,True,低于阈值/需关注,0.9932174223104172
74,不详,2024,9,2024-09,流通,花生仁/炒货坚果,大粒生花生米,308.0,2.13,0.00213,全国中位数默认值,低,True,省份无法匹配消费量，使用全国中位数默认值。,60.0,0.010934,4.572891896835559,6.036217303822938,9.603072983354673,14.450338394000367,17.285531370038413,3160.0,True,低于阈值/需关注,0.9969610528533688
1,不详,2024,9,2024-09,流通,花生仁/炒货坚果,红花生米,33.9,2.13,0.00213,全国中位数默认值,低,True,省份无法匹配消费量，使用全国中位数默认值。,60.0,0.0012034499999999998,41.54721841372721,54.84232830611992,87.24915866882714,131.289210187378,157.04848560388885,3160.0,True,低于阈值/需关注,0.9723895067503712
46,不详,2024,9,2024-09,流通,花生仁/炒货坚果,白皮花生米,35.2,2.13,0.00213,全国中位数默认值,低,True,省份无法匹配消费量，使用全国中位数默认值。,60.0,0.0012496,40.01280409731114,52.816901408450704,84.02688860435339,126.4404609475032,151.2483994878361,3160.0,True,低于阈值/需关注,0.9734092124669769
