省份,年份,月份,年月,供应链环节,EDI记录数,EDI均值,EDI中位数,EDI_P95,MOE_default_均值,MOE_default_中位数,MOE_default_最小值,低于MOE阈值记录数,MOE风险惩罚项_均值,低于MOE阈值比例,MOE风险等级_主导
江苏,2023,7,2023-07,流通,1,0.002711833333333333,0.002711833333333333,0.002711833333333333,38.719193657427326,38.719193657427326,38.719193657427326,1,0.9877470906147382,1.0,低于阈值/需关注
江苏,2023,12,2023-12,流通,2,0.0013205833333333335,0.0013205833333333335,0.0024455083333333335,763.348570317059,763.348570317059,40.84808403034428,2,0.7584339967351079,1.0,低于阈值/需关注
江苏,2023,12,2023-12,餐饮,1,0.0046816666666666664,0.0046816666666666664,0.0046816666666666664,22.427910288358845,22.427910288358845,22.427910288358845,1,0.9929025600353295,1.0,低于阈值/需关注
江苏,2024,6,2024-06,流通,2,0.004752333333333333,0.004752333333333333,0.004760283333333333,22.094486097859132,22.094486097859132,22.053418279833377,2,0.9930080740196648,1.0,低于阈值/需关注
江苏,2024,6,2024-06,餐饮,2,0.012591916666666668,0.012591916666666668,0.01668219166666667,9.58764167704541,9.58764167704541,6.127212604551643,2,0.9969659361781502,1.0,低于阈值/需关注
江苏,2024,7,2024-07,餐饮,1,0.0033566666666666667,0.0033566666666666667,0.0033566666666666667,31.28103277060576,31.28103277060576,31.28103277060576,1,0.9901009389966438,1.0,低于阈值/需关注
江苏,2024,8,2024-08,餐饮,2,0.0848,0.0848,0.0848,1.2382075471698113,1.2382075471698113,1.2382075471698113,2,0.9996081621686173,1.0,低于阈值/需关注
江苏,2024,10,2024-10,餐饮,1,0.02332,0.02332,0.02332,4.502572898799314,4.502572898799314,4.502572898799314,1,0.9985751351586077,1.0,低于阈值/需关注
江西,2023,11,2023-11,生产,1,0.0018757999999999997,0.0018757999999999997,0.0018757999999999997,55.97611685680777,55.97611685680777,55.97611685680777,1,0.9822860389693646,1.0,低于阈值/需关注
江西,2024,8,2024-08,流通,1,0.003872133333333333,0.003872133333333333,0.003872133333333333,27.116834819737615,27.116834819737615,27.116834819737615,1,0.9914187231583109,1.0,低于阈值/需关注
江西,2024,12,2024-12,流通,1,0.0034577999999999996,0.0034577999999999996,0.0034577999999999996,30.36612875238591,30.36612875238591,30.36612875238591,1,0.990390465584688,1.0,低于阈值/需关注
江西,2024,12,2024-12,生产,1,0.0024408,0.0024408,0.0024408,43.018682399213375,43.018682399213375,43.018682399213375,1,0.9863864929116413,1.0,低于阈值/需关注
河北,2023,9,2023-09,流通,1,0.0011146666666666666,0.0011146666666666666,0.0011146666666666666,94.19856459330144,94.19856459330144,94.19856459330144,1,0.9701903276603476,1.0,低于阈值/需关注
河北,2024,3,2024-03,流通,1,0.015253333333333334,0.015253333333333334,0.015253333333333334,6.883741258741258,6.883741258741258,6.883741258741258,1,0.997821600867487,1.0,低于阈值/需关注
河北,2024,5,2024-05,餐饮,2,0.0037180000000000004,0.0037180000000000004,0.0060148,53.398934729619924,53.398934729619924,16.74641148325359,2,0.9831016029336646,1.0,低于阈值/需关注
河北,2024,6,2024-06,生产,1,0.0014776666666666666,0.0014776666666666666,0.0014776666666666666,71.05797428378074,71.05797428378074,71.05797428378074,1,0.9775132992772846,1.0,低于阈值/需关注
河北,2024,8,2024-08,流通,2,0.0029168333333333338,0.0029168333333333338,0.0035388833333333336,38.1394357039272,38.1394357039272,29.101995565410196,2,0.9879305583215421,1.0,低于阈值/需关注
河南,2023,1,2023-01,流通,1,0.0023595,0.0023595,0.0023595,44.50095359186268,44.50095359186268,44.50095359186268,1,0.9859174197494106,1.0,低于阈值/需关注
河南,2023,1,2023-01,餐饮,4,0.0092789125,0.006277700000000001,0.019784049999999997,20.360956456394703,19.717559171926673,4.830695620169304,4,0.9935566593492422,1.0,低于阈值/需关注
河南,2023,2,2023-02,餐饮,4,0.0032604,0.0032639750000000006,0.0033100925,32.21031083857534,32.16940263467961,31.649385097660957,4,0.9898068636586788,1.0,低于阈值/需关注
河南,2023,3,2023-03,餐饮,5,0.0038767300000000005,0.0034034000000000004,0.006678099999999999,32.310284721446095,30.85150143973673,14.257587073121053,5,0.9897752263539727,1.0,低于阈值/需关注
河南,2023,4,2023-04,流通,1,0.022022,0.022022,0.022022,4.767959313413859,4.767959313413859,4.767959313413859,1,0.9984911521160083,1.0,低于阈值/需关注
河南,2023,4,2023-04,餐饮,30,0.0039625300000000006,0.0039897000000000005,0.0060892975,29.004702720797226,26.31776825325212,17.21607817739119,30,0.9908212966073427,1.0,低于阈值/需关注
河南,2023,7,2023-07,餐饮,1,0.0034963500000000005,0.0034963500000000005,0.0034963500000000005,30.03131837487665,30.03131837487665,30.03131837487665,1,0.9904964182357985,1.0,低于阈值/需关注
河南,2023,9,2023-09,餐饮,1,0.00222365,0.00222365,0.00222365,47.21966136757133,47.21966136757133,47.21966136757133,1,0.9850570691874774,1.0,低于阈值/需关注
河南,2023,10,2023-10,餐饮,3,0.015253333333333334,0.012870000000000001,0.01975545,7.254654583006478,8.158508158508157,5.116834385127068,3,0.9977042232332257,1.0,低于阈值/需关注
河南,2023,11,2023-11,流通,1,0.0090805,0.0090805,0.0090805,11.563239909696602,11.563239909696602,11.563239909696602,1,0.9963407468640201,1.0,低于阈值/需关注
河南,2023,11,2023-11,餐饮,3,0.0037799666666666672,0.0037466000000000005,0.0039139100000000005,27.802745701557285,28.025409704799014,26.70057215511761,3,0.9912016627526717,1.0,低于阈值/需关注
河南,2023,12,2023-12,餐饮,3,0.014628900000000002,0.007650500000000001,0.0291434,13.124234639446408,13.724593163845498,3.3300033300033296,3,0.9958467611900487,1.0,低于阈值/需关注
河南,2024,1,2024-01,流通,1,0.002288,0.002288,0.002288,45.891608391608386,45.891608391608386,45.891608391608386,1,0.9854773391165796,1.0,低于阈值/需关注
河南,2024,3,2024-03,餐饮,2,0.0036393500000000004,0.0036393500000000004,0.00464321,31.842319004984873,31.842319004984873,22.083179977916817,2,0.9899233167705744,1.0,低于阈值/需关注
河南,2024,6,2024-06,餐饮,5,0.00920348,0.008723000000000002,0.0155155,18.52564537380138,12.037143184684165,6.7674261222648315,5,0.9941374539956325,1.0,低于阈值/需关注
河南,2024,7,2024-07,餐饮,2,0.005759325000000001,0.005759325000000001,0.0066570075,18.79501879501879,18.79501879501879,15.540015540015538,2,0.9940522092420826,1.0,低于阈值/需关注
河南,2024,8,2024-08,餐饮,1,0.032318,0.032318,0.032318,3.2489634259545763,3.2489634259545763,3.2489634259545763,1,0.998971847017103,1.0,低于阈值/需关注
河南,2024,9,2024-09,餐饮,2,0.0027348750000000003,0.0027348750000000003,0.0031177575000000003,39.345032200473966,39.345032200473966,33.224693858178014,2,0.9875490404428879,1.0,低于阈值/需关注
河南,2024,11,2024-11,餐饮,1,0.0024667500000000006,0.0024667500000000006,0.0024667500000000006,42.56612952265125,42.56612952265125,42.56612952265125,1,0.9865297058472622,1.0,低于阈值/需关注
河南,2024,12,2024-12,流通,1,0.014228500000000002,0.014228500000000002,0.014228500000000002,7.379555118248584,7.379555118248584,7.379555118248584,1,0.9976646977473898,1.0,低于阈值/需关注
河南,2024,12,2024-12,餐饮,1,0.00230945,0.00230945,0.00230945,45.465370542769925,45.465370542769925,45.465370542769925,1,0.9856122245117817,1.0,低于阈值/需关注
浙江,2023,6,2023-06,餐饮,1,0.014430666666666668,0.014430666666666668,0.014430666666666668,7.276171117065508,7.276171117065508,7.276171117065508,1,0.9976974142034603,1.0,低于阈值/需关注
浙江,2023,8,2023-08,餐饮,1,0.002511666666666667,0.002511666666666667,0.002511666666666667,41.8049104180491,41.8049104180491,41.8049104180491,1,0.9867705979689718,1.0,低于阈值/需关注
浙江,2023,12,2023-12,餐饮,1,0.047310666666666674,0.047310666666666674,0.047310666666666674,2.2193726573288615,2.2193726573288615,2.2193726573288615,1,0.9992976668805922,1.0,低于阈值/需关注
浙江,2024,4,2024-04,生产,1,0.0035346000000000006,0.0035346000000000006,0.0035346000000000006,29.70633169241215,29.70633169241215,29.70633169241215,1,0.9905992621226544,1.0,低于阈值/需关注
浙江,2024,5,2024-05,餐饮,1,0.0042196000000000004,0.0042196000000000004,0.0042196000000000004,24.88387524883875,24.88387524883875,24.88387524883875,1,0.9921253559339118,1.0,低于阈值/需关注
浙江,2024,6,2024-06,流通,2,0.0037492333333333334,0.0037492333333333334,0.003893083333333333,28.056715802344286,28.056715802344286,26.860631693839963,2,0.9911212924676125,1.0,低于阈值/需关注
浙江,2024,7,2024-07,流通,1,0.007032666666666668,0.007032666666666668,0.007032666666666668,14.930325149303249,14.930325149303249,14.930325149303249,1,0.995275213560347,1.0,低于阈值/需关注
浙江,2024,11,2024-11,生产,1,0.004594066666666666,0.004594066666666666,0.004594066666666666,22.855567325971183,22.855567325971183,22.855567325971183,1,0.9927672255297559,1.0,低于阈值/需关注
海南,2024,4,2024-04,餐饮,1,0.0085705,0.0085705,0.0085705,12.25132722711627,12.25132722711627,12.25132722711627,1,0.9961229977129379,1.0,低于阈值/需关注
海南,2024,5,2024-05,生产,1,0.0017994999999999999,0.0017994999999999999,0.0017994999999999999,58.349541539316476,58.349541539316476,58.349541539316476,1,0.9815349552090771,1.0,低于阈值/需关注
海南,2024,7,2024-07,餐饮,1,0.0011651,0.0011651,0.0011651,90.12101965496522,90.12101965496522,90.12101965496522,1,0.971480689982606,1.0,低于阈值/需关注
湖北,2023,12,2023-12,餐饮,1,0.001668266666666667,0.001668266666666667,0.001668266666666667,62.939578005115074,62.939578005115074,62.939578005115074,1,0.9800824120236978,1.0,低于阈值/需关注
湖北,2024,1,2024-01,餐饮,1,0.0033756333333333334,0.0033756333333333334,0.0033756333333333334,31.10527407202599,31.10527407202599,31.10527407202599,1,0.9901565588379664,1.0,低于阈值/需关注
湖北,2024,11,2024-11,餐饮,2,0.004242350000000001,0.004242350000000001,0.0045473300000000005,24.909363666852194,24.909363666852194,22.919675632019146,2,0.9921172899788442,1.0,低于阈值/需关注
湖北,2024,12,2024-12,餐饮,2,0.016845583333333334,0.016845583333333334,0.018869008333333333,6.346126148931155,6.346126148931155,5.499157668706301,2,0.997991732231351,1.0,低于阈值/需关注
湖南,2024,4,2024-04,生产,1,0.00098335,0.00098335,0.00098335,106.77785122286062,106.77785122286062,106.77785122286062,1,0.9662095407522593,1.0,低于阈值/需关注
湖南,2024,10,2024-10,生产,2,0.0018956999999999997,0.0018956999999999997,0.0021321299999999994,56.47299126567184,56.47299126567184,48.64714603409934,2,0.9821288002323824,1.0,低于阈值/需关注
甘肃,2024,3,2024-03,餐饮,2,1.8733333333333336e-05,1.8733333333333336e-05,2.4733333333333336e-05,6417.757863140034,6417.757863140034,4133.858267716535,0,0.0,0.0,接近阈值/观察
甘肃,2024,5,2024-05,餐饮,1,2.1466666666666672e-05,2.1466666666666672e-05,2.1466666666666672e-05,4891.304347826085,4891.304347826085,4891.304347826085,0,0.0,0.0,接近阈值/观察
甘肃,2024,12,2024-12,餐饮,1,8.700000000000001e-05,8.700000000000001e-05,8.700000000000001e-05,1206.8965517241377,1206.8965517241377,1206.8965517241377,1,0.6180707114797033,1.0,低于阈值/需关注
福建,2024,1,2024-01,流通,3,0.010270944444444445,0.010061333333333335,0.013920083333333335,11.384359197189506,10.435992578849719,7.3176681030978115,3,0.9963973546844337,1.0,低于阈值/需关注
福建,2024,9,2024-09,生产,1,0.00324135,0.00324135,0.00324135,32.39390994493035,32.39390994493035,32.39390994493035,1,0.9897487626756549,1.0,低于阈值/需关注
贵州,2023,10,2023-10,餐饮,4,0.003694533333333333,0.0029039999999999995,0.006514841666666665,36.00113824772099,36.55365736023122,14.791510142749813,4,0.9886072347317338,1.0,低于阈值/需关注
贵州,2023,12,2023-12,流通,1,9.276666666666665e-05,9.276666666666665e-05,9.276666666666665e-05,1131.8720804886814,1131.8720804886814,1131.8720804886814,1,0.6418126327567464,1.0,低于阈值/需关注
贵州,2023,12,2023-12,餐饮,1,0.0019178499999999996,0.0019178499999999996,0.0019178499999999996,54.7488072581276,54.7488072581276,54.7488072581276,1,0.982674428082871,1.0,低于阈值/需关注
贵州,2024,3,2024-03,流通,1,0.0018351666666666666,0.0018351666666666666,0.0018351666666666666,57.21551176096631,57.21551176096631,57.21551176096631,1,0.9818938253920992,1.0,低于阈值/需关注
贵州,2024,10,2024-10,餐饮,2,0.0013723416666666665,0.0013723416666666665,0.0019885341666666663,101.86588389263754,101.86588389263754,51.04521147301896,2,0.9677639607934692,1.0,低于阈值/需关注
贵州,2024,11,2024-11,流通,1,0.0008772499999999999,0.0008772499999999999,0.0008772499999999999,119.69222000569964,119.69222000569964,119.69222000569964,1,0.9621227151880697,1.0,低于阈值/需关注
贵州,2024,12,2024-12,餐饮,5,0.0018129833333333332,0.0015891333333333331,0.0029039999999999995,78.74638258980892,66.07375089147125,36.15702479338844,5,0.9750802586741111,1.0,低于阈值/需关注
陕西,2024,8,2024-08,餐饮,1,0.00045756666666666666,0.00045756666666666666,0.00045756666666666666,229.47475777664457,229.47475777664457,229.47475777664457,1,0.9273814057668845,1.0,低于阈值/需关注
陕西,2024,12,2024-12,餐饮,3,0.0003942555555555556,0.0002997,0.00056943,298.5594289942116,350.3503503503503,175.17517517517516,3,0.9055191680398065,1.0,低于阈值/需关注
黑龙江,2024,8,2024-08,流通,1,0.0009952833333333334,0.0009952833333333334,0.0009952833333333334,105.49759699917945,105.49759699917945,105.49759699917945,1,0.9666146844939306,1.0,低于阈值/需关注
