省份,年份,月份,年月,供应链环节,EDI记录数,EDI均值,EDI中位数,EDI_P95,MOE_default_均值,MOE_default_中位数,MOE_default_最小值,低于MOE阈值记录数,MOE风险惩罚项_均值,低于MOE阈值比例,MOE风险等级_主导
广西,2023,11,2023-11,生产,4,0.0025369,0.0022379,0.004305599999999999,54.51041201044707,47.60735361548412,22.712524334847505,4,0.9827498696169472,1.0,低于阈值/需关注
广西,2023,12,2023-12,流通,7,0.002176785714285714,0.0012373999999999998,0.004951899999999999,73.5603057179533,84.85534184580573,19.848771266540645,7,0.9767214222411541,1.0,低于阈值/需关注
广西,2023,12,2023-12,生产,18,0.0016898611111111112,0.0015030499999999997,0.002811749999999999,74.17018356972716,70.31174589134707,33.81642512077295,18,0.9765284229209724,1.0,低于阈值/需关注
广西,2023,12,2023-12,餐饮,1,0.004071,0.004071,0.004071,25.79218865143699,25.79218865143699,25.79218865143699,1,0.9918379149837225,1.0,低于阈值/需关注
广西,2024,2,2024-02,生产,2,0.0007797,0.0007797,0.0009390900000000001,141.99287063749392,141.99287063749392,109.74080267558527,2,0.9550655472666159,1.0,低于阈值/需关注
广西,2024,3,2024-03,生产,2,0.00077625,0.00077625,0.0008828549999999999,138.49037963266196,138.49037963266196,117.3577735553817,2,0.956173930495993,1.0,低于阈值/需关注
广西,2024,4,2024-04,其他,1,0.0012603999999999998,0.0012603999999999998,0.0012603999999999998,83.30688670263409,83.30688670263409,83.30688670263409,1,0.9736370611700526,1.0,低于阈值/需关注
广西,2024,4,2024-04,生产,1,0.0010603,0.0010603,0.0010603,99.02857681788174,99.02857681788174,99.02857681788174,1,0.9686618427791512,1.0,低于阈值/需关注
广西,2024,5,2024-05,流通,1,0.0007221999999999999,0.0007221999999999999,0.0007221999999999999,145.38908889504293,145.38908889504293,145.38908889504293,1,0.9539907946534675,1.0,低于阈值/需关注
广西,2024,5,2024-05,生产,9,0.0022471,0.0014168,0.006908279999999997,89.81199065517325,74.11067193675889,10.258915486077186,9,0.9715784839698818,1.0,低于阈值/需关注
广西,2024,6,2024-06,流通,9,0.0008885666666666667,0.000736,0.00175122,194.53276855051504,142.66304347826087,56.43037566507228,9,0.9384389972941408,1.0,低于阈值/需关注
广西,2024,6,2024-06,生产,6,0.0011810500000000001,0.0009866999999999999,0.002021125,104.9753555059615,106.60299595952281,47.753319992723306,6,0.9667799507892528,1.0,低于阈值/需关注
广西,2024,7,2024-07,生产,2,0.00165715,0.00165715,0.0019045149999999999,65.15409100774072,65.15409100774072,54.34782608695652,2,0.9793816167697023,1.0,低于阈值/需关注
广西,2024,8,2024-08,生产,4,0.000835475,0.0007911999999999999,0.0010482249999999999,129.8695345103176,133.79636060563968,97.1322849213691,4,0.9589020460410387,1.0,低于阈值/需关注
广西,2024,9,2024-09,流通,1,0.0008923999999999999,0.0008923999999999999,0.0008923999999999999,117.6602420439265,117.6602420439265,117.6602420439265,1,0.9627657461886308,1.0,低于阈值/需关注
广西,2024,9,2024-09,生产,21,0.0010764,0.0008556,0.0018629999999999999,111.06964689482278,122.72089761570827,47.55434782608696,21,0.9648513775649296,1.0,低于阈值/需关注
广西,2024,10,2024-10,流通,1,0.0011546,0.0011546,0.0011546,90.94058548415035,90.94058548415035,90.94058548415035,1,0.9712213337075474,1.0,低于阈值/需关注
广西,2024,10,2024-10,生产,22,0.0007655863636363637,0.0007176,0.0014691249999999997,198.37419267323395,146.37520307548778,61.032318065566145,22,0.9372233567489766,1.0,低于阈值/需关注
广西,2024,11,2024-11,生产,9,0.0013064,0.0008556,0.0028979999999999995,106.68546461460515,122.72089761570827,29.26421404682274,9,0.9662387770206945,1.0,低于阈值/需关注
广西,2024,12,2024-12,生产,3,0.0010365333333333334,0.0009798,0.00142278,112.70641164815997,107.16472749540722,71.33152173913044,3,0.9643334140353924,1.0,低于阈值/需关注
新疆,2024,12,2024-12,餐饮,1,0.0004621666666666666,0.0004621666666666666,0.0004621666666666666,227.19076812116842,227.19076812116842,227.19076812116842,1,0.9281041873034278,1.0,低于阈值/需关注
